"id","system_id","version","modified_user_id","modified_user_name","modified_datetime","operation_type","effective_start_datetime","effective_end_datetime","entity_status","owner_id","name","description","IsThirdPartyProvided","IsFreightCostIncluded","PriceCode","InventoryNumber"
169,158,1,"0","",2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,0,ThixLite HT (SK) ,ThixLite HT (SK) ,0,0,113026,""
170,159,1,"0","",2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO SL,SURFACEmix LW PRO SL,0,0,113380,""
171,160,1,"0","",2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,0,LDP-C-0117,LDP-C-0117,0,0,113316,""
172,161,1,"0","",2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,0,SUPERLITEmix 1160,SUPERLITEmix 1160,0,0,114711,""
173,162,1,"0","",2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO + Additives,SURFACEmix LW PRO  + Additives,0,0,116114,""
174,163,1,"0","",2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,0,"0:1:0 'C' + Additives","0:1:0 'C' + Additives",0,0,,""
175,164,1,"0","",2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,0,"0:1:0 'G' + Additives","0:1:0 'G' + Additives",0,0,113001,""
176,165,1,"0","",2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,0,"0:1:12 'G' + Additives","0:1:12 'G' + Additives",0,0,113001,""
177,166,1,"0","",2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,0,"0:1:2 'G' + Additives","0:1:2 'G' + Additives",0,0,113001,""
178,167,1,"0","",2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,0,"0:1:4 'G' + Additives","0:1:4 'G' + Additives",0,0,113001,""
179,168,1,"0","",2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,0,"0:1:6 'G' + Additives","0:1:6 'G' + Additives",0,0,113001,""
180,169,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"0:1:8 'G' + Additives","0:1:8 'G' + Additives",0,0,113001,""
181,170,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"1:1:0 'G' + Additives","1:1:0 'G' + Additives",0,0,113003,""
182,171,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"1:1:12 'G' + Additives","1:1:12 'G' + Additives",0,0,113003,""
183,172,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"1:1:2 'G' + Additives","1:1:2 'G' + Additives",0,0,113003,""
184,173,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"1:1:4 'G' + Additives","1:1:4 'G' + Additives",0,0,113003,""
185,174,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"1:1:6 'G' + Additives","1:1:6 'G' + Additives",0,0,113003,""
186,175,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"1:1:8 'G' + Additives","1:1:8 'G' + Additives",0,0,113003,""
187,176,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"2:1:0 'G' + Additives","2:1:0 'G' + Additives",0,0,,""
188,177,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"2:1:12 'G' + Additives","2:1:12 'G' + Additives",0,0,,""
189,178,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"2:1:2 'G' + Additives","2:1:2 'G' + Additives",0,0,,""
190,179,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"2:1:4 'G' + Additives","2:1:4 'G' + Additives",0,0,,""
191,180,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"2:1:6 'G' + Additives","2:1:6 'G' + Additives",0,0,,""
192,181,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"2:1:8 'G' + Additives","2:1:8 'G' + Additives",0,0,,""
193,182,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"1:1:0 'G' (Sask) + Additives","1:1:0 'G' (Sask) + Additives",0,0,113003,""
194,183,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"1:1:12 'G' (Sask) + Additives","1:1:12 'G' (Sask) + Additives",0,0,113003,""
195,184,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"1:1:2 'G' (Sask) + Additives","1:1:2 'G' (Sask) + Additives",0,0,113003,""
196,185,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"1:1:4 'G' (Sask) + Additives","1:1:4 'G' (Sask) + Additives",0,0,113003,""
197,186,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"1:1:6 'G' (Sask) + Additives","1:1:6 'G' (Sask) + Additives",0,0,113003,""
198,187,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"1:1:8 'G' (Sask) + Additives","1:1:8 'G' (Sask) + Additives",0,0,113003,""
199,188,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"2:1:0 'G' (Sask) + Additives","2:1:0 'G' (Sask) + Additives",0,0,,""
200,189,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"2:1:12 'G' (Sask) + Additives","2:1:12 'G' (Sask) + Additives",0,0,,""
201,190,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"2:1:2 'G' (Sask) + Additives","2:1:2 'G' (Sask) + Additives",0,0,,""
202,191,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"2:1:4 'G' (Sask) + Additives","2:1:4 'G' (Sask) + Additives",0,0,,""
203,192,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"2:1:6 'G' (Sask) + Additives","2:1:6 'G' (Sask) + Additives",0,0,,""
204,193,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,"2:1:8 'G' (Sask) + Additives","2:1:8 'G' (Sask) + Additives",0,0,,""
205,194,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Expandomix + Additives,Expandomix + Additives,0,0,113041,""
206,195,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,EXPANDOmix PRO HT + Additives,EXPANDOmix PRO HT + Additives,0,0,116442,""
207,196,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,EXPANDOmix PRO LT + Additives,EXPANDOmix PRO LT + Additives,0,0,116444,""
208,197,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Expandomix HT + Additives,Expandomix HT + Additives,0,0,113045,""
209,198,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Expandomix LWL + Additives,Expandomix LWL + Additives,0,0,113043,""
210,199,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,EXPANDOmix PRO HT (Sask) + Additives,EXPANDOmix PRO HT (Sask) + Additives,0,0,116442,""
211,200,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,EXPANDOmix PRO LT (Sask) + Additives,EXPANDOmix PRO LT (Sask) + Additives,0,0,116444,""
212,201,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Expandomix HT (SK) + Additives,Expandomix HT (SK) + Additives,0,0,113045,""
213,202,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Glacial Mix + Additives,Glacial Mix + Additives,0,0,113412,""
214,203,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,iBond + Additives,iBond + Additives,0,0,113065,""
215,204,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,ASC IV + Additives,ASC IV + Additives,0,0,113315,""
216,205,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,iGain (SK) + Additives,iGain (SK) + Additives,0,0,113053,""
217,206,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,iGain (AB) + Additives,iGain(AB) + Additives,0,0,113053,""
218,207,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,iPrime (AB) + Additives,iPrime (AB) + Additives,0,0,113015,""
219,208,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,iPrime (SK) + Additives,iPrime (SK) + Additives,0,0,113015,""
220,209,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,LCS 1600 + Additives,LCS 1600 + Additives,0,0,113071,""
221,210,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,LCS 1820 + Additives,LCS 1820 + Additives,0,0,113073,""
222,211,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,LITEmix 1325 (AB) + Additives,LITEmix 1325 (AB) + Additives,0,0,114710,""
223,212,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,LITEmix 1325 (SK) + Additives,LITEmix 1325 (SK) + Additives,0,0,114710,""
224,213,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,LITEmix 1400 (AB) + Additives,LITEmix 1400 (AB) + Additives,0,0,114716,""
225,214,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,LITEmix 1400 (SK) + Additives,LITEmix 1400 (SK) + Additives,0,0,114716,""
226,215,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,LITEmix EC + Additives,LITEmix EC + Additives,0,0,114708,""
227,216,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,PRODUCTIONmix 1500 PRO + Additives,PRODUCTIONmix 1500 PRO + Additives,0,0,113410,""
228,217,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,PRODUCTIONmix 1600 + Additives,PRODUCTIONmix 1600 + Additives,0,0,116021,""
229,218,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,PRODUCTIONmix 1600 (SK) + Additives,PRODUCTIONmix 1600 (SK) + Additives,0,0,116021,""
230,219,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,PRODUCTIONmix 1725 + Additives,PRODUCTIONmix 1725 + Additives,0,0,116422,""
231,220,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Proteus Pro + Additives,Proteus Pro + Additives,0,0,113033,""
232,221,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,PRODUCTIONmix LW + Additives,PRODUCTIONmix LW + Additives,0,0,116424,""
233,222,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,PRODUCTIONmix EC (Sask) + Additives,PRODUCTIONmix EC (Sask) + Additives,0,0,116418,""
234,223,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,PRODUCTIONmix LW + Additives,PRODUCTIONmix LW + Additives,0,0,116424,""
235,224,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,PRODUCTIONmix LW (Sask) + Additives,PRODUCTIONmix LW (Sask) + Additives,0,0,116424,""
236,225,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,PRODUCTIONmix THX + Additives,PRODUCTIONmix THX + Additives,0,0,116420,""
237,226,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Proteus LCS + Additives,Proteus LCS + Additives,0,0,113035,""
238,227,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Proteus Core + Additives,Proteus Core + Additives,0,0,113031,""
239,228,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,RAS II + Additives,RAS II + Additives,0,0,113077,""
240,229,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SanSeal + Additives,SanSeal + Additives,0,0,113118,""
241,230,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SanSeal HT + Additives,SanSeal HT + Additives,0,0,113120,""
242,231,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SSi + Additives,SSi + Additives,0,0,113010,""
243,232,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Superlite 13 + Additives,Superlite 13 + Additives,0,0,113085,""
244,233,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Superlite 13 (CDM-5) + Additives,Superlite 13 (CDM-5) + Additives,0,0,113085,""
245,234,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SUPERLITEmix PRO HT + Additives,SUPERLITEmix PRO HT + Additives,0,0,116116,""
246,235,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SUPERLITEmix PRO + Additives,SUPERLITEmix PRO + Additives,0,0,116115,""
247,236,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SURFACEmix LW (SK) + Additives,SURFACEmix LW (SK) + Additives,0,0,113405,""
248,237,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO (SK) + Additives,SURFACEmix LW PRO (SK) + Additives,0,0,116114,""
249,238,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SURFACEmix PRO + Additives,SURFACEmix PRO + Additives,0,0,113408,""
250,239,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SURFACEmix PRO SL + Additives,SURFACEmix PRO SL + Additives,0,0,113435,""
251,240,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SURFACEmix SLW + Additives,SURFACEmix SLW + Additives,0,0,113407,""
252,241,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SurfLite (SK) + Additives,SurfLite (SK) + Additives,0,0,113005,""
253,242,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Thermal 40 + Additives,Thermal 40 + Additives,0,0,113061,""
254,243,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Thermal 40 EXP + Additives,Thermal 40 EXP + Additives,0,0,113063,""
255,244,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,THERMAmix EC + Additives,THERMAmix EC + Additives,0,0,114718,""
256,245,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,THERMAmix LT + Additives,THERMAmix LT + Additives,0,0,116415,""
258,246,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,ThixLite HT (AB) + Additives,ThixLite HT (AB) + Additives,0,0,113027,""
259,247,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,ThixLite HT (SK) + Additives,ThixLite HT (SK) + Additives,0,0,113027,""
260,248,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO SL + Additives,SURFACEmix LW PRO SL + Additives,0,0,113381,""
261,249,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,LDP-C-0117 + Additives,LDP-C-0117 + Additives,0,0,113317,""
262,250,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SUPERLITEmix 1160 + Additives,SUPERLITEmix 1160 + Additives,0,0,114712,""
263,251,1,"0","",2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,0,"0:1:0 'A' + Additives","0:1:0 'A' + Additives",0,0,113050,""
264,252,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Sil 1,Sil 1,0,0,,IIN023203
265,253,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,Sil 4,Sil 4,0,0,,IIN023204
266,254,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SUPERLITEmix 1160x,SUPERLITEmix 1160x,0,0,116447,""
267,255,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SUPERLITEmix 1160x + Additives,SUPERLITEmix 1160x + Additives,0,0,116448,""
268,256,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SUPERLITEmix 1100x,SUPERLITEmix 1100x,0,0,116445,""
269,257,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,SUPERLITEmix 1100x + Additives,SUPERLITEmix 1100x + Additives,0,0,116446,""
270,258,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,LDP-C-0517,LDP-C-0517 Thermal Lightweight Cement,0,0,116427,""
271,259,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,LDP-C-0517 + Additives,LDP-C-0517 Thermal Lightweight Cement  + Additives,0,0,116428,""
272,260,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,THERMAmix SLW,THERMAmix SLW,0,0,116429,""
273,261,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,THERMAmix SLW + Additives,THERMAmix SLW + Additives,0,0,116430,""
274,262,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,THERMAmix PRO,THERMAmix PRO,0,0,116431,""
275,263,1,"0","",2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,0,THERMAmix PRO  + Additives,THERMAmix PRO  + Additives,0,0,116432,""
276,264,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,MCR-9L,MCR-9L,0,0,113125,IIN023201
277,265,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,ECOmix,ECOmix,0,0,,IIN054828
278,266,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO SL (SK),SURFACEmix LW PRO SL (SK),0,0,113380,""
279,267,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO SL (SK) + Additives,SURFACEmix LW PRO SL (SK) + Additives,0,0,113381,""
280,268,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,THERMAmix THX,THERMAmix THX,0,0,116117,""
281,269,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,THERMAmix THX + Additives,THERMAmix THX + Additives,0,0,116124,""
282,270,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SURFACEmix THX,SURFACEmix THX,0,0,116133,""
283,271,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SURFACEmix THX + Additives,SURFACEmix THX + Additives,0,0,116134,""
284,272,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Silica Flour - 325 Mesh,Silica Flour  - 325 Mesh,0,0,113295,IIN023206
285,273,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SUPERLITEmix PRO X,SUPERLITEmix PRO X,0,0,116449,""
286,274,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SUPERLITEmix PRO X + Additives,SUPERLITEmix PRO X + Additives,0,0,116450,""
287,275,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Visweep,Visweep,0,0,113180,""
288,276,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Water Wet Max,Water Wet Max,0,0,113181,""
289,277,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Invert Spacer,Invert Spacer,0,0,113190,""
290,278,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Mud Flush,Mud Flush,0,0,113195,""
291,279,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Indicator Dye,Indicator Dye,0,0,113197,""
292,280,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Wellseal G,Wellseal G,0,0,113204,""
293,281,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Wellseal,Wellseal,0,0,113205,""
294,282,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,RP-20 Cement Preflush,RP-20 Cement Preflush,0,0,113217,""
295,283,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,One Part Spacer,One Part Spacer,0,0,113424,""
296,284,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,BORAjel,BORAjel,0,0,115005,""
297,285,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,WELLBLOCK 'T',WELLBLOCK 'T',0,0,113298,""
298,286,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SAPP,SAPP,0,0,113200,IIN023193
299,287,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Fresh Water,Fresh Water,0,0,,""
300,288,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Base Oil,Base Oil,0,0,,IIN023193
301,289,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,AI-8,AI-8,0,0,114024,IIN023008
302,290,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Aqueous Ammonia,Aqueous Ammonia,0,0,114182,null
303,291,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,ASA-3W,ASA-3W,0,0,114042,IIN023014
304,292,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,ASM-4,ASM-4,0,0,113415,null
305,293,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,ASM-6,ASM-6,0,0,114268,IIN023132
306,294,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,B-1008,B-1008,0,0,114202,IIN023017
307,295,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,BE-1,BE-1,0,0,114200,null
308,296,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Bio-Clear 2000,Bio-Clear 2000,0,0,113449,IIN054179
309,297,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Breaker-F,Breaker-F,0,0,114291,IIN023033
310,298,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Breaker-O,Breaker-O,0,0,114295,IIN023034
311,299,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Buffer F,Buffer F,0,0,114029,null
312,300,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,BX-1LB,BX-1LB,0,0,114369,IIN023043
313,301,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,CaCO3,CaCO3,0,0,114216,null
314,302,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,CAS-1,CAS-1,0,0,114050,IIN023055
315,303,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,CDF-3L,CDF-3L,0,0,113262,IIN023085
316,304,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,CDM-10,CDM-10,0,0,113421,null
317,305,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,CFL-14,CFL-14,0,0,113141,null
318,306,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,CFL-2,CFL-2,0,0,113131,IIN023059
319,307,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,D-2,D-2,0,0,114031,IIN023082
320,308,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,D-4,D-4,0,0,116008,IIN023083
321,309,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,DA-1,DA-1,0,0,113398,IIN023118
322,310,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,DF-1,DF-1,0,0,113255,IIN023084
