"id","system_id","version","modified_user_id","modified_user_name","modified_datetime","operation_type","effective_start_datetime","effective_end_datetime","entity_status","owner_id","name","description","IsThirdPartyProvided","IsFreightCostIncluded","PriceCode","InventoryNumber"
323,311,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,DG-1,DG-1,0,0,113399,IIN036454
324,312,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,EF-1,EF-1,0,0,114051,IIN037040
325,313,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,HSSW-1,HSSW-1,0,0,114197,IIN023106
326,314,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,HTAI-4,HTAI-4,0,0,114025,null
327,315,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,HTAI-6,HTAI-6,0,0,114034,null
328,316,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,HTAI-8,HTAI-8,0,0,114035,IIN023108
329,317,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,ICA-7,ICA-7,0,0,114106,IIN023112
330,318,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,ICA-8,ICA-8,0,0,114108,IIN023113
331,319,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,ICA-8C,ICA-8C,0,0,114110,IIN023114
332,320,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,IPG-4,IPG-4,0,0,113216,IIN023117
333,321,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,ISA-1,ISA-1,0,0,114090,null
334,322,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,LCF-6,LCF-6,0,0,113249,IIN023088
335,323,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,LCG-12,LCG-12,0,0,113242,null
336,324,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,LCG-13,LCG-13,0,0,113243,null
337,325,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,LCG-8,LCG-8,0,0,113241,null
338,326,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,LCL-10,LCL-10,0,0,113252,null
339,327,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,LCL-7,LCL-7,0,0,113247,IIN023175
340,328,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,MCR-4,MCR-4,0,0,113124,IIN023079
341,329,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,MS-1,MS-1,0,0,114135,IIN023154
342,330,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,NaCl (Rock Salt),NaCl (Rock Salt),0,0,113104,IIN023188
343,331,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Napthalene Flakes,Napthalene Flakes,0,0,114215,null
344,332,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,OWDA,OWDA,0,0,114220,IIN023170
345,333,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,S-101,S-101,0,0,114070,IIN023182
346,334,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SANJET Sand,SANJET Sand,0,0,114375,IIN023205
347,335,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SCC-1L,SCC-1L,0,0,114127,IIN023194
348,336,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SCC-2L,SCC-2L,0,0,114128,IIN023195
349,337,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SI-14W,SI-14W,0,0,114273,IIN023201
350,338,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SR-1,SR-1,0,0,114284,IIN023213
351,339,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SSCI,SSCI,0,0,114196,IIN023214
352,340,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,SSL -2,SSL -2,0,0,116252,null
353,341,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,StimSol 200,StimSol 200,0,0,114234,IIN023216
354,342,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Stim-Wett Max I,Stim-Wett Max I,0,0,114237,null
355,343,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Stim-Wett Max II,Stim-Wett Max II,0,0,114238,null
356,344,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Stim-Wett Max III,Stim-Wett Max III,0,0,114239,null
357,345,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Sugar,Sugar,0,0,113266,IIN023217
358,346,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,Toluene,Toluene,0,0,114236,null
359,347,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,WG-1L,WG-1L,0,0,113203,IIN023235
360,348,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,WG-2BL,WG-2BL,0,0,113210,IIN023236
361,349,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,WG-3L,WG-3L,0,0,113206,IIN023237
362,350,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,WG-4P,WG-4P,0,0,113207,IIN023234
363,351,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,WG-6P,WG-6P,0,0,113189,IIN023132
364,352,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,WG-6ZL,WG-6ZL,0,0,114383,IIN023240
365,353,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,WWS-1L,WWS-1L,0,0,113185,IIN023183
366,354,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,WWS-2L,WWS-2L,0,0,113186,IIN023166
367,355,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,WWS-3L,WWS-3L,0,0,113187,IIN023242
368,356,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,WWS-4L,WWS-4L,0,0,113188,IIN054774
369,357,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,"12/20 Round Sand","12/20 Round Sand",0,0,113297,null
370,358,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,AI-4,AI-4,0,0,114021,IIN023005
371,359,1,"0","",2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,0,AI-7,AI-7,0,0,114023,IIN023007
372,360,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix PRO ED,SURFACEmix PRO ED,0,0,113437,""
373,361,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix PRO ED + Additives,SURFACEmix PRO ED + Additives,0,0,113438,""
374,362,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix PRO RD,SURFACEmix PRO RD,0,0,113439,""
375,363,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix PRO RD + Additives,SURFACEmix PRO RD + Additives,0,0,113440,""
376,364,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix PRO GP,SURFACEmix PRO GP,0,0,113441,""
377,365,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix PRO GP + Additives,SURFACEmix PRO GP + Additives,0,0,113442,""
378,366,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix PRO FJ,SURFACEmix PRO FJ,0,0,113443,""
379,367,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix PRO FJ + Additives,SURFACEmix PRO FJ + Additives,0,0,113444,""
380,368,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO ED,SURFACEmix LW PRO ED,0,0,113445,""
381,369,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO ED + Additives,SURFACEmix LW PRO ED + Additives,0,0,113446,""
382,370,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO GP,SURFACEmix LW PRO GP,0,0,113447,""
383,371,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO GP + Additives,SURFACEmix LW PRO GP + Additives,0,0,113448,""
384,372,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO RD,SURFACEmix LW PRO RD,0,0,113451,""
385,373,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO RD + Additives,SURFACEmix LW PRO RD + Additives,0,0,113452,""
386,374,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Fresh Water + Additives,Fresh Water + Additives,0,0,,""
387,375,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Base Oil + Additives,Base Oil + Additives,0,0,,""
388,376,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,WELLBLOCK 'T' + Additives,WELLBLOCK 'T' + Additives,0,0,,""
389,377,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,BORAjel + Additives,BORAjel + Additives,0,0,,""
390,378,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,One Part Spacer + Additives,One Part Spacer + Additives,0,0,,""
391,379,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,RP-20 + Additives,RP-20 + Additives,0,0,,""
392,380,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Wellseal + Additives,Wellseal + Additives,0,0,,""
393,381,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Wellseal G + Additives,Wellseal G + Additives,0,0,,""
394,382,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Indicator Dye + Additives,Indicator Dye + Additives,0,0,,""
395,383,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Mud Flush + Additives,Mud Flush + Additives,0,0,,""
396,384,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Invert Spacer + Additives,Invert Spacer + Additives,0,0,,""
397,385,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Water Wet Max + Additives,Water Wet Max + Additives,0,0,,""
398,386,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Visweep + Additives,Visweep + Additives,0,0,,""
399,387,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Sanjel Blended Acid Systems (S-BAS),Sanjel Blended Acid Systems (S-BAS),0,0,114232,""
400,388,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Sanjel Blended Solvent (Bsolv),Sanjel Blended Solvent (Bsolv),0,0,114233,""
401,389,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,HCL 15%,HCL Blend - 15%,0,0,114017,""
402,390,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO LLD,SURFACEmix LW PRO LLD,0,0,113453,""
403,391,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO LLD + Additives,SURFACEmix LW PRO LLD + Additives,0,0,113454,""
404,392,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Scavenger,Scavenger,0,0,,""
405,393,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SUPERLITEmix 1160 C,SUPERLITEmix 1160 C,0,0,,""
406,394,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,SUPERLITEmix 1160 C + Additives,SUPERLITEmix 1160 C + Additives,0,0,116452,""
407,395,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,CDM-4X,CDM-4X,0,0,,""
408,396,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,PRODUCTIONmix HZ,PRODUCTIONmix HZ,0,0,116433,""
409,397,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,PRODUCTIONmix HZ + Additives,PRODUCTIONmix HZ + Additives,0,0,116434,""
410,398,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Ciment Fondue EC,Ciment Fondue EC,0,0,116435,""
411,399,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Ciment Fondue EC + Additives,Ciment Fondue EC + Additives,0,0,116436,""
412,400,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,GCA-2,GCA-2 Gas Migration Control Additive,0,0,113221,""
413,401,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,LDP-C-0418,LDP-C-0418 On the Fly Spacer,0,0,113182,""
414,402,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,LDP-C-0518,LDP-C-0518 Gas Migration Control Additive,0,0,113223,""
415,403,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,Silica Density Control Additive,Silica Density Control Additive,0,0,113233,""
416,404,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,ACW-4,ACW-4 Completion Fluid Corrosion Inhibitor,0,0,114194,""
417,405,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,LDP-C-0718,LDP-C-0718 - Cement Accelerator,0,0,113308,""
418,406,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,LDP-C-0618,LDP-C-0618 - Lightweight Cement,0,0,116453,""
419,407,1,"0","",2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,0,LDP-C-0618 + Additives,LDP-C-0618 - Lightweight Cement + Adds,0,0,116454,""
420,408,1,"0","",2018-09-28 18:10:37,1,2017-09-28 18:10:37,9999-12-31 23:59:59,0,0,LDP-C-0418 + Additives,LDP-C-0418 + Additives,0,0,,""
