"id","system_id","version","modified_user_id","modified_user_name","modified_datetime","operation_type","effective_start_datetime","effective_end_datetime","entity_status","owner_id","name","description","SbsReleasedProductId","Price","InventoryNumber","ServicePoint","PriceUnit","UnitId"
173,173,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",4.16,IIN023085,D618,1.00,l
174,174,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.10,IIN023091,D602,1.00,kg
175,175,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.11,IIN023091,D603,1.00,kg
176,176,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.13,IIN023091,D604,1.00,kg
177,177,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.11,IIN023091,D606,1.00,kg
178,178,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.11,IIN023091,D607,1.00,kg
179,179,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.10,IIN023091,D612,1.00,kg
180,180,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.16,IIN023091,D615,1.00,kg
181,181,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.13,IIN023091,D617,1.00,kg
182,182,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.78,IIN023099,D602,1.00,kg
183,183,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.76,IIN023099,D603,1.00,kg
184,184,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.77,IIN023099,D604,1.00,kg
185,185,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.77,IIN023099,D606,1.00,kg
186,186,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.77,IIN023099,D607,1.00,kg
187,187,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.75,IIN023099,D612,1.00,kg
188,188,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.78,IIN023099,D615,1.00,kg
189,189,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.75,IIN023099,D616,1.00,kg
190,190,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.75,IIN023099,D617,1.00,kg
191,191,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",9.35,IIN023100,D603,1.00,kg
192,192,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",9.69,IIN023100,D604,1.00,kg
193,193,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",9.99,IIN023100,D612,1.00,kg
194,194,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.81,IIN023101,D612,1.00,kg
195,195,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.30,IIN023102,D602,1.00,kg
196,196,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.30,IIN023102,D603,1.00,kg
197,197,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.30,IIN023102,D604,1.00,kg
198,198,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.30,IIN023102,D606,1.00,kg
199,199,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.30,IIN023102,D607,1.00,kg
200,200,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.30,IIN023102,D612,1.00,kg
201,201,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.33,IIN023102,D615,1.00,kg
202,202,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.30,IIN023102,D616,1.00,kg
203,203,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.31,IIN023102,D617,1.00,kg
204,204,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.54,IIN023105,D604,1.00,kg
205,205,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.71,IIN023106,D604,1.00,l
206,206,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.71,IIN023106,D617,1.00,l
207,207,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",4.44,IIN023109,D604,1.00,kg
208,208,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",4.46,IIN023109,D606,1.00,kg
209,209,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",4.43,IIN023109,D612,1.00,kg
210,210,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",31.96,IIN023112,D616,1.00,kg
211,211,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",12.32,IIN023114,D604,1.00,kg
212,212,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",199.00,IIN023116,D602,1.00,mt
213,213,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",216.69,IIN023116,D603,1.00,mt
214,214,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",225.40,IIN023116,D604,1.00,mt
215,215,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",205.47,IIN023116,D606,1.00,mt
216,216,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",205.97,IIN023116,D607,1.00,mt
217,217,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",199.43,IIN023116,D612,1.00,mt
218,218,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",239.26,IIN023116,D615,1.00,mt
219,219,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",217.79,IIN023116,D616,1.00,mt
220,220,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",212.68,IIN023116,D617,1.00,mt
221,221,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",8.53,IIN023117,D602,1.00,l
222,222,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",8.86,IIN023117,D603,1.00,l
223,223,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",8.86,IIN023117,D604,1.00,l
224,224,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",10.11,IIN023117,D607,1.00,l
225,225,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",8.21,IIN023117,D612,1.00,l
226,226,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",8.80,IIN023117,D615,1.00,l
227,227,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",8.69,IIN023117,D617,1.00,l
228,228,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.66,IIN023119,D603,1.00,kg
229,229,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.65,IIN023119,D604,1.00,kg
230,230,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.62,IIN023119,D606,1.00,kg
231,231,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.59,IIN023119,D607,1.00,kg
232,232,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.71,IIN023119,D612,1.00,kg
233,233,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.97,IIN023119,D615,1.00,kg
234,234,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.07,IIN023119,D616,1.00,kg
235,235,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.67,IIN023119,D617,1.00,kg
236,236,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.52,IIN023122,D602,1.00,kg
237,237,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.52,IIN023122,D603,1.00,kg
238,238,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.52,IIN023122,D604,1.00,kg
239,239,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.52,IIN023122,D606,1.00,kg
240,240,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.53,IIN023122,D607,1.00,kg
241,241,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.52,IIN023122,D612,1.00,kg
242,242,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.53,IIN023122,D615,1.00,kg
243,243,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.67,IIN023122,D616,1.00,kg
244,244,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.52,IIN023122,D617,1.00,kg
245,245,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",11.85,IIN023129,D604,1.00,kg
246,246,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",11.85,IIN023129,D612,1.00,kg
247,247,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",9.57,IIN023130,D603,1.00,kg
248,248,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",8.98,IIN023130,D604,1.00,kg
249,249,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",9.57,IIN023130,D612,1.00,kg
250,250,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.50,IIN023131,D600,1.00,kg
251,251,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.50,IIN023131,D602,1.00,kg
252,252,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.50,IIN023131,D603,1.00,kg
253,253,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.50,IIN023131,D604,1.00,kg
254,254,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.56,IIN023131,D606,1.00,kg
255,255,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.51,IIN023131,D607,1.00,kg
256,256,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.50,IIN023131,D612,1.00,kg
257,257,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.88,IIN023131,D615,1.00,kg
258,258,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.50,IIN023131,D616,1.00,kg
259,259,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.50,IIN023131,D617,1.00,kg
260,260,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",9.80,IIN023132,D604,1.00,kg
261,261,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",9.80,IIN023132,D615,1.00,kg
262,262,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.57,IIN023146,D600,1.00,kg
263,263,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.41,IIN023146,D602,1.00,kg
264,264,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.82,IIN023146,D603,1.00,kg
265,265,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.58,IIN023146,D604,1.00,kg
266,266,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.83,IIN023146,D606,1.00,kg
267,267,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.41,IIN023146,D607,1.00,kg
268,268,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.89,IIN023146,D612,1.00,kg
269,269,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.83,IIN023146,D615,1.00,kg
270,270,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.44,IIN023146,D616,1.00,kg
271,271,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.45,IIN023146,D617,1.00,kg
272,272,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.45,IIN023146,D618,1.00,kg
273,273,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.38,IIN023147,D602,1000.00,kg
274,274,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.38,IIN023147,D603,1000.00,kg
275,275,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.42,IIN023147,D604,1000.00,kg
276,276,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.36,IIN023147,D606,1000.00,kg
277,277,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.37,IIN023147,D607,1000.00,kg
278,278,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.36,IIN023147,D612,1000.00,kg
279,279,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.45,IIN023147,D615,1000.00,kg
280,280,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.42,IIN023147,D616,1000.00,kg
281,281,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.42,IIN023147,D617,1000.00,kg
282,282,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.83,IIN023148,D604,1.00,kg
283,283,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.15,IIN023148,D616,1.00,kg
284,284,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.92,IIN023148,D617,1.00,kg
285,285,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.69,IIN023153,D604,1.00,kg
286,286,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.70,IIN023153,D615,1.00,kg
287,287,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.88,IIN023154,D604,1.00,l
288,288,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.65,IIN023155,D616,1.00,l
289,289,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.30,IIN023166,D602,1.00,l
290,290,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.30,IIN023166,D603,1.00,l
291,291,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.30,IIN023166,D604,1.00,l
292,292,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.30,IIN023166,D607,1.00,l
293,293,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.30,IIN023166,D612,1.00,l
294,294,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.34,IIN023166,D615,1.00,l
295,295,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.44,IIN023166,D616,1.00,l
296,296,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.19,IIN023166,D617,1.00,l
297,297,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.40,IIN023171,D602,1.00,kg
298,298,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.40,IIN023171,D603,1.00,kg
299,299,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.40,IIN023171,D604,1.00,kg
300,300,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.39,IIN023171,D606,1.00,kg
301,301,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.38,IIN023171,D607,1.00,kg
302,302,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.39,IIN023171,D612,1.00,kg
303,303,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.41,IIN023171,D615,1.00,kg
304,304,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.38,IIN023171,D616,1.00,kg
305,305,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.38,IIN023171,D617,1.00,kg
306,306,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.34,IIN023178,D602,1.00,kg
307,307,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.53,IIN023178,D604,1.00,kg
308,308,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.26,IIN023178,D606,1.00,kg
309,309,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.27,IIN023178,D607,1.00,kg
310,310,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.40,IIN023178,D612,1.00,kg
311,311,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",5.45,IIN023178,D615,1.00,kg
312,312,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",7.89,IIN023179,D600,1.00,kg
313,313,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",9.60,IIN023179,D602,1.00,kg
314,314,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",7.88,IIN023179,D603,1.00,kg
315,315,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",8.04,IIN023179,D604,1.00,kg
316,316,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",7.87,IIN023179,D606,1.00,kg
317,317,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",7.88,IIN023179,D607,1.00,kg
318,318,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",9.23,IIN023179,D612,1.00,kg
319,319,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",8.66,IIN023179,D615,1.00,kg
320,320,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",7.88,IIN023179,D616,1.00,kg
321,321,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",7.87,IIN023179,D617,1.00,kg
322,322,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",7.88,IIN023179,D618,1.00,kg
323,323,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",4.98,IIN023182,D616,1.00,l
324,324,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.33,IIN023188,D602,1.00,kg
325,325,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.31,IIN023188,D603,1.00,kg
326,326,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.39,IIN023188,D604,1.00,kg
327,327,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.32,IIN023188,D607,1.00,kg
328,328,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.31,IIN023188,D612,1.00,kg
329,329,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.31,IIN023188,D616,1.00,kg
330,330,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.31,IIN023188,D617,1.00,kg
331,331,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",0.61,IIN023189,D604,1.00,kg
332,332,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.80,IIN023192,D600,1.00,kg
333,333,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.76,IIN023192,D604,1.00,kg
334,334,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.80,IIN023192,D612,1.00,kg
335,335,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.72,IIN023192,D615,1.00,kg
336,336,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.95,IIN023193,D604,1.00,kg
337,337,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.83,IIN023193,D606,1.00,kg
338,338,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.83,IIN023193,D607,1.00,kg
339,339,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.82,IIN023193,D612,1.00,kg
340,340,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.23,IIN023194,D602,1.00,l
341,341,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.48,IIN023194,D603,1.00,l
342,342,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",1.41,IIN023194,D612,1.00,l
343,343,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.09,IIN023194,D615,1.00,l
344,344,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.89,IIN023195,D602,1.00,l
345,345,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.74,IIN023195,D603,1.00,l
346,346,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.73,IIN023195,D604,1.00,l
347,347,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",2.46,IIN023195,D612,1.00,l
348,348,1,"0","",2018-09-10 12:01:06,1,2018-09-10 12:01:06,9999-12-31 23:59:59,0,0,,,"",3.17,IIN023195,D615,1.00,l
