"id","system_id","version","modified_user_id","modified_user_name","modified_datetime","operation_type","effective_start_datetime","effective_end_datetime","entity_status","owner_id","name","description"
145,144,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,LITEmix 1400 (SK) + Additives,
146,145,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,LITEmix EC + Additives,
147,146,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,PRODUCTIONmix 1500 PRO + Additives,
148,147,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,PRODUCTIONmix 1600 + Additives,
149,148,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,PRODUCTIONmix 1600 (SK) + Additives,
150,149,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,PRODUCTIONmix 1725 + Additives,
151,150,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,PRODUCTIONmix EC + Additives,
152,151,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,PRODUCTIONmix EC (Sask) + Additives,
153,152,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,PRODUCTIONmix LW + Additives,
154,153,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,PRODUCTIONmix LW (Sask) + Additives,
155,154,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,PRODUCTIONmix THX + Additives,
156,155,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,Proteus Core + Additives,
157,156,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,Proteus LCS + Additives,
158,157,1,"0","",2018-09-10 12:01:23,1,2017-09-10 12:01:23,9999-12-31 23:59:59,0,0,Proteus Pro + Additives,
159,158,1,"0","",2018-09-10 12:01:24,1,2017-09-10 12:01:24,9999-12-31 23:59:59,0,0,RAS II + Additives,
