"ID","SYSTEM_ID","version","MODIFIED_USER_ID","MODIFIED_USER_NAME","MODIFIED_DATE_TIME","OPERATION_TYPE","EFFECTIVE_START_DATETIME","EFFECTIVE_END_DATETIME","ENTITY_STATUS","Amount","AdditiveBlendMethod","RootId","BlendChemicalId","BlendChemicalSystemId","IsBaseBlend","MeasureUnitId","BlendRecipe1Id","BlendRecipeSystemId","AdditionMethod","ParentId"
187,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,10,1,53,69,69,0,1,53,53,2,53
188,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,10,1,53,70,70,0,1,53,53,2,53
189,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,10,1,53,68,68,0,1,53,53,2,53
190,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,1000,1,54,3,3,1,1,54,54,2,54
191,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,634.5,1,55,2,2,1,1,55,55,2,55
192,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,317,1,55,35,35,0,1,55,55,2,55
193,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,7,1,55,41,41,0,1,55,55,2,55
194,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,2.5,1,55,20,20,0,1,55,55,2,55
195,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,14,1,55,69,69,0,1,55,55,2,55
196,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,25,1,55,68,68,0,1,55,55,2,55
197,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,713,1,56,4,4,1,1,56,56,2,56
198,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,213,1,56,35,35,0,1,56,56,2,56
199,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,8,1,56,41,41,0,1,56,56,2,56
200,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,15,1,56,67,67,0,1,56,56,2,56
201,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,2.5,1,56,27,27,0,1,56,56,2,56
202,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,5,1,56,20,20,0,1,56,56,2,56
203,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,28.5,1,56,68,68,0,1,56,56,2,56
204,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,15,1,56,32,32,0,1,56,56,2,56
205,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,713,1,57,4,4,1,1,57,57,2,57
206,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,213,1,57,36,36,0,1,57,57,2,57
207,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,8,1,57,41,41,0,1,57,57,2,57
208,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,15,1,57,67,67,0,1,57,57,2,57
209,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,2.5,1,57,27,27,0,1,57,57,2,57
210,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,5,1,57,20,20,0,1,57,57,2,57
211,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,28.5,1,57,68,68,0,1,57,57,2,57
212,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,15,1,57,32,32,0,1,57,57,2,57
213,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,930,1,58,2,2,1,1,58,58,2,58
214,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,56,1,58,67,67,0,1,58,58,2,58
215,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,5,1,58,20,20,0,1,58,58,2,58
216,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,9,1,58,32,32,0,1,58,58,2,58
217,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,578,1,59,2,2,1,1,59,59,2,59
218,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,422,1,59,35,35,0,1,59,59,2,59
219,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,578,1,60,2,2,1,1,60,60,2,60
220,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,422,1,60,36,36,0,1,60,60,2,60
221,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,641,1,61,2,2,1,1,61,61,2,61
222,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,320,1,61,35,35,0,1,61,61,2,61
223,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,14,1,61,69,69,0,1,61,61,2,61
224,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,25,1,61,68,68,0,1,61,61,2,61
225,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,641,1,62,2,2,1,1,62,62,2,62
226,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,320,1,62,36,36,0,1,62,62,2,62
227,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,14,1,62,69,69,0,1,62,62,2,62
228,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,25,1,62,68,68,0,1,62,62,2,62
229,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,569,1,63,3,3,1,1,63,63,2,63
230,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,285,1,63,35,35,0,1,63,63,2,63
231,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,103,1,63,30,30,0,1,63,63,2,63
232,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,20,1,63,41,41,0,1,63,63,2,63
233,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,15,1,63,67,67,0,1,63,63,2,63
234,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,5,1,63,20,20,0,1,63,63,2,63
235,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,3,1,63,69,69,0,1,63,63,2,63
236,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,769,1,64,4,4,1,1,64,64,2,64
237,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,231,1,64,72,72,0,1,64,64,2,64
238,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,730,1,65,4,4,1,1,65,65,2,65
239,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,219,1,65,72,72,0,1,65,65,2,65
240,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,44,1,65,67,67,0,1,65,65,2,65
241,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,7,1,65,32,32,0,1,65,65,2,65
242,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,747,1,66,4,4,1,1,66,66,2,66
243,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,224,1,66,72,72,0,1,66,66,2,66
244,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,22,1,66,67,67,0,1,66,66,2,66
245,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,7,1,66,32,32,0,1,66,66,2,66
246,"",1,0,,2018-09-28 18:10:51,1,2017-09-28 18:10:51,9999-12-31 23:59:59,0,200,1,67,3,3,1,1,67,67,2,67
247,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,800,1,67,67,67,0,1,67,67,2,67
248,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,1000,1,68,76,76,1,1,68,68,2,68
249,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,200,1,69,38,38,1,1,69,69,2,69
250,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,800,1,69,61,61,0,1,69,69,2,69
251,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,1000,1,70,4,4,1,1,70,70,2,70
252,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,533,1,71,2,2,1,1,71,71,2,71
253,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,327,1,71,35,35,0,1,71,71,2,71
254,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,17,1,71,41,41,0,1,71,71,2,71
255,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,123,1,71,16,16,0,1,71,71,2,71
256,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,559,1,72,2,2,1,1,72,72,2,72
257,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,343,1,72,36,36,0,1,72,72,2,72
258,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,18,1,72,41,41,0,1,72,72,2,72
259,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,80,1,72,14,14,0,1,72,72,2,72
260,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,484,1,73,3,3,1,1,73,73,2,73
261,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,240,1,73,35,35,0,1,73,73,2,73
262,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,60,1,73,30,30,0,1,73,73,2,73
263,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,10,1,73,41,41,0,1,73,73,2,73
264,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,206,1,73,16,16,0,1,73,73,2,73
265,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,520,1,74,2,2,1,1,74,74,2,74
266,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,175,1,74,35,35,0,1,74,74,2,74
267,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,75,1,74,30,30,0,1,74,74,2,74
268,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,230,1,74,16,16,0,1,74,74,2,74
269,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,714,1,75,4,4,1,1,75,75,2,75
270,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,214,1,75,36,36,0,1,75,75,2,75
271,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,8,1,75,41,41,0,1,75,75,2,75
272,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,15,1,75,67,67,0,1,75,75,2,75
273,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,5,1,75,27,27,0,1,75,75,2,75
274,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,29,1,75,68,68,0,1,75,75,2,75
275,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,15,1,75,32,32,0,1,75,75,2,75
276,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,641,1,77,2,2,1,1,77,77,2,77
277,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,320,1,77,35,35,0,1,77,77,2,77
278,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,14,1,77,69,69,0,1,77,77,2,77
279,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,25,1,77,68,68,0,1,77,77,2,77
280,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,996,1,78,2,2,1,1,78,78,2,78
281,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,4,1,78,32,32,0,1,78,78,2,78
282,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,761,1,79,2,2,1,1,79,79,2,79
283,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,231,1,79,273,273,0,1,79,79,2,79
284,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,8,1,79,32,32,0,1,79,79,2,79
285,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,858,1,80,2,2,1,1,80,80,2,80
286,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,142,1,80,12,12,0,1,80,80,2,80
287,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,649,1,81,3,3,1,1,81,81,2,81
288,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,325,1,81,36,36,0,1,81,81,2,81
289,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,26,1,81,67,67,0,1,81,81,2,81
290,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,714,1,82,3,3,1,1,82,82,2,82
291,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,286,1,82,72,72,0,1,82,82,2,82
292,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,680,1,83,3,3,1,1,83,83,2,83
293,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,273,1,83,72,72,0,1,83,83,2,83
294,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,38,1,83,67,67,0,1,83,83,2,83
295,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,9,1,83,32,32,0,1,83,83,2,83
296,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,433,1,84,3,3,1,1,84,84,2,84
297,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,264,1,84,35,35,0,1,84,84,2,84
298,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,303,1,84,72,72,0,1,84,84,2,84
299,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,350,1,85,1,1,1,1,85,85,2,85
300,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,125,1,85,72,72,0,1,85,85,2,85
301,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,525,1,85,67,67,0,1,85,85,2,85
302,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,586,1,87,3,3,1,1,87,87,2,87
303,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,294,1,87,35,35,0,1,87,87,2,87
304,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,12,1,87,41,41,0,1,87,87,2,87
305,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,24,1,87,67,67,0,1,87,87,2,87
306,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,8,1,87,20,20,0,1,87,87,2,87
307,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,3,1,87,69,69,0,1,87,87,2,87
308,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,73,1,87,38,38,0,1,87,87,2,87
309,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,586,1,88,3,3,1,1,88,88,2,88
310,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,294,1,88,36,36,0,1,88,88,2,88
311,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,12,1,88,41,41,0,1,88,88,2,88
312,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,24,1,88,67,67,0,1,88,88,2,88
313,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,8,1,88,20,20,0,1,88,88,2,88
314,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,3,1,88,69,69,0,1,88,88,2,88
315,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,73,1,88,38,38,0,1,88,88,2,88
316,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,491,1,89,2,2,1,1,89,89,2,89
317,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,147,1,89,35,35,0,1,89,89,2,89
318,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,327.5,1,89,273,273,0,1,89,89,2,89
319,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,12,1,89,69,69,0,1,89,89,2,89
320,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,21,1,89,68,68,0,1,89,89,2,89
321,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,69,1,90,35,35,1,1,90,90,2,90
322,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,138,1,90,12,12,0,1,90,90,2,90
323,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,103,1,90,38,38,0,1,90,90,2,90
324,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,690,1,90,29,29,0,1,90,90,2,90
325,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,552,1,91,2,2,1,1,91,91,2,91
326,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,238,1,91,30,30,0,1,91,91,2,91
327,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,210,1,91,16,16,0,1,91,91,2,91
328,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,1000,1,92,151,151,1,1,92,92,1,92
329,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,1000,1,93,257,257,1,1,93,93,1,93
330,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,1000,1,94,77,77,1,1,94,94,1,94
331,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,1000,1,95,78,78,1,1,95,95,1,95
332,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,1000,1,96,79,79,1,1,96,96,1,96
333,"",1,0,,2018-09-28 18:10:52,1,2017-09-28 18:10:52,9999-12-31 23:59:59,0,1000,1,97,80,80,1,1,97,97,1,97
334,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,98,81,81,1,1,98,98,1,98
335,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,99,82,82,1,1,99,99,1,99
336,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,100,83,83,1,1,100,100,1,100
337,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,101,84,84,1,1,101,101,1,101
338,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,102,86,86,1,1,102,102,1,102
339,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,103,88,88,1,1,103,103,1,103
340,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,104,90,90,1,1,104,104,1,104
341,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,105,92,92,1,1,105,105,1,105
342,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,106,94,94,1,1,106,106,1,106
343,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,107,96,96,1,1,107,107,1,107
344,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,108,98,98,1,1,108,108,1,108
345,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,109,100,100,1,1,109,109,1,109
346,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,110,102,102,1,1,110,110,1,110
347,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,111,104,104,1,1,111,111,1,111
348,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,112,106,106,1,1,112,112,1,112
349,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,113,85,85,1,1,113,113,1,113
350,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,114,87,87,1,1,114,114,1,114
351,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,115,89,89,1,1,115,115,1,115
352,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,116,91,91,1,1,116,116,1,116
353,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,117,93,93,1,1,117,117,1,117
354,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,118,95,95,1,1,118,118,1,118
355,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,119,97,97,1,1,119,119,1,119
356,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,120,99,99,1,1,120,120,1,120
357,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,121,101,101,1,1,121,121,1,121
358,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,122,103,103,1,1,122,122,1,122
359,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,123,105,105,1,1,123,123,1,123
360,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,124,107,107,1,1,124,124,1,124
361,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,125,109,109,1,1,125,125,1,125
362,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,126,110,110,1,1,126,126,1,126
363,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,127,112,112,1,1,127,127,1,127
364,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,128,114,114,1,1,128,128,1,128
365,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,129,116,116,1,1,129,129,1,129
366,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,130,111,111,1,1,130,130,1,130
367,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,131,113,113,1,1,131,131,1,131
368,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,132,115,115,1,1,132,132,1,132
369,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,133,117,117,1,1,133,133,1,133
370,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,134,118,118,1,1,134,134,1,134
371,"",1,0,,2018-09-28 18:10:53,1,2017-09-28 18:10:53,9999-12-31 23:59:59,0,1000,1,135,108,108,1,1,135,135,1,135
