"ID","SYSTEM_ID","version","MODIFIED_USER_ID","MODIFIED_USER_NAME","MODIFIED_DATE_TIME","OPERATION_TYPE","EFFECTIVE_START_DATETIME","EFFECTIVE_END_DATETIME","ENTITY_STATUS","NAME","DESCRIPTION","PriceCode","ISFREIGHTCOSTINCLUDED","ISTHIRDPARTYPROVIDED","INVENTORYNUMBER","SbsReleasedProductId"
170,"",1,0,,2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,SURFACEmix LW PRO SL,SURFACEmix LW PRO SL,113380,0,0,,""
171,"",1,0,,2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,LDP-C-0117,LDP-C-0117,113316,0,0,,""
172,"",1,0,,2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,SUPERLITEmix 1160,SUPERLITEmix 1160,114711,0,0,,""
173,"",1,0,,2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,SURFACEmix LW PRO + Additives,SURFACEmix LW PRO  + Additives,116114,0,0,,""
174,"",1,0,,2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,"0:1:0 'C' + Additives","0:1:0 'C' + Additives",,0,0,,""
175,"",1,0,,2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,"0:1:0 'G' + Additives","0:1:0 'G' + Additives",113001,0,0,,""
176,"",1,0,,2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,"0:1:12 'G' + Additives","0:1:12 'G' + Additives",113001,0,0,,""
177,"",1,0,,2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,"0:1:2 'G' + Additives","0:1:2 'G' + Additives",113001,0,0,,""
178,"",1,0,,2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,"0:1:4 'G' + Additives","0:1:4 'G' + Additives",113001,0,0,,""
179,"",1,0,,2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,"0:1:6 'G' + Additives","0:1:6 'G' + Additives",113001,0,0,,""
180,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"0:1:8 'G' + Additives","0:1:8 'G' + Additives",113001,0,0,,""
181,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"1:1:0 'G' + Additives","1:1:0 'G' + Additives",113003,0,0,,""
182,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"1:1:12 'G' + Additives","1:1:12 'G' + Additives",113003,0,0,,""
183,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"1:1:2 'G' + Additives","1:1:2 'G' + Additives",113003,0,0,,""
184,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"1:1:4 'G' + Additives","1:1:4 'G' + Additives",113003,0,0,,""
185,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"1:1:6 'G' + Additives","1:1:6 'G' + Additives",113003,0,0,,""
186,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"1:1:8 'G' + Additives","1:1:8 'G' + Additives",113003,0,0,,""
187,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"2:1:0 'G' + Additives","2:1:0 'G' + Additives",,0,0,,""
188,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"2:1:12 'G' + Additives","2:1:12 'G' + Additives",,0,0,,""
189,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"2:1:2 'G' + Additives","2:1:2 'G' + Additives",,0,0,,""
190,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"2:1:4 'G' + Additives","2:1:4 'G' + Additives",,0,0,,""
191,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"2:1:6 'G' + Additives","2:1:6 'G' + Additives",,0,0,,""
192,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"2:1:8 'G' + Additives","2:1:8 'G' + Additives",,0,0,,""
193,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"1:1:0 'G' (Sask) + Additives","1:1:0 'G' (Sask) + Additives",113003,0,0,,""
194,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"1:1:12 'G' (Sask) + Additives","1:1:12 'G' (Sask) + Additives",113003,0,0,,""
195,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"1:1:2 'G' (Sask) + Additives","1:1:2 'G' (Sask) + Additives",113003,0,0,,""
196,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"1:1:4 'G' (Sask) + Additives","1:1:4 'G' (Sask) + Additives",113003,0,0,,""
197,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"1:1:6 'G' (Sask) + Additives","1:1:6 'G' (Sask) + Additives",113003,0,0,,""
198,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"1:1:8 'G' (Sask) + Additives","1:1:8 'G' (Sask) + Additives",113003,0,0,,""
199,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"2:1:0 'G' (Sask) + Additives","2:1:0 'G' (Sask) + Additives",,0,0,,""
200,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"2:1:12 'G' (Sask) + Additives","2:1:12 'G' (Sask) + Additives",,0,0,,""
201,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"2:1:2 'G' (Sask) + Additives","2:1:2 'G' (Sask) + Additives",,0,0,,""
202,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"2:1:4 'G' (Sask) + Additives","2:1:4 'G' (Sask) + Additives",,0,0,,""
203,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"2:1:6 'G' (Sask) + Additives","2:1:6 'G' (Sask) + Additives",,0,0,,""
204,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,"2:1:8 'G' (Sask) + Additives","2:1:8 'G' (Sask) + Additives",,0,0,,""
205,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Expandomix + Additives,Expandomix + Additives,113041,0,0,,""
206,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,EXPANDOmix PRO HT + Additives,EXPANDOmix PRO HT + Additives,116442,0,0,,""
207,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,EXPANDOmix PRO LT + Additives,EXPANDOmix PRO LT + Additives,116444,0,0,,""
208,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Expandomix HT + Additives,Expandomix HT + Additives,113045,0,0,,""
209,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Expandomix LWL + Additives,Expandomix LWL + Additives,113043,0,0,,""
210,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,EXPANDOmix PRO HT (Sask) + Additives,EXPANDOmix PRO HT (Sask) + Additives,116442,0,0,,""
211,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,EXPANDOmix PRO LT (Sask) + Additives,EXPANDOmix PRO LT (Sask) + Additives,116444,0,0,,""
212,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Expandomix HT (SK) + Additives,Expandomix HT (SK) + Additives,113045,0,0,,""
213,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Glacial Mix + Additives,Glacial Mix + Additives,113412,0,0,,""
214,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,iBond + Additives,iBond + Additives,113065,0,0,,""
215,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,ASC IV + Additives,ASC IV + Additives,113315,0,0,,""
216,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,iGain (SK) + Additives,iGain (SK) + Additives,113053,0,0,,""
217,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,iGain (AB) + Additives,iGain(AB) + Additives,113053,0,0,,""
218,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,iPrime (AB) + Additives,iPrime (AB) + Additives,113015,0,0,,""
219,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,iPrime (SK) + Additives,iPrime (SK) + Additives,113015,0,0,,""
220,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,LCS 1600 + Additives,LCS 1600 + Additives,113071,0,0,,""
221,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,LCS 1820 + Additives,LCS 1820 + Additives,113073,0,0,,""
222,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,LITEmix 1325 (AB) + Additives,LITEmix 1325 (AB) + Additives,114710,0,0,,""
223,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,LITEmix 1325 (SK) + Additives,LITEmix 1325 (SK) + Additives,114710,0,0,,""
224,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,LITEmix 1400 (AB) + Additives,LITEmix 1400 (AB) + Additives,114716,0,0,,""
225,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,LITEmix 1400 (SK) + Additives,LITEmix 1400 (SK) + Additives,114716,0,0,,""
226,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,LITEmix EC + Additives,LITEmix EC + Additives,114708,0,0,,""
227,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,PRODUCTIONmix 1500 PRO + Additives,PRODUCTIONmix 1500 PRO + Additives,113410,0,0,,""
228,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,PRODUCTIONmix 1600 + Additives,PRODUCTIONmix 1600 + Additives,116021,0,0,,""
229,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,PRODUCTIONmix 1600 (SK) + Additives,PRODUCTIONmix 1600 (SK) + Additives,116021,0,0,,""
230,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,PRODUCTIONmix 1725 + Additives,PRODUCTIONmix 1725 + Additives,116422,0,0,,""
231,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Proteus Pro + Additives,Proteus Pro + Additives,113033,0,0,,""
232,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,PRODUCTIONmix LW + Additives,PRODUCTIONmix LW + Additives,116424,0,0,,""
233,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,PRODUCTIONmix EC (Sask) + Additives,PRODUCTIONmix EC (Sask) + Additives,116418,0,0,,""
234,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,PRODUCTIONmix LW + Additives,PRODUCTIONmix LW + Additives,116424,0,0,,""
235,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,PRODUCTIONmix LW (Sask) + Additives,PRODUCTIONmix LW (Sask) + Additives,116424,0,0,,""
236,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,PRODUCTIONmix THX + Additives,PRODUCTIONmix THX + Additives,116420,0,0,,""
237,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Proteus LCS + Additives,Proteus LCS + Additives,113035,0,0,,""
238,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Proteus Core + Additives,Proteus Core + Additives,113031,0,0,,""
239,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,RAS II + Additives,RAS II + Additives,113077,0,0,,""
240,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SanSeal + Additives,SanSeal + Additives,113118,0,0,,""
241,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SanSeal HT + Additives,SanSeal HT + Additives,113120,0,0,,""
242,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SSi + Additives,SSi + Additives,113010,0,0,,""
243,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Superlite 13 + Additives,Superlite 13 + Additives,113085,0,0,,""
244,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Superlite 13 (CDM-5) + Additives,Superlite 13 (CDM-5) + Additives,113085,0,0,,""
245,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SUPERLITEmix PRO HT + Additives,SUPERLITEmix PRO HT + Additives,116116,0,0,,""
246,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SUPERLITEmix PRO + Additives,SUPERLITEmix PRO + Additives,116115,0,0,,""
247,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SURFACEmix LW (SK) + Additives,SURFACEmix LW (SK) + Additives,113405,0,0,,""
248,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SURFACEmix LW PRO (SK) + Additives,SURFACEmix LW PRO (SK) + Additives,116114,0,0,,""
249,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SURFACEmix PRO + Additives,SURFACEmix PRO + Additives,113408,0,0,,""
250,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SURFACEmix PRO SL + Additives,SURFACEmix PRO SL + Additives,113435,0,0,,""
251,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SURFACEmix SLW + Additives,SURFACEmix SLW + Additives,113407,0,0,,""
252,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SurfLite (SK) + Additives,SurfLite (SK) + Additives,113005,0,0,,""
253,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Thermal 40 + Additives,Thermal 40 + Additives,113061,0,0,,""
254,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Thermal 40 EXP + Additives,Thermal 40 EXP + Additives,113063,0,0,,""
255,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,THERMAmix EC + Additives,THERMAmix EC + Additives,114718,0,0,,""
256,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,THERMAmix LT + Additives,THERMAmix LT + Additives,116415,0,0,,""
258,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,ThixLite HT (AB) + Additives,ThixLite HT (AB) + Additives,113027,0,0,,""
259,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,ThixLite HT (SK) + Additives,ThixLite HT (SK) + Additives,113027,0,0,,""
260,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SURFACEmix LW PRO SL + Additives,SURFACEmix LW PRO SL + Additives,113381,0,0,,""
261,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,LDP-C-0117 + Additives,LDP-C-0117 + Additives,113317,0,0,,""
262,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SUPERLITEmix 1160 + Additives,SUPERLITEmix 1160 + Additives,114712,0,0,,""
263,"",1,0,,2018-09-28 18:10:39,1,2017-09-28 18:10:39,9999-12-31 23:59:59,0,"0:1:0 'A' + Additives","0:1:0 'A' + Additives",113050,0,0,,""
264,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Sil 1,Sil 1,,0,0,IIN023203,""
265,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,Sil 4,Sil 4,,0,0,IIN023204,""
266,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SUPERLITEmix 1160x,SUPERLITEmix 1160x,116447,0,0,,""
267,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SUPERLITEmix 1160x + Additives,SUPERLITEmix 1160x + Additives,116448,0,0,,""
268,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SUPERLITEmix 1100x,SUPERLITEmix 1100x,116445,0,0,,""
269,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,SUPERLITEmix 1100x + Additives,SUPERLITEmix 1100x + Additives,116446,0,0,,""
270,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,LDP-C-0517,LDP-C-0517 Thermal Lightweight Cement,116427,0,0,,""
271,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,LDP-C-0517 + Additives,LDP-C-0517 Thermal Lightweight Cement  + Additives,116428,0,0,,""
272,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,THERMAmix SLW,THERMAmix SLW,116429,0,0,,""
273,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,THERMAmix SLW + Additives,THERMAmix SLW + Additives,116430,0,0,,""
274,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,THERMAmix PRO,THERMAmix PRO,116431,0,0,,""
275,"",1,0,,2018-09-28 18:10:40,1,2017-09-28 18:10:40,9999-12-31 23:59:59,0,THERMAmix PRO  + Additives,THERMAmix PRO  + Additives,116432,0,0,,""
276,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,MCR-9L,MCR-9L,113125,0,0,IIN023201,""
277,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,ECOmix,ECOmix,,0,0,IIN054828,""
278,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SURFACEmix LW PRO SL (SK),SURFACEmix LW PRO SL (SK),113380,0,0,,""
279,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SURFACEmix LW PRO SL (SK) + Additives,SURFACEmix LW PRO SL (SK) + Additives,113381,0,0,,""
280,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,THERMAmix THX,THERMAmix THX,116117,0,0,,""
281,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,THERMAmix THX + Additives,THERMAmix THX + Additives,116124,0,0,,""
282,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SURFACEmix THX,SURFACEmix THX,116133,0,0,,""
283,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SURFACEmix THX + Additives,SURFACEmix THX + Additives,116134,0,0,,""
284,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Silica Flour - 325 Mesh,Silica Flour  - 325 Mesh,113295,0,0,IIN023206,""
285,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SUPERLITEmix PRO X,SUPERLITEmix PRO X,116449,0,0,,""
286,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SUPERLITEmix PRO X + Additives,SUPERLITEmix PRO X + Additives,116450,0,0,,""
287,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Visweep,Visweep,113180,0,0,,""
288,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Water Wet Max,Water Wet Max,113181,0,0,,""
289,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Invert Spacer,Invert Spacer,113190,0,0,,""
290,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Mud Flush,Mud Flush,113195,0,0,,""
291,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Indicator Dye,Indicator Dye,113197,0,0,,""
292,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Wellseal G,Wellseal G,113204,0,0,,""
293,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Wellseal,Wellseal,113205,0,0,,""
294,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,RP-20 Cement Preflush,RP-20 Cement Preflush,113217,0,0,,""
295,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,One Part Spacer,One Part Spacer,113424,0,0,,""
296,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,BORAjel,BORAjel,115005,0,0,,""
297,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,WELLBLOCK 'T',WELLBLOCK 'T',113298,0,0,,""
298,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SAPP,SAPP,113200,0,0,IIN023193,""
299,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Fresh Water,Fresh Water,,0,0,,""
300,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Base Oil,Base Oil,,0,0,IIN023193,""
301,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,AI-8,AI-8,114024,0,0,IIN023008,""
302,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Aqueous Ammonia,Aqueous Ammonia,114182,0,0,null,""
303,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,ASA-3W,ASA-3W,114042,0,0,IIN023014,""
304,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,ASM-4,ASM-4,113415,0,0,null,""
305,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,ASM-6,ASM-6,114268,0,0,IIN023132,""
306,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,B-1008,B-1008,114202,0,0,IIN023017,""
307,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,BE-1,BE-1,114200,0,0,null,""
308,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Bio-Clear 2000,Bio-Clear 2000,113449,0,0,IIN054179,""
309,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Breaker-F,Breaker-F,114291,0,0,IIN023033,""
310,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Breaker-O,Breaker-O,114295,0,0,IIN023034,""
311,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Buffer F,Buffer F,114029,0,0,null,""
312,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,BX-1LB,BX-1LB,114369,0,0,IIN023043,""
313,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,CaCO3,CaCO3,114216,0,0,null,""
314,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,CAS-1,CAS-1,114050,0,0,IIN023055,""
315,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,CDF-3L,CDF-3L,113262,0,0,IIN023085,""
316,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,CDM-10,CDM-10,113421,0,0,null,""
317,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,CFL-14,CFL-14,113141,0,0,null,""
318,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,CFL-2,CFL-2,113131,0,0,IIN023059,""
319,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,D-2,D-2,114031,0,0,IIN023082,""
320,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,D-4,D-4,116008,0,0,IIN023083,""
321,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,DA-1,DA-1,113398,0,0,IIN023118,""
322,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,DF-1,DF-1,113255,0,0,IIN023084,""
323,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,DG-1,DG-1,113399,0,0,IIN036454,""
324,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,EF-1,EF-1,114051,0,0,IIN037040,""
325,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,HSSW-1,HSSW-1,114197,0,0,IIN023106,""
