"ID","SYSTEM_ID","version","MODIFIED_USER_ID","MODIFIED_USER_NAME","MODIFIED_DATE_TIME","OPERATION_TYPE","EFFECTIVE_START_DATETIME","EFFECTIVE_END_DATETIME","ENTITY_STATUS","NAME","DESCRIPTION","PriceCode","ISFREIGHTCOSTINCLUDED","ISTHIRDPARTYPROVIDED","INVENTORYNUMBER","SbsReleasedProductId"
326,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,HTAI-4,HTAI-4,114025,0,0,null,""
327,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,HTAI-6,HTAI-6,114034,0,0,null,""
328,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,HTAI-8,HTAI-8,114035,0,0,IIN023108,""
329,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,ICA-7,ICA-7,114106,0,0,IIN023112,""
330,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,ICA-8,ICA-8,114108,0,0,IIN023113,""
331,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,ICA-8C,ICA-8C,114110,0,0,IIN023114,""
332,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,IPG-4,IPG-4,113216,0,0,IIN023117,""
333,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,ISA-1,ISA-1,114090,0,0,null,""
334,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,LCF-6,LCF-6,113249,0,0,IIN023088,""
335,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,LCG-12,LCG-12,113242,0,0,null,""
336,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,LCG-13,LCG-13,113243,0,0,null,""
337,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,LCG-8,LCG-8,113241,0,0,null,""
338,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,LCL-10,LCL-10,113252,0,0,null,""
339,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,LCL-7,LCL-7,113247,0,0,IIN023175,""
340,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,MCR-4,MCR-4,113124,0,0,IIN023079,""
341,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,MS-1,MS-1,114135,0,0,IIN023154,""
342,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,NaCl (Rock Salt),NaCl (Rock Salt),113104,0,0,IIN023188,""
343,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Napthalene Flakes,Napthalene Flakes,114215,0,0,null,""
344,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,OWDA,OWDA,114220,0,0,IIN023170,""
345,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,S-101,S-101,114070,0,0,IIN023182,""
346,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SANJET Sand,SANJET Sand,114375,0,0,IIN023205,""
347,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SCC-1L,SCC-1L,114127,0,0,IIN023194,""
348,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SCC-2L,SCC-2L,114128,0,0,IIN023195,""
349,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SI-14W,SI-14W,114273,0,0,IIN023201,""
350,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SR-1,SR-1,114284,0,0,IIN023213,""
351,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SSCI,SSCI,114196,0,0,IIN023214,""
352,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,SSL -2,SSL -2,116252,0,0,null,""
353,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,StimSol 200,StimSol 200,114234,0,0,IIN023216,""
354,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Stim-Wett Max I,Stim-Wett Max I,114237,0,0,null,""
355,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Stim-Wett Max II,Stim-Wett Max II,114238,0,0,null,""
356,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Stim-Wett Max III,Stim-Wett Max III,114239,0,0,null,""
357,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Sugar,Sugar,113266,0,0,IIN023217,""
358,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,Toluene,Toluene,114236,0,0,null,""
359,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,WG-1L,WG-1L,113203,0,0,IIN023235,""
360,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,WG-2BL,WG-2BL,113210,0,0,IIN023236,""
361,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,WG-3L,WG-3L,113206,0,0,IIN023237,""
362,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,WG-4P,WG-4P,113207,0,0,IIN023234,""
363,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,WG-6P,WG-6P,113189,0,0,IIN023132,""
364,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,WG-6ZL,WG-6ZL,114383,0,0,IIN023240,""
365,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,WWS-1L,WWS-1L,113185,0,0,IIN023183,""
366,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,WWS-2L,WWS-2L,113186,0,0,IIN023166,""
367,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,WWS-3L,WWS-3L,113187,0,0,IIN023242,""
368,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,WWS-4L,WWS-4L,113188,0,0,IIN054774,""
369,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,"12/20 Round Sand","12/20 Round Sand",113297,0,0,null,""
370,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,AI-4,AI-4,114021,0,0,IIN023005,""
371,"",1,0,,2018-09-28 18:10:41,1,2017-09-28 18:10:41,9999-12-31 23:59:59,0,AI-7,AI-7,114023,0,0,IIN023007,""
372,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix PRO ED,SURFACEmix PRO ED,113437,0,0,,""
373,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix PRO ED + Additives,SURFACEmix PRO ED + Additives,113438,0,0,,""
374,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix PRO RD,SURFACEmix PRO RD,113439,0,0,,""
375,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix PRO RD + Additives,SURFACEmix PRO RD + Additives,113440,0,0,,""
376,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix PRO GP,SURFACEmix PRO GP,113441,0,0,,""
377,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix PRO GP + Additives,SURFACEmix PRO GP + Additives,113442,0,0,,""
378,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix PRO FJ,SURFACEmix PRO FJ,113443,0,0,,""
379,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix PRO FJ + Additives,SURFACEmix PRO FJ + Additives,113444,0,0,,""
380,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix LW PRO ED,SURFACEmix LW PRO ED,113445,0,0,,""
381,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix LW PRO ED + Additives,SURFACEmix LW PRO ED + Additives,113446,0,0,,""
382,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix LW PRO GP,SURFACEmix LW PRO GP,113447,0,0,,""
383,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix LW PRO GP + Additives,SURFACEmix LW PRO GP + Additives,113448,0,0,,""
384,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix LW PRO RD,SURFACEmix LW PRO RD,113451,0,0,,""
385,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix LW PRO RD + Additives,SURFACEmix LW PRO RD + Additives,113452,0,0,,""
386,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Fresh Water + Additives,Fresh Water + Additives,,0,0,,""
387,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Base Oil + Additives,Base Oil + Additives,,0,0,,""
388,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,WELLBLOCK 'T' + Additives,WELLBLOCK 'T' + Additives,,0,0,,""
389,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,BORAjel + Additives,BORAjel + Additives,,0,0,,""
390,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,One Part Spacer + Additives,One Part Spacer + Additives,,0,0,,""
391,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,RP-20 + Additives,RP-20 + Additives,,0,0,,""
392,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Wellseal + Additives,Wellseal + Additives,,0,0,,""
393,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Wellseal G + Additives,Wellseal G + Additives,,0,0,,""
394,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Indicator Dye + Additives,Indicator Dye + Additives,,0,0,,""
395,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Mud Flush + Additives,Mud Flush + Additives,,0,0,,""
396,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Invert Spacer + Additives,Invert Spacer + Additives,,0,0,,""
397,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Water Wet Max + Additives,Water Wet Max + Additives,,0,0,,""
398,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Visweep + Additives,Visweep + Additives,,0,0,,""
399,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Sanjel Blended Acid Systems (S-BAS),Sanjel Blended Acid Systems (S-BAS),114232,0,0,,""
400,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Sanjel Blended Solvent (Bsolv),Sanjel Blended Solvent (Bsolv),114233,0,0,,""
401,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,HCL 15%,HCL Blend - 15%,114017,0,0,,""
402,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix LW PRO LLD,SURFACEmix LW PRO LLD,113453,0,0,,""
403,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SURFACEmix LW PRO LLD + Additives,SURFACEmix LW PRO LLD + Additives,113454,0,0,,""
404,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Scavenger,Scavenger,,0,0,,""
405,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SUPERLITEmix 1160 C,SUPERLITEmix 1160 C,,0,0,,""
406,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,SUPERLITEmix 1160 C + Additives,SUPERLITEmix 1160 C + Additives,116452,0,0,,""
407,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,CDM-4X,CDM-4X,,0,0,,""
408,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,PRODUCTIONmix HZ,PRODUCTIONmix HZ,116433,0,0,,""
409,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,PRODUCTIONmix HZ + Additives,PRODUCTIONmix HZ + Additives,116434,0,0,,""
410,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Ciment Fondue EC,Ciment Fondue EC,116435,0,0,,""
411,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Ciment Fondue EC + Additives,Ciment Fondue EC + Additives,116436,0,0,,""
412,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,GCA-2,GCA-2 Gas Migration Control Additive,113221,0,0,,""
413,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,LDP-C-0418,LDP-C-0418 On the Fly Spacer,113182,0,0,,""
414,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,LDP-C-0518,LDP-C-0518 Gas Migration Control Additive,113223,0,0,,""
415,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,Silica Density Control Additive,Silica Density Control Additive,113233,0,0,,""
416,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,ACW-4,ACW-4 Completion Fluid Corrosion Inhibitor,114194,0,0,,""
417,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,LDP-C-0718,LDP-C-0718 - Cement Accelerator,113308,0,0,,""
418,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,LDP-C-0618,LDP-C-0618 - Lightweight Cement,116453,0,0,,""
419,"",1,0,,2018-09-28 18:10:42,1,2017-09-28 18:10:42,9999-12-31 23:59:59,0,LDP-C-0618 + Additives,LDP-C-0618 - Lightweight Cement + Adds,116454,0,0,,""
420,"",1,0,,2018-09-28 18:10:37,1,2017-09-28 18:10:37,9999-12-31 23:59:59,0,LDP-C-0418 + Additives,LDP-C-0418 + Additives,,0,0,,""
