"ID","SYSTEM_ID","version","MODIFIED_USER_ID","MODIFIED_USER_NAME","MODIFIED_DATE_TIME","OPERATION_TYPE","EFFECTIVE_START_DATETIME","EFFECTIVE_END_DATETIME","ENTITY_STATUS","NAME","DESCRIPTION"
36,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,CFL-2,CFL-2
37,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,CFL-3,CFL-3
38,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,CFL-3L,CFL-3L
39,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,CFL-4,CFL-4
40,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,CFR,CFR
41,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,CFR-2,CFR-2
42,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,CTI-1,CTI-1
43,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,D-2,D-2
44,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,D-4,D-4
46,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,DF-3,DF-3
47,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,FA-1,FA-1
49,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,FA-2,FA-2
50,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Fiber-Block,Fiber-Block
51,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,FIBRE-P,FIBRE-P
52,"",1,29747,awang,2018-01-23 10:14:18,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,NaCl,NaCl
53,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,FMC,FMC
54,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,FRW-1,FRW-1
55,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,FWCA,FWCA
56,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,FWCA-H,FWCA-H
58,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Gel,Gel
59,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Gypsum,Gypsum
60,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Hematite,Hematite
61,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,HTAI-1,HTAI-1
62,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,HTR,HTR
63,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,ICA-1A,ICA-1A
64,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,ICA-5,ICA-5
65,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,ICA-6,ICA-6
66,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,ICA-7,ICA-7
67,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,IFTR-1,IFTR-1
68,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Indicator Dye,Indicator Dye
70,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,IPG-3,IPG-3
71,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,ISA-1,ISA-1
72,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Isopropyl Alcohol,Isopropyl Alcohol
73,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,L-10L,L-10L
74,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,LCC-1,LCC-1
75,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,LTR,LTR
76,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,LWA,LWA
77,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,MagOx,MagOx
78,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Methyl Alcohol (bulk),Methyl Alcohol (bulk)
79,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Methyl Alcohol (drum),Methyl Alcohol (drum)
80,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,MIBK,MIBK
81,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,MicroMix,MicroMix
82,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,MS-1,MS-1
83,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,MS-2,MS-2
84,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,MS-3,MS-3
86,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Napthalene Flakes,Napthalene Flakes
87,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,NT-CI,NT-CI
88,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,OILSPERSE-G,OILSPERSE-G
89,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,OWDA,OWDA
90,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,PA-1,PA-1
91,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Polyflake,Polyflake
92,"",1,15112,Awang,2017-01-16 00:00:00,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,SPC-II,SPC-II
93,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,QSR,QSR
94,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,QSR-2,QSR-2
95,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Rock Salt (NaCl),Rock Salt (NaCl)
97,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,S-101,S-101
98,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,S-103,S-103
101,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,S-300,S-300
102,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,SAPP,SAPP
103,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,SCC-1L,SCC-1L
104,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,SCC-3L,SCC-3L
105,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,"SI-12, scale inhibitor","SI-12, scale inhibitor"
106,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,"SI-14, scale inhibitor","SI-14, scale inhibitor"
107,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,SilFume,SilFume
108,"",1,15112,Awang,2017-01-16 00:00:00,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Silica Flour - 200 Mesh,Silica Flour - 200 Mesh
109,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,SMS,SMS
110,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Soda Ash,Soda Ash
111,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,"SR-1, (scale remover)","SR-1, (scale remover)"
112,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,"SR-5, (scale remover)","SR-5, (scale remover)"
113,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,StimSol 100 ,StimSol 100 
114,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Super Spheres,Super Spheres
115,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Toluene,Toluene
117,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,WELLBLOCK T,WELLBLOCK T
118,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,WELLSEAL,WELLSEAL
119,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,WG-1,WG-1
121,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,WG-1L,WG-1L
123,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,"WM-2, (wax modifier)","WM-2, (wax modifier)"
124,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,"WM-3, (wax modifier)","WM-3, (wax modifier)"
125,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,"WM-4, (wax modifier)","WM-4, (wax modifier)"
126,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,WS-30,WS-30
127,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Xylene,Xylene
129,"",1,0,,2008-03-20 15:21:11,0,2016-06-01 00:00:00,9999-12-31 00:00:00,0,IPG-4,IPG-4
130,"",1,29747,awang,2017-03-14 14:33:24,3,2016-06-01 00:00:00,9999-12-31 23:59:59,0,KCl,KCl
131,"",1,56230,JMilburn,2010-02-09 11:02:07,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,WG-3L,WG-3L
132,"",1,56230,JMilburn,2010-02-09 11:02:17,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,CR-2,CR-2
133,"",1,56230,JMilburn,2010-11-01 14:11:01,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,ICA-8,ICA-8
134,"",1,56230,JMilburn,2010-11-01 14:11:15,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,ICA-8C,ICA-8C
135,"",1,33075,JZheng,2010-12-16 10:55:50,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,ACW-3,ACW-3
136,"",1,29747,awang,2018-03-28 17:05:29,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,AI-4,AI-4
137,"",1,29747,awang,2018-03-28 17:05:36,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,AI-7,AI-7
138,"",1,29747,awang,2018-03-28 17:05:44,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,AI-8,AI-8
139,"",1,33075,JZheng,2010-12-16 10:55:50,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Breaker - O,Breaker - O
140,"",1,33075,JZheng,2010-12-16 10:55:50,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,CFL-6,CFL-6
141,"",1,33075,JZheng,2010-12-16 10:55:50,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,CFL-6L,CFL-6L
142,"",1,33075,JZheng,2010-12-16 10:55:50,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,CFL-7,CFL-7
143,"",1,33075,JZheng,2010-12-16 10:55:50,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,CFR-5,CFR-5
144,"",1,33075,JZheng,2010-12-16 10:55:50,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,DDF-2,DDF-2
145,"",1,33075,JZheng,2010-12-16 10:55:50,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,DF-2,DF-2
146,"",1,33075,JZheng,2010-12-16 10:55:50,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,DF-7011,DF-7011
147,"",1,33075,JZheng,2010-12-16 10:55:50,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,GCA-1,GCA-1
148,"",1,33075,JZheng,2010-12-16 10:55:50,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Glacial Mix,Glacial Mix
149,"",1,33075,JZheng,2010-12-16 10:55:51,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,HTAI-4,HTAI-4
150,"",1,33075,JZheng,2010-12-16 10:55:51,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,IPG-2,IPG-2
151,"",1,33075,JZheng,2010-12-16 10:55:51,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,LFR,LFR
152,"",1,33075,JZheng,2010-12-16 10:55:51,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,LWD,LWD
153,"",1,33075,JZheng,2010-12-16 10:55:51,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,ME-4,ME-4
154,"",1,33075,JZheng,2010-12-16 10:55:51,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,PS Flake,PS Flake
155,"",1,29747,awang,2018-03-28 17:05:10,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,SSCI,SSCI
156,"",1,33075,JZheng,2010-12-16 10:55:51,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,StimSol 200,StimSol 200
157,"",1,33075,JZheng,2010-12-16 10:55:51,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Stim-Wett Max I,Stim-Wett Max I
158,"",1,29747,awang,2018-03-28 17:04:46,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Stim-Wett Max II,Stim-Wett Max II
159,"",1,29747,awang,2018-03-28 17:04:54,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,Stim-Wett Max III,Stim-Wett Max III
160,"",1,33075,JZheng,2010-12-16 10:55:51,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,TAE-1,TAE-1
161,"",1,33075,JZheng,2010-12-16 10:55:51,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,TAE-3,TAE-3
162,"",1,33075,JZheng,2010-12-16 10:55:51,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,TDH,TDH
163,"",1,33075,JZheng,2010-12-16 10:55:51,3,2016-06-01 00:00:00,9999-12-31 00:00:00,0,WG-2L,WG-2L
164,"",1,154277,KMaher,2013-01-08 08:36:48,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,CDF-4P,CDF-4P
165,"",1,1000342,pdoeleman,2014-11-06 15:59:57,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,DF-1,DF-1
166,"",1,1000342,pdoeleman,2014-11-06 16:00:07,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,CDF-3L,CDF-3L
167,"",1,1000342,pdoeleman,2014-11-06 16:00:25,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,LCF-6,LCF-6
168,"",1,1000342,pdoeleman,2014-11-06 16:01:00,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,ASM-5,ASM-5
169,"",1,1000342,pdoeleman,2014-11-06 16:01:11,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,FWC-1,FWC-1
170,"",1,1000342,pdoeleman,2014-11-06 16:01:23,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,FWC-2,FWC-2
171,"",1,1000342,pdoeleman,2014-11-06 16:01:39,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,Bentonite,Bentonite
172,"",1,1000342,pdoeleman,2014-11-06 16:01:53,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,SCA-1,SCA-1
173,"",1,1000342,pdoeleman,2014-11-06 16:02:03,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,MCR-5,MCR-5
174,"",1,1000342,pdoeleman,2014-11-06 16:02:26,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,Invert Spacer,Invert Spacer
175,"",1,1000342,pdoeleman,2014-11-06 16:02:36,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,SCA-7,SCA-7
176,"",1,1000342,pdoeleman,2014-11-06 16:02:47,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,Mud Flush,Mud Flush
177,"",1,1000342,pdoeleman,2014-11-06 16:02:58,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,WWS-2L,WWS-2L
178,"",1,1000342,pdoeleman,2014-11-06 16:03:11,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,SCA-5,SCA-5
179,"",1,1000342,pdoeleman,2014-11-06 16:03:22,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,LCL-7,LCL-7
180,"",1,1000342,pdoeleman,2014-11-06 16:03:32,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,S-1,S-1
181,"",1,1000342,pdoeleman,2014-11-06 16:03:46,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,S-2,S-2
182,"",1,1000342,pdoeleman,2014-11-06 16:03:56,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,S-3,S-3
183,"",1,1000342,pdoeleman,2014-11-06 16:04:15,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,SI-12,SI-12
184,"",1,1000342,pdoeleman,2014-11-06 16:04:26,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,SI-14,SI-14
185,"",1,1000342,pdoeleman,2014-11-06 16:04:44,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,SCA-6,SCA-6
186,"",1,1000342,pdoeleman,2014-11-06 16:04:54,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,SR-1,SR-1
187,"",1,1000342,pdoeleman,2014-11-06 16:05:03,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,SR-5,SR-5
188,"",1,1000342,pdoeleman,2014-11-06 16:05:32,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,Visweep,Visweep
189,"",1,1000342,pdoeleman,2014-11-06 16:05:46,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,Wellblock 'T',Wellblock 'T'
190,"",1,1000342,pdoeleman,2014-11-06 16:05:56,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,Wellseal,Wellseal
191,"",1,1000342,pdoeleman,2014-11-06 16:06:06,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,WG-4P,WG-4P
192,"",1,1000342,pdoeleman,2014-11-06 16:06:23,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,WWS-3L,WWS-3L
193,"",1,1000342,pdoeleman,2014-11-06 16:06:34,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,LCL-11,LCL-11
194,"",1,1000342,pdoeleman,2014-11-06 16:06:45,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,SEA-1,SEA-1
195,"",1,1000342,pdoeleman,2014-11-06 16:06:55,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,SEA-3,SEA-3
196,"",1,1000342,pdoeleman,2014-11-07 08:01:04,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,HTR-2,HTR-2
197,"",1,1000342,pdoeleman,2014-11-07 08:01:15,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,HTR-3A,HTR-3A
198,"",1,1000342,pdoeleman,2014-11-07 08:01:27,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,SEA-5,SEA-5
199,"",1,1000342,pdoeleman,2014-11-07 08:01:38,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,CDM-2,CDM-2
200,"",1,1000342,pdoeleman,2014-11-07 08:01:47,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,CDM-5,CDM-5
201,"",1,1000342,pdoeleman,2014-11-07 08:01:56,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,CDM-6,CDM-6
202,"",1,1000342,pdoeleman,2014-11-07 08:02:06,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,CDM-10,CDM-10
203,"",1,1000342,pdoeleman,2014-11-07 08:02:14,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,CDM-C,CDM-C
204,"",1,1000342,pdoeleman,2014-11-07 08:02:30,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,LCC-9,LCC-9
205,"",1,1000342,pdoeleman,2014-11-07 08:03:42,3,2016-06-01 00:00:00,9999-12-31 23:59:59,0,LCG-1,LCG-1
206,"",1,1000342,pdoeleman,2014-11-07 08:03:37,3,2016-06-01 00:00:00,9999-12-31 23:59:59,0,LCG-2,LCG-2
207,"",1,1000342,pdoeleman,2014-11-07 08:03:26,3,2016-06-01 00:00:00,9999-12-31 23:59:59,0,LCG-4,LCG-4
208,"",1,1000342,pdoeleman,2014-11-07 08:03:21,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,LCG-5,LCG-5
209,"",1,1000342,pdoeleman,2014-11-07 08:03:57,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,LCG-8,LCG-8
210,"",1,1000342,pdoeleman,2014-11-07 08:04:09,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,LCG-12,LCG-12
211,"",1,1000342,pdoeleman,2014-11-07 08:04:23,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,Sugar,Sugar
212,"",1,1000342,pdoeleman,2014-11-07 08:04:33,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,Silica Flour - 325 Mesh,Silica Flour - 325 Mesh
213,"",1,1000342,pdoeleman,2014-11-07 08:04:41,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,Graphite,Graphite
215,"",1,1000342,pdoeleman,2014-11-07 08:05:03,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,RP-20,RP-20
216,"",1,1000342,pdoeleman,2014-11-07 08:05:14,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,ASM-6,ASM-6
217,"",1,1000342,pdoeleman,2014-11-07 08:05:24,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,MCR-4,MCR-4
218,"",1,1000342,pdoeleman,2014-11-07 08:05:36,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,CLA-3P,CLA-3P
219,"",1,1000342,pdoeleman,2014-11-07 08:05:46,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,FA-3,FA-3
220,"",1,1000342,pdoeleman,2014-11-07 08:06:02,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,ASA-5,ASA-5
221,"",1,1000342,pdoeleman,2014-11-07 08:06:11,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,DG-1,DG-1
222,"",1,1000342,pdoeleman,2014-11-07 08:06:18,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,DA-1,DA-1
223,"",1,1000342,pdoeleman,2014-11-07 08:06:28,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,CSS-3,CSS-3
224,"",1,1000342,pdoeleman,2014-11-07 08:06:39,1,2016-06-01 00:00:00,9999-12-31 23:59:59,0,BX-7LD,BX-7LD
