"ID","NAME","VERSION","LAST_MODIFIED_USER_ID","LAST_MODIFIED_USER_NAME","LAST_MODIFIED_DATE_TIME","LAST_OPERATION_TYPE","EFFECTIVE_START_DATE_TIME","EFFECTIVE_END_DATE_TIME"
"176","THERMAmix LT + Additives","1","0","","2018/9/28 18:10:54.5630000","1","2017/9/28 18:10:54.5630000","9999/12/31 23:59:59.9970000"
"178","ThixLite HT (AB) + Additives","1","0","","2018/9/28 18:10:54.5770000","1","2017/9/28 18:10:54.5770000","9999/12/31 23:59:59.9970000"
"179","ThixLite HT (SK) + Additives","1","0","","2018/9/28 18:10:54.5930000","1","2017/9/28 18:10:54.5930000","9999/12/31 23:59:59.9970000"
"180","SURFACEmix LW PRO SL + Additives","1","0","","2018/9/28 18:10:54.6070000","1","2017/9/28 18:10:54.6070000","9999/12/31 23:59:59.9970000"
"181","LDP-C-0117 + Additives","1","0","","2018/9/28 18:10:54.6200000","1","2017/9/28 18:10:54.6200000","9999/12/31 23:59:59.9970000"
"182","SUPERLITEmix 1160 + Additives","1","0","","2018/9/28 18:10:54.6330000","1","2017/9/28 18:10:54.6330000","9999/12/31 23:59:59.9970000"
"183","LCC-9","1","0","","2018/9/28 18:10:54.7870000","1","2017/9/28 18:10:54.7870000","9999/12/31 23:59:59.9970000"
"184","SUPERLITEmix 1160x","1","0","","2018/9/28 18:10:54.8270000","1","2017/9/28 18:10:54.8270000","9999/12/31 23:59:59.9970000"
"185","SUPERLITEmix 1160x + Additives","1","0","","2018/9/28 18:10:54.8730000","1","2017/9/28 18:10:54.8700000","9999/12/31 23:59:59.9970000"
"186","SUPERLITEmix 1100x","1","0","","2018/9/28 18:10:54.8900000","1","2017/9/28 18:10:54.8900000","9999/12/31 23:59:59.9970000"
"187","SUPERLITEmix 1100x + Additives","1","0","","2018/9/28 18:10:55.0800000","1","2017/9/28 18:10:55.0800000","9999/12/31 23:59:59.9970000"
"188","LDP-C-0517","1","0","","2018/9/28 18:10:55.0930000","1","2017/9/28 18:10:55.0930000","9999/12/31 23:59:59.9970000"
"189","LDP-C-0517 + Additives","1","0","","2018/9/28 18:10:55.1230000","1","2017/9/28 18:10:55.1200000","9999/12/31 23:59:59.9970000"
"190","THERMAmix SLW","1","0","","2018/9/28 18:10:55.1370000","1","2017/9/28 18:10:55.1370000","9999/12/31 23:59:59.9970000"
"191","THERMAmix SLW + Additives","1","0","","2018/9/28 18:10:55.1630000","1","2017/9/28 18:10:55.1630000","9999/12/31 23:59:59.9970000"
"192","THERMAmix PRO","1","0","","2018/9/28 18:10:55.1800000","1","2017/9/28 18:10:55.1800000","9999/12/31 23:59:59.9970000"
"193","THERMAmix PRO + Additives","1","0","","2018/9/28 18:10:55.2200000","1","2017/9/28 18:10:55.2200000","9999/12/31 23:59:59.9970000"
"194","SURFACEmix LW PRO SL (SK)","1","0","","2018/9/28 18:10:55.2300000","1","2017/9/28 18:10:55.2300000","9999/12/31 23:59:59.9970000"
"195","SURFACEmix LW PRO SL (SK) + Additives","1","0","","2018/9/28 18:10:55.2800000","1","2017/9/28 18:10:55.2800000","9999/12/31 23:59:59.9970000"
"196","THERMAmix THX","1","0","","2018/9/28 18:10:55.3000000","1","2017/9/28 18:10:55.3000000","9999/12/31 23:59:59.9970000"
"197","THERMAmix THX + Additives","1","0","","2018/9/28 18:10:55.3370000","1","2017/9/28 18:10:55.3370000","9999/12/31 23:59:59.9970000"
"198","SURFACEmix THX","1","0","","2018/9/28 18:10:55.3530000","1","2017/9/28 18:10:55.3530000","9999/12/31 23:59:59.9970000"
"199","SURFACEmix THX + Additives","1","0","","2018/9/28 18:10:55.4130000","1","2017/9/28 18:10:55.4100000","9999/12/31 23:59:59.9970000"
"200","SUPERLITEmix PRO X","1","0","","2018/9/28 18:10:55.4270000","1","2017/9/28 18:10:55.4270000","9999/12/31 23:59:59.9970000"
"201","SUPERLITEmix PRO X + Additives","1","0","","2018/9/28 18:10:55.4630000","1","2017/9/28 18:10:55.4630000","9999/12/31 23:59:59.9970000"
"202","SURFACEmix PRO ED","1","0","","2018/9/28 18:10:55.4770000","1","2017/9/28 18:10:55.4770000","9999/12/31 23:59:59.9970000"
"203","SURFACEmix PRO ED + Additives","1","0","","2018/9/28 18:10:55.5030000","1","2017/9/28 18:10:55.5000000","9999/12/31 23:59:59.9970000"
"204","SURFACEmix PRO RD","1","0","","2018/9/28 18:10:55.5170000","1","2017/9/28 18:10:55.5170000","9999/12/31 23:59:59.9970000"
"205","SURFACEmix PRO RD + Additives","1","0","","2018/9/28 18:10:55.5430000","1","2017/9/28 18:10:55.5430000","9999/12/31 23:59:59.9970000"
"206","SURFACEmix PRO GP","1","0","","2018/9/28 18:10:55.5570000","1","2017/9/28 18:10:55.5570000","9999/12/31 23:59:59.9970000"
"207","SURFACEmix PRO GP + Additives","1","0","","2018/9/28 18:10:55.5830000","1","2017/9/28 18:10:55.5830000","9999/12/31 23:59:59.9970000"
"208","SURFACEmix PRO FJ","1","0","","2018/9/28 18:10:55.5970000","1","2017/9/28 18:10:55.5970000","9999/12/31 23:59:59.9970000"
"209","SURFACEmix PRO FJ + Additives","1","0","","2018/9/28 18:10:55.6270000","1","2017/9/28 18:10:55.6270000","9999/12/31 23:59:59.9970000"
"210","SURFACEmix LW PRO ED","1","0","","2018/9/28 18:10:55.6400000","1","2017/9/28 18:10:55.6400000","9999/12/31 23:59:59.9970000"
"211","SURFACEmix LW PRO ED + Additives","1","0","","2018/9/28 18:10:55.6900000","1","2017/9/28 18:10:55.6900000","9999/12/31 23:59:59.9970000"
"212","SURFACEmix LW PRO GP","1","0","","2018/9/28 18:10:55.7030000","1","2017/9/28 18:10:55.7030000","9999/12/31 23:59:59.9970000"
"213","SURFACEmix LW PRO GP + Additives","1","0","","2018/9/28 18:10:55.7530000","1","2017/9/28 18:10:55.7500000","9999/12/31 23:59:59.9970000"
"214","SURFACEmix LW PRO RD","1","0","","2018/9/28 18:10:55.7670000","1","2017/9/28 18:10:55.7670000","9999/12/31 23:59:59.9970000"
"215","SURFACEmix LW PRO RD + Additives","1","0","","2018/9/28 18:10:55.8130000","1","2017/9/28 18:10:55.8130000","9999/12/31 23:59:59.9970000"
"216","Visweep","1","0","","2018/9/28 18:10:55.8270000","1","2017/9/28 18:10:55.8270000","9999/12/31 23:59:59.9970000"
"217","Water Wet Max","1","0","","2018/9/28 18:10:55.8500000","1","2017/9/28 18:10:55.8500000","9999/12/31 23:59:59.9970000"
"218","Invert Spacer","1","0","","2018/9/28 18:10:55.9000000","1","2017/9/28 18:10:55.9000000","9999/12/31 23:59:59.9970000"
"219","Mud Flush","1","0","","2018/9/28 18:10:55.9600000","1","2017/9/28 18:10:55.9600000","9999/12/31 23:59:59.9970000"
"220","Wellseal","1","0","","2018/9/28 18:10:55.9900000","1","2017/9/28 18:10:55.9900000","9999/12/31 23:59:59.9970000"
"221","RP-20","1","0","","2018/9/28 18:10:56.0130000","1","2017/9/28 18:10:56.0130000","9999/12/31 23:59:59.9970000"
"222","Fresh Water + Additives","1","0","","2018/9/28 18:10:56.0330000","1","2017/9/28 18:10:56.0330000","9999/12/31 23:59:59.9970000"
"223","Base Oil + Additives","1","0","","2018/9/28 18:10:56.0470000","1","2017/9/28 18:10:56.0470000","9999/12/31 23:59:59.9970000"
"224","WELLBLOCK 'T' + Additives","1","0","","2018/9/28 18:10:56.0600000","1","2017/9/28 18:10:56.0600000","9999/12/31 23:59:59.9970000"
"225","BORAjel + Additives","1","0","","2018/9/28 18:10:56.0770000","1","2017/9/28 18:10:56.0730000","9999/12/31 23:59:59.9970000"
"226","One Part Spacer + Additives","1","0","","2018/9/28 18:10:56.0930000","1","2017/9/28 18:10:56.0930000","9999/12/31 23:59:59.9970000"
"227","RP-20 + Additives","1","0","","2018/9/28 18:10:56.1100000","1","2017/9/28 18:10:56.1100000","9999/12/31 23:59:59.9970000"
"228","Wellseal + Additives","1","0","","2018/9/28 18:10:56.1270000","1","2017/9/28 18:10:56.1270000","9999/12/31 23:59:59.9970000"
"229","Wellseal G + Additives","1","0","","2018/9/28 18:10:56.1430000","1","2017/9/28 18:10:56.1430000","9999/12/31 23:59:59.9970000"
"230","Indicator Dye + Additives","1","0","","2018/9/28 18:10:56.1600000","1","2017/9/28 18:10:56.1600000","9999/12/31 23:59:59.9970000"
"231","Mud Flush + Additives","1","0","","2018/9/28 18:10:56.1730000","1","2017/9/28 18:10:56.1730000","9999/12/31 23:59:59.9970000"
"232","Invert Spacer + Additives","1","0","","2018/9/28 18:10:56.1900000","1","2017/9/28 18:10:56.1900000","9999/12/31 23:59:59.9970000"
"233","Water Wet Max + Additives","1","0","","2018/9/28 18:10:56.2030000","1","2017/9/28 18:10:56.2030000","9999/12/31 23:59:59.9970000"
"234","Visweep + Additives","1","0","","2018/9/28 18:10:56.2200000","1","2017/9/28 18:10:56.2200000","9999/12/31 23:59:59.9970000"
"235","HCL 15% + Additives","1","0","","2018/9/28 18:10:56.2370000","1","2017/9/28 18:10:56.2330000","9999/12/31 23:59:59.9970000"
"236","SURFACEmix LW PRO LLD","1","0","","2018/9/28 18:10:56.2530000","1","2017/9/28 18:10:56.2530000","9999/12/31 23:59:59.9970000"
"237","SURFACEmix LW PRO LLD + Additives","1","0","","2018/9/28 18:10:56.2930000","1","2017/9/28 18:10:56.2930000","9999/12/31 23:59:59.9970000"
"238","SUPERLITEmix 1160 C","1","0","","2018/9/28 18:10:56.3100000","1","2017/9/28 18:10:56.3100000","9999/12/31 23:59:59.9970000"
"239","SUPERLITEmix 1160 C + Additives","1","0","","2018/9/28 18:10:56.3600000","1","2017/9/28 18:10:56.3600000","9999/12/31 23:59:59.9970000"
"240","PRODUCTIONmix HZ","1","0","","2018/9/28 18:10:56.4400000","1","2017/9/28 18:10:56.4400000","9999/12/31 23:59:59.9970000"
"241","PRODUCTIONmix HZ + Additives","1","0","","2018/9/28 18:10:56.4900000","1","2017/9/28 18:10:56.4900000","9999/12/31 23:59:59.9970000"
"242","Ciment Fondue EC","1","0","","2018/9/28 18:10:56.5070000","1","2017/9/28 18:10:56.5030000","9999/12/31 23:59:59.9970000"
"243","Ciment Fondue EC + Additives","1","0","","2018/9/28 18:10:56.5270000","1","2017/9/28 18:10:56.5270000","9999/12/31 23:59:59.9970000"
"244","LDP-C-0618","1","0","","2018/9/28 18:10:56.5400000","1","2017/9/28 18:10:56.5400000","9999/12/31 23:59:59.9970000"
"245","LDP-C-0618 + Additives","1","0","","2018/9/28 18:10:56.5700000","1","2017/9/28 18:10:56.5670000","9999/12/31 23:59:59.9970000"
"246","LDP-C-0418 + Additives","1","0","","2018/9/28 18:10:49.0700000","1","2017/9/28 18:10:49.0670000","9999/12/31 23:59:59.9970000"
