"ID","TYPE_INDEX","TYPE_ID","DESCRIPTION","STATUS","VERSION","LAST_MODIFIED_USER_ID","LAST_MODIFIED_USER_NAME","LAST_MODIFIED_DATE_TIME","LAST_OPERATION_TYPE","EFFECTIVE_START_DATE_TIME","EFFECTIVE_END_DATE_TIME"
"1000634","187","5","1:1:0 'G' (Sask)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000635","188","5","1:1:12 'G' (Sask)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000636","189","5","1:1:2 'G' (Sask)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000637","190","5","1:1:4 'G' (Sask)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000638","191","5","1:1:6 'G' (Sask)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000639","192","5","1:1:8 'G' (Sask)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000640","193","5","2:1:0 'G' (Sask)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000641","194","5","2:1:12 'G' (Sask)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000642","195","5","2:1:2 'G'","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000643","196","5","2:1:2 'G' (Sask)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000644","197","5","2:1:4 'G'","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000645","198","5","2:1:4 'G' (Sask)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000646","199","5","2:1:6 'G'","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000647","200","5","2:1:6 'G' (Sask)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000648","201","5","2:1:8 'G'","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000649","202","5","2:1:8 'G' (Sask)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000650","203","5","ARC","A","1","15112","Awang","2017/8/29 11:22:44.0000000","0","2001/1/1 00:00:00.0000000","2017/8/28 11:22:44.0000000"
"1000651","204","5","CNRL CHOPS TH","A","1","15112","Awang","2017/8/29 11:22:44.0000000","0","2001/1/1 00:00:00.0000000","2017/8/28 11:22:44.0000000"
"1000652","205","5","Expandomix HT (SK)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000653","206","5","iGain (SK)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000654","207","5","iPrime (SK)","A","1","29747","awang","2017/5/29 11:12:19.0000000","3","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000655","208","5","LDP-C-1316","A","1","15112","Awang","2017/8/29 11:22:44.0000000","0","2001/1/1 00:00:00.0000000","2017/8/28 11:22:44.0000000"
"1000656","209","5","LITEmix 1325 (AB)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000657","210","5","LITEmix 1325 (SK)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000658","211","5","LITEmix 1400 (AB)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000659","212","5","LITEmix 1400 (SK)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000660","213","5","PRODUCTIONmix 1500 PRO","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000661","214","5","PRODUCTIONmix 1600","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000662","215","5","PRODUCTIONmix 1600 (SK)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000663","216","5","PRODUCTIONmix 1725","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000664","217","5","PRODUCTIONmix LW PRO","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000665","218","5","PRODUCTIONmix THX","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000666","219","5","Proteus GLS @ 1300","A","1","15112","Awang","2017/8/29 11:22:44.0000000","0","2001/1/1 00:00:00.0000000","2017/8/28 11:22:44.0000000"
"1000667","220","5","Proteus GLS @ 1350","A","1","15112","Awang","2017/8/29 11:22:44.0000000","0","2001/1/1 00:00:00.0000000","2017/8/28 11:22:44.0000000"
"1000668","221","5","Proteus GLS @ 1400","A","1","15112","Awang","2017/8/29 11:22:44.0000000","0","2001/1/1 00:00:00.0000000","2017/8/28 11:22:44.0000000"
"1000669","222","5","Proteus GLS @ 1400 (CDM-5)","A","1","15112","Awang","2017/8/29 11:22:44.0000000","0","2001/1/1 00:00:00.0000000","2017/8/28 11:22:44.0000000"
"1000670","223","5","Proteus LCS","A","1","15112","Awang","2017/8/29 11:23:06.0000000","0","2001/1/1 00:00:00.0000000","2017/8/28 11:23:06.0000000"
"1000671","224","5","SCC10 Thermal","A","1","15112","Awang","2017/8/29 11:22:44.0000000","0","2001/1/1 00:00:00.0000000","2017/8/28 11:22:44.0000000"
"1000672","225","5","Superlite 13 (CDM-5)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000673","226","5","SUPERLITEmix 1160","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000674","227","5","SUPERLITEmix 1160 (CDM-5)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000675","228","5","SUPERLITEmix 1200 HT","A","1","29747","awang","2017/4/7 15:10:46.0000000","3","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000676","229","5","SUPERLITEmix PRO","A","1","29747","awang","2017/4/7 15:10:56.0000000","3","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000677","230","5","SURFACEmix LW (AB)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000678","231","5","SURFACEmix LW (SK)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000679","232","5","SURFACEmix LW PRO","A","1","29747","awang","2017/4/7 15:11:09.0000000","3","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000680","233","5","SURFACEmix LW PRO (SK)","A","1","29747","awang","2017/4/7 15:11:19.0000000","3","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000681","234","5","SURFACEmix PRO","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000682","235","5","SURFACEmix PRO SL","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000683","236","5","SURFACEmix SLW","A","1","15112","Awang","2017/8/29 11:23:06.0000000","0","2001/1/1 00:00:00.0000000","2017/8/28 11:23:06.0000000"
"1000684","237","5","SurfLite (SK)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000685","238","5","THERMAmix EC","A","1","15112","Awang","2017/8/29 11:23:06.0000000","0","2001/1/1 00:00:00.0000000","2017/8/28 11:23:06.0000000"
"1000686","239","5","THERMAmix EC EXP","A","1","15112","Awang","2017/8/29 11:22:44.0000000","0","2001/1/1 00:00:00.0000000","2017/8/28 11:22:44.0000000"
"1000687","240","5","THERMAmix LT","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000688","241","5","THERMAmix SLW","A","1","29747","awang","2018/3/7 15:40:45.0000000","3","2001/1/1 00:00:00.0000000","2018/3/7 00:00:00.0000000"
"1000689","242","5","ThixLite HT (SK)","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000690","243","5","SURFACEmix LW PRO SL","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000691","244","5","LDP-C-0117","A","0","15112","Awang","2017/2/15 12:49:05.4910000","0","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000692","245","5","LDP-C-1616","A","1","15112","Awang","2017/8/29 11:22:44.0000000","0","2001/1/1 00:00:00.0000000","2017/8/28 11:22:44.0000000"
"1000718","246","5","Fresh Water","A","4","29747","awang","2017/2/15 12:49:05.4910000","3","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000719","247","5","Scavenger","A","4","15112","Awang","2017/8/29 11:22:44.0000000","1","2001/1/1 00:00:00.0000000","2017/8/28 11:22:44.0000000"
"1000720","248","5","Indicator Dye","A","3","29747","awang","2017/2/15 12:49:05.4910000","1","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000721","249","5","Mud Flush","A","3","29747","awang","2017/2/15 12:49:05.4910000","1","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000722","250","5","One Part Spacer","A","5","15112","Awang","2017/8/29 11:22:44.0000000","3","2001/1/1 00:00:00.0000000","2017/8/28 11:22:44.0000000"
"1000723","251","5","RP-20","A","3","29747","awang","2017/2/15 12:49:05.4910000","1","2001/1/1 00:00:00.0000000","9999/12/31 00:00:00.0000000"
"1000724","252","5","Water Wet Max","","1","29747","awang","2017/3/2 13:35:10.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000726","253","5","EXPANDOmix PRO LT","A","2","29747","awang","2017/5/11 15:35:19.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000727","254","5","EXPANDOmix PRO HT","A","2","29747","awang","2017/5/11 15:35:19.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000728","255","5","PRODUCTIONmix LW","A","2","29747","awang","2017/5/11 15:35:19.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000729","256","5","PRODUCTIONmix EC","A","2","29747","awang","2017/5/12 14:35:02.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000747","257","5","THERMAmix THX","","2","29747","awang","2018/3/7 16:01:23.0000000","3","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000748","258","5","SUPERLITEmix 1100X","","1","29747","awang","2017/7/26 12:12:31.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000751","259","5","EXPANDOmix PRO HT (SK)","","2","29747","awang","2018/1/16 16:10:07.0000000","3","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000752","260","5","EXPANDOmix PRO LT (SK)","","2","29747","awang","2018/1/16 16:09:43.0000000","3","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000753","261","5","LITEmix EC","","1","29747","awang","2017/8/29 11:18:54.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000754","262","5","PRODUCTIONmix EC (SK)","","2","29747","awang","2018/1/16 16:08:57.0000000","3","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000755","263","5","PRODUCTIONmix LW (SK)","","2","29747","awang","2018/1/16 16:05:19.0000000","3","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000756","264","5","SUPERLITEmix PRO HT","","1","29747","awang","2017/8/29 11:19:44.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000758","265","5","SUPERLITEmix 1160x","","1","29747","awang","2017/8/30 12:04:53.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000759","266","5","LDP-C-0517","","1","29747","awang","2017/9/6 15:37:20.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000760","267","5","THERMAmix SLW","","2","29747","awang","2018/3/7 15:40:05.0000000","3","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000761","268","5","THERMAmix PRO","","1","29747","awang","2017/9/6 15:38:22.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000780","269","5","SURFACEmix LW PRO SL (SK)","","1","29747","awang","2018/2/21 11:03:29.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000781","270","5","SURFACEmix THX","","1","29747","awang","2018/3/7 16:34:47.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
"1000782","271","5","SUPERLITEmix PRO X","","1","29747","awang","2018/3/20 15:21:24.0000000","1","1-01/1/0 00:00:00.0000000","9999/12/31 23:59:59.0000000"
