ID,SbsReleasedProductId,ServicePoint,Price,PriceUnit,UnitId
702,IIN054770,D617,0.5,1,kg
703,IIN054774,D602,6.34,1,l
704,IIN054774,D603,6.3,1,l
705,IIN054774,D604,4.84,1,l
706,IIN054774,D607,6.34,1,l
707,IIN054774,D612,4.86,1,l
708,IIN054774,D615,4.93,1,l
709,IIN054774,D616,4.98,1,l
710,IIN054775,D616,0.13,1,kg
711,IIN054776,D602,1.54,1,kg
712,IIN054776,D603,1.52,1,kg
713,IIN054776,D604,1.48,1,kg
714,IIN054776,D606,1.54,1,kg
715,IIN054776,D612,1.54,1,kg
716,IIN054776,D615,1.54,1,kg
717,IIN054776,D616,1.69,1,kg
718,IIN054776,D617,1.54,1,kg
719,IIN054777,D607,2.4,1,kg
720,IIN054779,D604,6.38,1,kg
721,IIN054779,D612,6.39,1,kg
722,IIN054783,D602,1,1,mt
723,IIN054783,D603,1,1,mt
724,IIN054783,D604,1,1,mt
725,IIN054783,D606,1,1,mt
726,IIN054783,D616,1,1,mt
727,IIN054813,D603,7.26,1,kg
728,IIN054813,D604,7.26,1,kg
729,IIN054813,D615,7.26,1,kg
730,IIN054813,D617,7.26,1,kg
731,IIN054828,D602,1,1,mt
732,IIN054828,D603,1,1,mt
733,IIN054828,D604,1,1,mt
734,IIN054828,D612,1,1,mt
735,IIN054834,D604,6.34,1,kg
