"ID","NAME","DESCRIPTION","PRODUCT_ID","PRODUCT_NAME","BLEND_RECIPE_ID","BLEND_RECIPE_NAME","IS_BASE_BLEND_ELIGIBLE","BLEND_FLUID_TYPE_ID","BLEND_FLUID_TYPE_NAME","IS_ADDITIVE_ELIGIBLE","ADDITIVE_TYPE_ID","ADDITIVE_TYPE_NAME","SPECIFIC_GRAVITY","MIX_WATER","YIELD","DENSITY","IS_THIXOTROPIC","BAGSIZE","AERCODE","VERSION","LAST_MODIFIED_USER_ID","LAST_MODIFIED_USER_NAME","LAST_MODIFIED_DATE_TIME","LAST_OPERATION_TYPE","EFFECTIVE_START_DATE_TIME","EFFECTIVE_END_DATE_TIME","BLEND_PRI_CAT_ID","BLEND_PRI_CAT_NAME"
"132","PRODUCTIONmix 1600 (SK)","","138","PRODUCTIONmix 1600 (SK)","57","PRODUCTIONmix 1600 (SK)","1","215","PRODUCTIONmix 1600 (SK)","0","","","2.75639394","","1.062011925","1600","0","","42","1","0","","2018/9/28 18:10:44.8170000","1","2017/9/28 18:10:44.8170000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"133","PRODUCTIONmix 1725","","139","PRODUCTIONmix 1725","58","PRODUCTIONmix 1725","1","216","PRODUCTIONmix 1725","0","","","3.14175871","","0.940285432","1725","0","","31","1","0","","2018/9/28 18:10:44.8670000","1","2017/9/28 18:10:44.8630000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"134","PRODUCTIONmix EC","","140","PRODUCTIONmix EC","59","PRODUCTIONmix EC","1","256","PRODUCTIONmix EC","0","","","2.617594962","","0.965578008","1640","0","","3","1","0","","2018/9/28 18:10:44.8730000","1","2017/9/28 18:10:44.8730000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"135","PRODUCTIONmix EC (Sask)","","141","PRODUCTIONmix EC (Sask)","60","PRODUCTIONmix EC (Sask)","1","262","PRODUCTIONmix EC (Sask)","0","","","2.824631239","","1.009330447","1640","0","","3","1","0","","2018/9/28 18:10:44.8870000","1","2017/9/28 18:10:44.8870000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"136","PRODUCTIONmix LW","","142","PRODUCTIONmix LW","61","PRODUCTIONmix LW","1","255","PRODUCTIONmix LW","0","","","2.705470059","","1.260756927","1500","1","","31","1","0","","2018/9/28 18:10:44.9000000","1","2017/9/28 18:10:44.9000000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"137","PRODUCTIONmix LW (Sask)","","143","PRODUCTIONmix LW (Sask)","62","PRODUCTIONmix LW (Sask)","1","263","PRODUCTIONmix LW (Sask)","0","","","2.870361898","","1.30322375","1500","1","","31","1","0","","2018/9/28 18:10:44.9100000","1","2017/9/28 18:10:44.9100000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"138","PRODUCTIONmix THX ","","144","PRODUCTIONmix THX ","63","PRODUCTIONmix THX ","1","218","PRODUCTIONmix THX","0","","","2.675022907","","1.138493501","1550","1","","4","1","0","","2018/9/28 18:10:44.9170000","1","2017/9/28 18:10:44.9170000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"139","Proteus Core","","145","Proteus Core","64","Proteus Core","1","111","Proteus Core","0","","","2.844544607","","0.92635697","1700","1","","31","1","0","","2018/9/28 18:10:44.9330000","1","2017/9/28 18:10:44.9330000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"140","Proteus LCS","","146","Proteus LCS","65","Proteus LCS","1","141","Proteus LCS","0","","","2.843300886","","0.864394805","1750","0","","30","1","0","","2018/9/28 18:10:45.0100000","1","2017/9/28 18:10:45.0100000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"141","Proteus Pro","","147","Proteus Pro","66","Proteus Pro","1","110","Proteus Pro","0","","","2.84466308","","0.894433821","1725","0","","30","1","0","","2018/9/28 18:10:45.0200000","1","2017/9/28 18:10:45.0200000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"142","RAS II","","148","RAS II","67","RAS II","1","48","RAS II","0","","","2.857237562","","0.878394055","1740","0","","30","1","0","","2018/9/28 18:10:45.0300000","1","2017/9/28 18:10:45.0300000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"143","SURFACEmix LW PRO + Additives","","173","SURFACEmix LW PRO + Additives","92","SURFACEmix LW PRO + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.4630000","1","2017/9/28 18:10:45.4630000","9999/12/31 23:59:59.9970000","",""
"144","SanSeal HT","","150","SanSeal HT","69","SanSeal HT","1","114","SanSeal HT","0","","","2.865130204","","1.301951445","1500","1","","30","1","0","","2018/9/28 18:10:45.0400000","1","2017/9/28 18:10:45.0400000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"145","SSi","","151","SSi","70","SSi","1","62","SSi","0","","","2.916","","0.876085963","1750","1","","31","1","0","","2018/9/28 18:10:45.0470000","1","2017/9/28 18:10:45.0470000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"146","Superlite 13","","152","Superlite 13","71","Superlite 13","1","42","Superlite 13","0","","","1.794817662","","1.476134464","1300","1","","42","1","0","","2018/9/28 18:10:45.0900000","1","2017/9/28 18:10:45.0900000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"147","Superlite 13 (CDM-5)","","153","Superlite 13 (CDM-5)","72","Superlite 13 (CDM-5)","1","225","Superlite 13 (CDM-5)","0","","","1.798347675","","1.479779997","1300","1","","01","1","0","","2018/9/28 18:10:45.0970000","1","2017/9/28 18:10:45.0970000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"148","SUPERLITEmix PRO HT ","","154","SUPERLITEmix PRO HT ","73","SUPERLITEmix PRO HT ","1","264","SUPERLITEmix PRO HT","0","","","1.480340131","","1.622397857","1200","0","","42","1","0","","2018/9/28 18:10:45.1100000","1","2017/9/28 18:10:45.1100000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"149","SUPERLITEmix PRO ","","155","SUPERLITEmix PRO ","74","SUPERLITEmix PRO ","1","229","SUPERLITEmix PRO","0","","","1.424163586","","1.701905558","1175","0","","42","1","0","","2018/9/28 18:10:45.1230000","1","2017/9/28 18:10:45.1230000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"150","SURFACEmix LW (SK) ","","156","SURFACEmix LW (SK) ","75","SURFACEmix LW (SK) ","1","231","SURFACEmix LW (SK)","0","","","2.764875132","","1.063866689","1600","0","","42","1","0","","2018/9/28 18:10:45.1430000","1","2017/9/28 18:10:45.1430000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"151","SURFACEmix LW PRO","","157","SURFACEmix LW PRO ","76","SURFACEmix LW PRO","1","232","SURFACEmix LW PRO","0","","","2.705470059","","1.146142661","1550","1","","31","1","0","","2018/9/28 18:10:45.1830000","1","2017/9/28 18:10:45.1830000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"152","SURFACEmix LW PRO (SK) ","","158","SURFACEmix LW PRO (SK) ","77","SURFACEmix LW PRO (SK) ","1","233","SURFACEmix LW PRO (SK)","0","","","2.870361898","","1.184748864","1550","1","","31","1","0","","2018/9/28 18:10:45.2270000","1","2017/9/28 18:10:45.2270000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"153","SURFACEmix PRO","","159","SURFACEmix PRO","78","SURFACEmix PRO","1","234","SURFACEmix PRO","0","","","3.190558294","","0.980821757","1700","1","","31","1","0","","2018/9/28 18:10:45.2630000","1","2017/9/28 18:10:45.2630000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"154","SURFACEmix PRO SL","","160","SURFACEmix PRO SL","79","SURFACEmix PRO SL","1","235","SURFACEmix PRO SL","0","","","2.949306865","","0.944196118","1700","1","","31","1","0","","2018/9/28 18:10:45.2700000","1","2017/9/28 18:10:45.2700000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"155","SURFACEmix SLW","","161","SURFACEmix SLW","80","SURFACEmix SLW","1","142","SURFACEmix SLW","0","","","1.403416211","","1.437265038","1200","1","","31","1","0","","2018/9/28 18:10:45.2800000","1","2017/9/28 18:10:45.2800000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"156","SurfLite (SK) ","","162","SurfLite (SK) ","81","SurfLite (SK) ","1","237","SurfLite (SK)","0","","","2.889268568","","0.895741975","1730","0","","03","1","0","","2018/9/28 18:10:45.2900000","1","2017/9/28 18:10:45.2900000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"157","Thermal 40","","163","Thermal 40","82","Thermal 40","1","26","Thermal 40","0","","","3.005619468","","0.75399987","1885","1","","04","1","0","","2018/9/28 18:10:45.3130000","1","2017/9/28 18:10:45.3130000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"158","Thermal 40 EXP","","164","Thermal 40 EXP","83","Thermal 40 EXP","1","28","Thermal 40 EXP","0","","","2.996760787","","0.812568738","1820","1","","04","1","0","","2018/9/28 18:10:45.3230000","1","2017/9/28 18:10:45.3200000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"159","THERMAmix EC","","165","THERMAmix EC","84","THERMAmix EC","1","143","THERMAmix EC","0","","","2.654313541","","0.831006343","1750","1","","30","1","0","","2018/9/28 18:10:45.3300000","1","2017/9/28 18:10:45.3300000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"160","THERMAmix LT","","166","THERMAmix LT","85","THERMAmix LT","1","240","THERMAmix LT","0","","","2.881188428","","0.777286904","1840","1","","30","1","0","","2018/9/28 18:10:45.3400000","1","2017/9/28 18:10:45.3370000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"162","ThixLite HT (AB) ","","168","ThixLite HT (AB) ","87","ThixLite HT (AB) ","1","21","ThixLite HT (AB)","0","","","2.661793937","","1.248627036","1500","0","","30","1","0","","2018/9/28 18:10:45.3470000","1","2017/9/28 18:10:45.3470000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"163","ThixLite HT (SK) ","","169","ThixLite HT (SK) ","88","ThixLite HT (SK) ","1","242","ThixLite HT (SK)","0","","","2.807582723","","1.28764343","1500","0","","36","1","0","","2018/9/28 18:10:45.3570000","1","2017/9/28 18:10:45.3570000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"164","SURFACEmix LW PRO SL","","170","SURFACEmix LW PRO SL","89","SURFACEmix LW PRO SL","1","243","SURFACEmix LW PRO SL","0","","","2.631578947","","1.127","1550","1","","3","1","0","","2018/9/28 18:10:45.3670000","1","2017/9/28 18:10:45.3670000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"165","LDP-C-0117","","171","LDP-C-0117","90","LDP-C-0117","1","244","LDP-C-0117","0","","","1.383125864","","1.384","1200","0","","TBD","1","0","","2018/9/28 18:10:45.3800000","1","2017/9/28 18:10:45.3800000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"166","SUPERLITEmix 1160","","172","SUPERLITEmix 1160","91","SUPERLITEmix 1160","1","226","SUPERLITEmix 1160","0","","","1.522020857","","2.143617377","1160","1","","42","1","0","","2018/9/28 18:10:45.4530000","1","2017/9/28 18:10:45.4530000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"167","0:1:0 'A' + Additives","","263","0:1:0 'A' + Additives","93","0:1:0 'A' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.4800000","1","2017/9/28 18:10:45.4800000","9999/12/31 23:59:59.9970000","",""
"168","0:1:0 'C' + Additives","","174","0:1:0 'C' + Additives","94","0:1:0 'C' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.4930000","1","2017/9/28 18:10:45.4930000","9999/12/31 23:59:59.9970000","",""
"169","0:1:0 'G' + Additives","","175","0:1:0 'G' + Additives","95","0:1:0 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.5000000","1","2017/9/28 18:10:45.5000000","9999/12/31 23:59:59.9970000","",""
"170","0:1:12 'G' + Additives","","176","0:1:12 'G' + Additives","96","0:1:12 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.5100000","1","2017/9/28 18:10:45.5100000","9999/12/31 23:59:59.9970000","",""
"171","0:1:2 'G' + Additives","","177","0:1:2 'G' + Additives","97","0:1:2 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.5230000","1","2017/9/28 18:10:45.5230000","9999/12/31 23:59:59.9970000","",""
"172","0:1:4 'G' + Additives","","178","0:1:4 'G' + Additives","98","0:1:4 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.5330000","1","2017/9/28 18:10:45.5330000","9999/12/31 23:59:59.9970000","",""
"173","0:1:6 'G' + Additives","","179","0:1:6 'G' + Additives","99","0:1:6 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.5400000","1","2017/9/28 18:10:45.5400000","9999/12/31 23:59:59.9970000","",""
"174","0:1:8 'G' + Additives","","180","0:1:8 'G' + Additives","100","0:1:8 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.5500000","1","2017/9/28 18:10:45.5500000","9999/12/31 23:59:59.9970000","",""
"175","1:1:0 'G' + Additives","","181","1:1:0 'G' + Additives","101","1:1:0 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.5600000","1","2017/9/28 18:10:45.5570000","9999/12/31 23:59:59.9970000","",""
"176","1:1:12 'G' + Additives","","182","1:1:12 'G' + Additives","102","1:1:12 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.5670000","1","2017/9/28 18:10:45.5670000","9999/12/31 23:59:59.9970000","",""
"177","1:1:2 'G' + Additives","","183","1:1:2 'G' + Additives","103","1:1:2 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.5770000","1","2017/9/28 18:10:45.5770000","9999/12/31 23:59:59.9970000","",""
"178","1:1:4 'G' + Additives","","184","1:1:4 'G' + Additives","104","1:1:4 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.5870000","1","2017/9/28 18:10:45.5870000","9999/12/31 23:59:59.9970000","",""
"179","1:1:6 'G' + Additives","","185","1:1:6 'G' + Additives","105","1:1:6 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.5930000","1","2017/9/28 18:10:45.5930000","9999/12/31 23:59:59.9970000","",""
"180","1:1:8 'G' + Additives","","186","1:1:8 'G' + Additives","106","1:1:8 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.6030000","1","2017/9/28 18:10:45.6030000","9999/12/31 23:59:59.9970000","",""
"181","2:1:0 'G' + Additives","","187","2:1:0 'G' + Additives","107","2:1:0 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.6130000","1","2017/9/28 18:10:45.6130000","9999/12/31 23:59:59.9970000","",""
"182","2:1:12 'G' + Additives","","188","2:1:12 'G' + Additives","108","2:1:12 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.6200000","1","2017/9/28 18:10:45.6200000","9999/12/31 23:59:59.9970000","",""
"183","2:1:2 'G' + Additives","","189","2:1:2 'G' + Additives","109","2:1:2 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.6300000","1","2017/9/28 18:10:45.6300000","9999/12/31 23:59:59.9970000","",""
"184","2:1:4 'G' + Additives","","190","2:1:4 'G' + Additives","110","2:1:4 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.6430000","1","2017/9/28 18:10:45.6400000","9999/12/31 23:59:59.9970000","",""
"185","2:1:6 'G' + Additives","","191","2:1:6 'G' + Additives","111","2:1:6 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.6500000","1","2017/9/28 18:10:45.6500000","9999/12/31 23:59:59.9970000","",""
"186","2:1:8 'G' + Additives","","192","2:1:8 'G' + Additives","112","2:1:8 'G' + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.6700000","1","2017/9/28 18:10:45.6700000","9999/12/31 23:59:59.9970000","",""
"187","1:1:0 'G' (Sask) + Additives","","193","1:1:0 'G' (Sask) + Additives","113","1:1:0 'G' (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.6870000","1","2017/9/28 18:10:45.6870000","9999/12/31 23:59:59.9970000","",""
"189","1:1:12 'G' (Sask) + Additives","","194","1:1:12 'G' (Sask) + Additives","114","1:1:12 'G' (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.7330000","1","2017/9/28 18:10:45.7330000","9999/12/31 23:59:59.9970000","",""
"190","1:1:2 'G' (Sask) + Additives","","195","1:1:2 'G' (Sask) + Additives","115","1:1:2 'G' (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.7630000","1","2017/9/28 18:10:45.7630000","9999/12/31 23:59:59.9970000","",""
"191","1:1:4 'G' (Sask) + Additives","","196","1:1:4 'G' (Sask) + Additives","116","1:1:4 'G' (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.8000000","1","2017/9/28 18:10:45.8000000","9999/12/31 23:59:59.9970000","",""
"192","1:1:6 'G' (Sask) + Additives","","197","1:1:6 'G' (Sask) + Additives","117","1:1:6 'G' (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.8400000","1","2017/9/28 18:10:45.8400000","9999/12/31 23:59:59.9970000","",""
"193","1:1:8 'G' (Sask) + Additives","","198","1:1:8 'G' (Sask) + Additives","118","1:1:8 'G' (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.8500000","1","2017/9/28 18:10:45.8500000","9999/12/31 23:59:59.9970000","",""
"194","2:1:0 'G' (Sask) + Additives","","199","2:1:0 'G' (Sask) + Additives","119","2:1:0 'G' (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.8600000","1","2017/9/28 18:10:45.8600000","9999/12/31 23:59:59.9970000","",""
"195","2:1:12 'G' (Sask) + Additives","","200","2:1:12 'G' (Sask) + Additives","120","2:1:12 'G' (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.8670000","1","2017/9/28 18:10:45.8670000","9999/12/31 23:59:59.9970000","",""
"196","2:1:2 'G' (Sask) + Additives","","201","2:1:2 'G' (Sask) + Additives","121","2:1:2 'G' (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:45.8770000","1","2017/9/28 18:10:45.8770000","9999/12/31 23:59:59.9970000","",""
"197","2:1:4 'G' (Sask) + Additives","","202","2:1:4 'G' (Sask) + Additives","122","2:1:4 'G' (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.1430000","1","2017/9/28 18:10:46.1400000","9999/12/31 23:59:59.9970000","",""
"198","2:1:6 'G' (Sask) + Additives","","203","2:1:6 'G' (Sask) + Additives","123","2:1:6 'G' (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.1500000","1","2017/9/28 18:10:46.1500000","9999/12/31 23:59:59.9970000","",""
"199","2:1:8 'G' (Sask) + Additives","","204","2:1:8 'G' (Sask) + Additives","124","2:1:8 'G' (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.1600000","1","2017/9/28 18:10:46.1600000","9999/12/31 23:59:59.9970000","",""
"200","Expandomix + Additives","","205","Expandomix + Additives","125","Expandomix + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.1670000","1","2017/9/28 18:10:46.1670000","9999/12/31 23:59:59.9970000","",""
"201","EXPANDOmix PRO HT + Additives","","206","EXPANDOmix PRO HT + Additives","126","EXPANDOmix PRO HT + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.1830000","1","2017/9/28 18:10:46.1830000","9999/12/31 23:59:59.9970000","",""
"202","EXPANDOmix PRO LT + Additives","","207","EXPANDOmix PRO LT + Additives","127","EXPANDOmix PRO LT + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.2100000","1","2017/9/28 18:10:46.2100000","9999/12/31 23:59:59.9970000","",""
"203","Expandomix HT + Additives","","208","Expandomix HT + Additives","128","Expandomix HT + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.2400000","1","2017/9/28 18:10:46.2400000","9999/12/31 23:59:59.9970000","",""
"204","Expandomix LWL + Additives","","209","Expandomix LWL + Additives","129","Expandomix LWL + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.2700000","1","2017/9/28 18:10:46.2700000","9999/12/31 23:59:59.9970000","",""
"205","EXPANDOmix PRO HT (Sask) + Additives","","210","EXPANDOmix PRO HT (Sask) + Additives","130","EXPANDOmix PRO HT (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.2830000","1","2017/9/28 18:10:46.2830000","9999/12/31 23:59:59.9970000","",""
"206","EXPANDOmix PRO LT (Sask) + Additives","","211","EXPANDOmix PRO LT (Sask) + Additives","131","EXPANDOmix PRO LT (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.3000000","1","2017/9/28 18:10:46.3000000","9999/12/31 23:59:59.9970000","",""
"207","Expandomix HT (SK) + Additives","","212","Expandomix HT (SK) + Additives","132","Expandomix HT (SK) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.3100000","1","2017/9/28 18:10:46.3100000","9999/12/31 23:59:59.9970000","",""
"208","Glacial Mix + Additives","","213","Glacial Mix + Additives","133","Glacial Mix + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.3200000","1","2017/9/28 18:10:46.3200000","9999/12/31 23:59:59.9970000","",""
"209","iBond + Additives","","214","iBond + Additives","134","iBond + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.4000000","1","2017/9/28 18:10:46.4000000","9999/12/31 23:59:59.9970000","",""
"210","ASC IV + Additives","","215","ASC IV + Additives","135","ASC IV + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.4400000","1","2017/9/28 18:10:46.4400000","9999/12/31 23:59:59.9970000","",""
"211","iGain (SK) + Additives","","216","iGain (SK) + Additives","136","iGain (SK) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.4530000","1","2017/9/28 18:10:46.4530000","9999/12/31 23:59:59.9970000","",""
"212","iGain(AB) + Additives","","217","iGain (AB) + Additives","137","iGain (AB) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.4630000","1","2017/9/28 18:10:46.4630000","9999/12/31 23:59:59.9970000","",""
"213","iPrime (AB) + Additives","","218","iPrime (AB) + Additives","138","iPrime (AB) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.4730000","1","2017/9/28 18:10:46.4730000","9999/12/31 23:59:59.9970000","",""
"215","iPrime (SK) + Additives","","219","iPrime (SK) + Additives","139","iPrime (SK) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.4830000","1","2017/9/28 18:10:46.4830000","9999/12/31 23:59:59.9970000","",""
"216","LCS 1600 + Additives","","220","LCS 1600 + Additives","140","LCS 1600 + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.4930000","1","2017/9/28 18:10:46.4930000","9999/12/31 23:59:59.9970000","",""
"217","LCS 1820 + Additives","","221","LCS 1820 + Additives","141","LCS 1820 + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.5070000","1","2017/9/28 18:10:46.5070000","9999/12/31 23:59:59.9970000","",""
"218","LITEmix 1325 (AB) + Additives","","222","LITEmix 1325 (AB) + Additives","142","LITEmix 1325 (AB) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.5170000","1","2017/9/28 18:10:46.5170000","9999/12/31 23:59:59.9970000","",""
"219","LITEmix 1325 (SK) + Additives","","223","LITEmix 1325 (SK) + Additives","143","LITEmix 1325 (SK) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.5270000","1","2017/9/28 18:10:46.5270000","9999/12/31 23:59:59.9970000","",""
"220","LITEmix 1400 (AB) + Additives","","224","LITEmix 1400 (AB) + Additives","144","LITEmix 1400 (AB) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.5370000","1","2017/9/28 18:10:46.5370000","9999/12/31 23:59:59.9970000","",""
"221","LITEmix 1400 (SK) + Additives","","225","LITEmix 1400 (SK) + Additives","145","LITEmix 1400 (SK) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.5430000","1","2017/9/28 18:10:46.5430000","9999/12/31 23:59:59.9970000","",""
"222","LITEmix EC + Additives","","226","LITEmix EC + Additives","146","LITEmix EC + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.5530000","1","2017/9/28 18:10:46.5530000","9999/12/31 23:59:59.9970000","",""
"223","PRODUCTIONmix 1500 PRO + Additives","","227","PRODUCTIONmix 1500 PRO + Additives","147","PRODUCTIONmix 1500 PRO + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.5630000","1","2017/9/28 18:10:46.5630000","9999/12/31 23:59:59.9970000","",""
"224","PRODUCTIONmix 1600 + Additives","","228","PRODUCTIONmix 1600 + Additives","148","PRODUCTIONmix 1600 + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.6030000","1","2017/9/28 18:10:46.6030000","9999/12/31 23:59:59.9970000","",""
"225","PRODUCTIONmix 1600 (SK) + Additives","","229","PRODUCTIONmix 1600 (SK) + Additives","149","PRODUCTIONmix 1600 (SK) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.6130000","1","2017/9/28 18:10:46.6130000","9999/12/31 23:59:59.9970000","",""
"226","PRODUCTIONmix 1725 + Additives","","230","PRODUCTIONmix 1725 + Additives","150","PRODUCTIONmix 1725 + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.6300000","1","2017/9/28 18:10:46.6300000","9999/12/31 23:59:59.9970000","",""
"227","Proteus Pro + Additives","","231","Proteus Pro + Additives","158","Proteus Pro + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.6400000","1","2017/9/28 18:10:46.6400000","9999/12/31 23:59:59.9970000","",""
"228","PRODUCTIONmix EC + Additives","","232","PRODUCTIONmix LW + Additives","151","PRODUCTIONmix EC + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.6500000","1","2017/9/28 18:10:46.6500000","9999/12/31 23:59:59.9970000","",""
"229","PRODUCTIONmix EC (Sask) + Additives","","233","PRODUCTIONmix EC (Sask) + Additives","152","PRODUCTIONmix EC (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.6600000","1","2017/9/28 18:10:46.6600000","9999/12/31 23:59:59.9970000","",""
"230","PRODUCTIONmix LW + Additives","","234","PRODUCTIONmix LW + Additives","153","PRODUCTIONmix LW + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.6670000","1","2017/9/28 18:10:46.6670000","9999/12/31 23:59:59.9970000","",""
"231","PRODUCTIONmix LW (Sask) + Additives","","235","PRODUCTIONmix LW (Sask) + Additives","154","PRODUCTIONmix LW (Sask) + Additives","0","","","0","","","","","","","0","","","1","0","","2018/9/28 18:10:46.6770000","1","2017/9/28 18:10:46.6770000","9999/12/31 23:59:59.9970000","",""
