"ID","NAME","DESCRIPTION","PRODUCT_ID","PRODUCT_NAME","BLEND_RECIPE_ID","BLEND_RECIPE_NAME","IS_BASE_BLEND_ELIGIBLE","BLEND_FLUID_TYPE_ID","BLEND_FLUID_TYPE_NAME","IS_ADDITIVE_ELIGIBLE","ADDITIVE_TYPE_ID","ADDITIVE_TYPE_NAME","SPECIFIC_GRAVITY","MIX_WATER","YIELD","DENSITY","IS_THIXOTROPIC","BAGSIZE","AERCODE","VERSION","LAST_MODIFIED_USER_ID","LAST_MODIFIED_USER_NAME","LAST_MODIFIED_DATE_TIME","LAST_OPERATION_TYPE","EFFECTIVE_START_DATE_TIME","EFFECTIVE_END_DATE_TIME","BLEND_PRI_CAT_ID","BLEND_PRI_CAT_NAME"
"25","CFL-8","","26","CFL-8","","","0","","","1","231","CFL-8","1.504","","","","0","","","1","0","","2018/9/28 18:10:42.9070000","1","2017/9/28 18:10:42.9070000","9999/12/31 23:59:59.9970000","",""
"26","CFR","","27","CFR","","","0","","","1","40","CFR","1.377","","","","0","","","1","0","","2018/9/28 18:10:42.9170000","1","2017/9/28 18:10:42.9130000","9999/12/31 23:59:59.9970000","",""
"27","CFR-2","","28","CFR-2","","","0","","","1","41","CFR-2","1.38","","","","0","","","1","0","","2018/9/28 18:10:42.9670000","1","2017/9/28 18:10:42.9670000","9999/12/31 23:59:59.9970000","",""
"28","CFR-5","","29","CFR-5","","","0","","","1","143","CFR-5","1.015","","","","0","","","1","0","","2018/9/28 18:10:42.9770000","1","2017/9/28 18:10:42.9770000","9999/12/31 23:59:59.9970000","",""
"29","Ciment Fondue","","30","Ciment Fondue","","","1","150","Ciment Fondue","1","","","3.22","","","","0","","","1","0","","2018/9/28 18:10:42.9830000","1","2017/9/28 18:10:42.9830000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"30","Densified Fume","","34","Densified Fume","","","0","","","1","","","2.5","","","","0","","","1","0","","2018/9/28 18:10:43.0330000","1","2017/9/28 18:10:43.0330000","9999/12/31 23:59:59.9970000","",""
"31","EA-1","","35","EA-1","","","0","","","1","251","EA-1","3.75","","","","0","","","1","0","","2018/9/28 18:10:43.0470000","1","2017/9/28 18:10:43.0470000","9999/12/31 23:59:59.9970000","",""
"32","EA-3","","36","EA-3","","","0","","","1","252","EA-3","3.054","","","","0","","","1","0","","2018/9/28 18:10:43.0730000","1","2017/9/28 18:10:43.0730000","9999/12/31 23:59:59.9970000","",""
"33","FA-1","","37","FA-1","","","0","","","1","47","FA-1","1.06","","","","0","","","1","0","","2018/9/28 18:10:43.1600000","1","2017/9/28 18:10:43.1600000","9999/12/31 23:59:59.9970000","",""
"34","FA-3","","38","FA-3","","","0","","","1","219","FA-3","1.06","","","","0","","","1","0","","2018/9/28 18:10:43.2530000","1","2017/9/28 18:10:43.2530000","9999/12/31 23:59:59.9970000","",""
"35","Flyash","","39","Flyash","","","0","","","1","","","2.1","","","","0","","","1","0","","2018/9/28 18:10:43.2830000","1","2017/9/28 18:10:43.2830000","9999/12/31 23:59:59.9970000","",""
"36","Flyash (Sask)","","40","Flyash (Sask)","","","0","","","1","","","2.44","","","","0","","","1","0","","2018/9/28 18:10:43.2930000","1","2017/9/28 18:10:43.2930000","9999/12/31 23:59:59.9970000","",""
"37","FS-1","","41","FS-1","","","0","","","1","232","FS-1","1.073","","","","0","","","1","0","","2018/9/28 18:10:43.3530000","1","2017/9/28 18:10:43.3530000","9999/12/31 23:59:59.9970000","",""
"38","FWC-2","","42","FWC-2","","","0","","","1","170","FWC-2","2.353","","","","0","","","1","0","","2018/9/28 18:10:43.3630000","1","2017/9/28 18:10:43.3600000","9999/12/31 23:59:59.9970000","",""
"39","GCA-1","","43","GCA-1","","","0","","","1","147","GCA-1","2.151","","","","0","","","1","0","","2018/9/28 18:10:43.3700000","1","2017/9/28 18:10:43.3700000","9999/12/31 23:59:59.9970000","",""
"40","Graphite","","44","Graphite","","","0","","","1","213","Graphite","2.5271","","","","0","","","1","0","","2018/9/28 18:10:43.3800000","1","2017/9/28 18:10:43.3800000","9999/12/31 23:59:59.9970000","",""
"41","GSS-1","","45","GSS-1","","","0","","","1","250","GSS-1","2.542","","","","0","","","1","0","","2018/9/28 18:10:43.4270000","1","2017/9/28 18:10:43.4270000","9999/12/31 23:59:59.9970000","",""
"42","Hematite","","46","Hematite","","","0","","","1","60","Hematite","5.02","","","","0","","","1","0","","2018/9/28 18:10:43.4370000","1","2017/9/28 18:10:43.4370000","9999/12/31 23:59:59.9970000","",""
"43","HTR","","47","HTR","","","0","","","1","62","HTR","1.26","","","","0","","","1","0","","2018/9/28 18:10:43.4430000","1","2017/9/28 18:10:43.4430000","9999/12/31 23:59:59.9970000","",""
"44","HTR-2","","48","HTR-2","","","0","","","1","196","HTR-2","2.2968","","","","0","","","1","0","","2018/9/28 18:10:43.4570000","1","2017/9/28 18:10:43.4530000","9999/12/31 23:59:59.9970000","",""
"45","HTR-3","","49","HTR-3","","","0","","","1","233","HTR-3","1.42","","","","0","","","1","0","","2018/9/28 18:10:43.4630000","1","2017/9/28 18:10:43.4630000","9999/12/31 23:59:59.9970000","",""
"46","HTR-3A","","50","HTR-3A","","","0","","","1","197","HTR-3A","1.7673","","","","0","","","1","0","","2018/9/28 18:10:43.4700000","1","2017/9/28 18:10:43.4700000","9999/12/31 23:59:59.9970000","",""
"47","KCl","","52","KCl","","","0","","","1","130","KCl","2.77","","","","0","","","1","0","","2018/9/28 18:10:43.4800000","1","2017/9/28 18:10:43.4770000","9999/12/31 23:59:59.9970000","",""
"48","LCC-1","","53","LCC-1","","","0","","","1","74","LCC-1","1.9015","","","","0","","","1","0","","2018/9/28 18:10:43.4870000","1","2017/9/28 18:10:43.4870000","9999/12/31 23:59:59.9970000","",""
"49","LCC-9","","54","LCC-9","183","LCC-9","0","","","1","204","LCC-9","2.49","","","","0","","","1","0","","2018/9/28 18:10:43.4970000","1","2017/9/28 18:10:43.4970000","9999/12/31 23:59:59.9970000","",""
"50","LCF-7","","55","LCF-7","","","0","","","1","236","LCF-7","1.0673","","","","0","","","1","0","","2018/9/28 18:10:43.5070000","1","2017/9/28 18:10:43.5070000","9999/12/31 23:59:59.9970000","",""
"51","LCG-1","","56","LCG-1","","","0","","","1","205","LCG-1","2.7688","","","","0","","","1","0","","2018/9/28 18:10:43.5170000","1","2017/9/28 18:10:43.5170000","9999/12/31 23:59:59.9970000","",""
"53","LCG-2","","58","LCG-2","","","0","","","1","206","LCG-2","2.7644","","","","0","","","1","0","","2018/9/28 18:10:43.5230000","1","2017/9/28 18:10:43.5230000","9999/12/31 23:59:59.9970000","",""
"54","LCG-4","","59","LCG-4","","","0","","","1","207","LCG-4","2.7151","","","","0","","","1","0","","2018/9/28 18:10:43.5330000","1","2017/9/28 18:10:43.5330000","9999/12/31 23:59:59.9970000","",""
"55","LCG-5","","60","LCG-5","","","0","","","1","208","LCG-5","2.724","","","","0","","","1","0","","2018/9/28 18:10:43.5500000","1","2017/9/28 18:10:43.5470000","9999/12/31 23:59:59.9970000","",""
"57","LTR","","62","LTR","","","0","","","1","75","LTR","1.273","","","","0","","","1","0","","2018/9/28 18:10:43.5800000","1","2017/9/28 18:10:43.5800000","9999/12/31 23:59:59.9970000","",""
"58","LTR-3","","63","LTR-3","","","0","","","1","249","LTR-3","1.8301","","","","0","","","1","0","","2018/9/28 18:10:43.5970000","1","2017/9/28 18:10:43.5930000","9999/12/31 23:59:59.9970000","",""
"59","MCR-5","","64","MCR-5","","","0","","","1","173","MCR-5","2.088","","","","0","","","1","0","","2018/9/28 18:10:43.6030000","1","2017/9/28 18:10:43.6030000","9999/12/31 23:59:59.9970000","",""
"60","MCR-7","","65","MCR-7","","","0","","","1","238","MCR-7","1.9583","","","","0","","","1","0","","2018/9/28 18:10:43.6130000","1","2017/9/28 18:10:43.6100000","9999/12/31 23:59:59.9970000","",""
"61","Micromix","","66","Micromix","","","0","","","1","","","3.03","","","","0","","","1","0","","2018/9/28 18:10:43.6200000","1","2017/9/28 18:10:43.6200000","9999/12/31 23:59:59.9970000","",""
"62","NaCl","","67","NaCl","","","0","","","1","52","Fine Salt (NaCl)","2.158","","","","0","","","1","0","","2018/9/28 18:10:43.6330000","1","2017/9/28 18:10:43.6330000","9999/12/31 23:59:59.9970000","",""
"64","QSR-2","","69","QSR-2","","","0","","","1","94","QSR-2","2.063","","","","0","","","1","0","","2018/9/28 18:10:43.6570000","1","2017/9/28 18:10:43.6530000","9999/12/31 23:59:59.9970000","",""
"65","Sand","","70","Sand","","","0","","","1","240","SANJET Sand","2.65","","","","0","","","1","0","","2018/9/28 18:10:43.6730000","1","2017/9/28 18:10:43.6730000","9999/12/31 23:59:59.9970000","",""
"66","Sanlite","","71","Sanlite","","","0","","","1","","","2.4048","","","","0","","","1","0","","2018/9/28 18:10:43.8270000","1","2017/9/28 18:10:43.8270000","9999/12/31 23:59:59.9970000","",""
"67","SCA-1","","73","SCA-1","","","0","","","1","172","SCA-1","2.785","","","","0","","","1","0","","2018/9/28 18:10:43.8600000","1","2017/9/28 18:10:43.8600000","9999/12/31 23:59:59.9970000","",""
"68","SCA-5","","74","SCA-5","","","0","","","1","178","SCA-5","2.4064","","","","0","","","1","0","","2018/9/28 18:10:43.8700000","1","2017/9/28 18:10:43.8700000","9999/12/31 23:59:59.9970000","",""
"69","SCA-6","","75","SCA-6","","","0","","","1","185","SCA-6","2.319","","","","0","","","1","0","","2018/9/28 18:10:43.8770000","1","2017/9/28 18:10:43.8770000","9999/12/31 23:59:59.9970000","",""
"70","SCA-7","","76","SCA-7","","","0","","","1","175","SCA-7","2.677","","","","0","","","1","0","","2018/9/28 18:10:43.8870000","1","2017/9/28 18:10:43.8870000","9999/12/31 23:59:59.9970000","",""
"71","SG1500 AP1","","77","SG1500 AP1","","","0","","","1","","","1.978","","","","0","","","1","0","","2018/9/28 18:10:43.8930000","1","2017/9/28 18:10:43.8930000","9999/12/31 23:59:59.9970000","",""
"72","Silica Flour - 200 Mesh","","78","Silica Flour - 200 Mesh","","","0","","","1","108","Silica Flour - 200 Mesh","2.63","","","","0","","","1","0","","2018/9/28 18:10:43.9070000","1","2017/9/28 18:10:43.9070000","9999/12/31 23:59:59.9970000","",""
"73","Silica Fume - Semi-Densified","","79","Silica Fume - Semi-Densified","","","0","","","1","","","2.5","","","","0","","","1","0","","2018/9/28 18:10:43.9170000","1","2017/9/28 18:10:43.9170000","9999/12/31 23:59:59.9970000","",""
"74","SPC-II","","80","SPC-II","","","0","","","1","92","SPC-II","2.476","","","","0","","","1","0","","2018/9/28 18:10:43.9300000","1","2017/9/28 18:10:43.9300000","9999/12/31 23:59:59.9970000","",""
"75","WIE-1","","81","WIE-1","","","0","","","1","245","WIE-1","1.17","","","","0","","","1","0","","2018/9/28 18:10:43.9370000","1","2017/9/28 18:10:43.9370000","9999/12/31 23:59:59.9970000","",""
"76","Sanseal","","72","Sanseal","","","1","113","SanSeal","0","","","3.038","","1.032","1650","1","","40","1","0","","2018/9/28 18:10:42.6970000","1","2017/9/28 18:10:42.6930000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"77","0:1:0 'C'","","83","0:1:0 'C'","2","0:1:0 'C'","1","3","0:1:0 'C'","0","","","3.192","","0.880406144","1780","0","","03","1","0","","2018/9/28 18:10:44.0200000","1","2017/9/28 18:10:44.0200000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"78","0:1:0 'G'","","84","0:1:0 'G'","3","0:1:0 'G'","1","4","0:1:0 'G'","0","","","3.188","","0.761735532","1901","0","","04","1","0","","2018/9/28 18:10:44.0300000","1","2017/9/28 18:10:44.0300000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"79","0:1:12 'G'","","85","0:1:12 'G'","4","0:1:12 'G'","1","8","0:1:12 'G'","0","","","2.770979566","","1.445936743","1525","1","","04","1","0","","2018/9/28 18:10:44.0370000","1","2017/9/28 18:10:44.0370000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"80","0:1:2 'G'","","86","0:1:2 'G'","5","0:1:2 'G'","1","5","0:1:2 'G'","0","","","3.109993246","","0.877457152","1796","0","","04","1","0","","2018/9/28 18:10:44.0530000","1","2017/9/28 18:10:44.0530000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"81","0:1:4 'G'","","87","0:1:4 'G'","6","0:1:4 'G'","1","6","0:1:4 'G'","0","","","3.035712787","","0.989676981","1718","0","","04","1","0","","2018/9/28 18:10:44.0630000","1","2017/9/28 18:10:44.0630000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"82","0:1:6 'G'","","88","0:1:6 'G'","7","0:1:6 'G'","1","186","0:1:6 'G'","0","","","2.964897852","","1.085165544","1666","1","","04","1","0","","2018/9/28 18:10:44.0700000","1","2017/9/28 18:10:44.0700000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"83","0:1:8 'G'","","89","0:1:8 'G'","8","0:1:8 'G'","1","7","0:1:8 'G'","0","","","2.897311444","","1.218660749","1603","1","","04","1","0","","2018/9/28 18:10:44.0800000","1","2017/9/28 18:10:44.0800000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"84","1:1:0 'G'","","90","1:1:0 'G'","9","1:1:0 'G'","1","56","1:1:0 'G'","0","","","2.663600484","","0.867456002","1720","0","","04","1","0","","2018/9/28 18:10:44.0870000","1","2017/9/28 18:10:44.0870000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"85","1:1:0 'G' (Sask)","","91","1:1:0 'G' (Sask)","10","1:1:0 'G' (Sask)","1","187","1:1:0 'G' (Sask)","0","","","2.813654765","","0.895264402","1720","0","","04","1","0","","2018/9/28 18:10:44.0970000","1","2017/9/28 18:10:44.0970000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"86","1:1:12 'G'","","92","1:1:12 'G'","11","1:1:12 'G'","1","12","1:1:12 'G'","0","","","2.366087705","","1.563590578","1446","1","","04","1","0","","2018/9/28 18:10:44.1100000","1","2017/9/28 18:10:44.1100000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"87","1:1:12 'G' (Sask)","","93","1:1:12 'G' (Sask)","12","1:1:12 'G' (Sask)","1","188","1:1:12 'G' (Sask)","0","","","2.483752816","","1.608483063","1446","1","","04","1","0","","2018/9/28 18:10:44.1300000","1","2017/9/28 18:10:44.1300000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"88","1:1:2 'G'","","94","1:1:2 'G'","13","1:1:2 'G'","1","57","1:1:2 'G'","0","","","2.608925926","","0.985604491","1646","0","","06","1","0","","2018/9/28 18:10:44.1430000","1","2017/9/28 18:10:44.1430000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"89","1:1:2 'G' (Sask)","","95","1:1:2 'G' (Sask)","14","1:1:2 'G' (Sask)","1","189","1:1:2 'G' (Sask)","0","","","2.752716959","","1.016598373","1646","0","","06","1","0","","2018/9/28 18:10:44.1530000","1","2017/9/28 18:10:44.1530000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"90","1:1:4 'G'","","96","1:1:4 'G'","15","1:1:4 'G'","1","9","1:1:4 'G'","0","","","2.556450782","","1.099716408","1590","0","","07","1","0","","2018/9/28 18:10:44.1600000","1","2017/9/28 18:10:44.1600000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"91","1:1:4 'G' (Sask)","","97","1:1:4 'G' (Sask)","16","1:1:4 'G' (Sask)","1","190","1:1:4 'G' (Sask)","0","","","2.694362764","","1.133652082","1590","0","","07","1","0","","2018/9/28 18:10:44.1830000","1","2017/9/28 18:10:44.1830000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"92","1:1:6 'G'","","98","1:1:6 'G'","17","1:1:6 'G'","1","10","1:1:6 'G'","0","","","2.506044955","","1.197400108","1552","0","","04","1","0","","2018/9/28 18:10:44.2000000","1","2017/9/28 18:10:44.2000000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"93","1:1:6 'G' (Sask)","","99","1:1:6 'G' (Sask)","18","1:1:6 'G' (Sask)","1","191","1:1:6 'G' (Sask)","0","","","2.638431285","","1.233671934","1552","0","","04","1","0","","2018/9/28 18:10:44.2100000","1","2017/9/28 18:10:44.2070000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"94","1:1:8 'G'","","100","1:1:8 'G'","19","1:1:8 'G'","1","11","1:1:8 'G'","0","","","2.457588409","","1.332865424","1505","1","","04","1","0","","2018/9/28 18:10:44.2330000","1","2017/9/28 18:10:44.2330000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"95","1:1:8 'G' (Sask)","","101","1:1:8 'G' (Sask)","20","1:1:8 'G' (Sask)","1","192","1:1:8 'G' (Sask)","0","","","2.584774712","","1.372513044","1505","1","","04","1","0","","2018/9/28 18:10:44.2700000","1","2017/9/28 18:10:44.2700000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"96","2:1:0 'G'","","102","2:1:0 'G'","21","2:1:0 'G'","1","13","2:1:0 'G'","0","","","2.466110685","","0.916029579","1649","0","","04","1","0","","2018/9/28 18:10:44.3100000","1","2017/9/28 18:10:44.3100000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"97","2:1:0 'G' (Sask)","","103","2:1:0 'G' (Sask)","22","2:1:0 'G' (Sask)","1","193","2:1:0 'G' (Sask)","0","","","2.687150406","","0.967424604","1649","0","","04","1","0","","2018/9/28 18:10:44.3300000","1","2017/9/28 18:10:44.3300000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"98","2:1:12 'G'","","104","2:1:12 'G'","23","2:1:12 'G'","1","14","2:1:12 'G'","0","","","2.208950225","","1.615729474","1413","1","","04","1","0","","2018/9/28 18:10:44.3370000","1","2017/9/28 18:10:44.3370000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"99","2:1:12 'G' (Sask)","","105","2:1:12 'G' (Sask)","24","2:1:12 'G' (Sask)","1","194","2:1:12 'G' (Sask)","0","","","2.38465225","","1.696493085","1413","1","","04","1","0","","2018/9/28 18:10:44.3470000","1","2017/9/28 18:10:44.3470000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"100","2:1:2 'G'","","106","2:1:2 'G'","25","2:1:2 'G'","1","195","2:1:2 'G'","0","","","2.419171699","","1.035213952","1586","0","","04","1","0","","2018/9/28 18:10:44.3530000","1","2017/9/28 18:10:44.3530000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"101","2:1:2 'G' (Sask)","","107","2:1:2 'G' (Sask)","26","2:1:2 'G' (Sask)","1","196","2:1:2 'G' (Sask)","0","","","2.631514873","","1.092134381","1586","0","","04","1","0","","2018/9/28 18:10:44.3630000","1","2017/9/28 18:10:44.3630000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"102","2:1:4 'G'","","108","2:1:4 'G'","27","2:1:4 'G'","1","197","2:1:4 'G'","0","","","2.373986174","","1.150125567","1538","1","","04","1","0","","2018/9/28 18:10:44.3730000","1","2017/9/28 18:10:44.3730000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"103","2:1:4 'G' (Sask)","","109","2:1:4 'G' (Sask)","28","2:1:4 'G' (Sask)","1","198","2:1:4 'G' (Sask)","0","","","2.578136397","","1.212124399","1538","1","","04","1","0","","2018/9/28 18:10:44.3830000","1","2017/9/28 18:10:44.3830000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"104","2:1:6 'G'","","110","2:1:6 'G'","29","2:1:6 'G'","1","199","2:1:6 'G'","0","","","2.330457659","","1.277124969","1494","1","","04","1","0","","2018/9/28 18:10:44.3930000","1","2017/9/28 18:10:44.3930000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"105","2:1:6 'G' (Sask)","","111","2:1:6 'G' (Sask)","30","2:1:6 'G' (Sask)","1","200","2:1:6 'G' (Sask)","0","","","2.52688036","","1.344645964","1494","1","","04","1","0","","2018/9/28 18:10:44.4030000","1","2017/9/28 18:10:44.4030000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"106","2:1:8 'G'","","112","2:1:8 'G'","31","2:1:8 'G'","1","201","2:1:8 'G'","0","","","2.288496648","","1.385844642","1464","1","","04","1","0","","2018/9/28 18:10:44.4130000","1","2017/9/28 18:10:44.4130000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"107","2:1:8 'G' (Sask)","","113","2:1:8 'G' (Sask)","32","2:1:8 'G' (Sask)","1","202","2:1:8 'G' (Sask)","0","","","2.477622642","","1.457731219","1464","1","","04","1","0","","2018/9/28 18:10:44.4230000","1","2017/9/28 18:10:44.4230000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"108","ASC IV","","114","ASC IV","33","ASC IV","1","115","ASC IV","0","","","2.963018742","","0.883341805","1750","0","","04","1","0","","2018/9/28 18:10:44.4330000","1","2017/9/28 18:10:44.4330000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"109","Expandomix","","115","Expandomix","34","Expandomix","1","16","Expandomix","0","","","3.147311711","","0.886063016","1770","0","","30","1","0","","2018/9/28 18:10:44.4770000","1","2017/9/28 18:10:44.4770000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"110","EXPANDOmix PRO HT","","116","EXPANDOmix PRO HT","35","EXPANDOmix PRO HT","1","254","EXPANDOmix PRO HT","0","","","2.670941524","","1.042666983","1600","0","","4","1","0","","2018/9/28 18:10:44.4870000","1","2017/9/28 18:10:44.4870000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"111","EXPANDOmix PRO HT (Sask)","","117","EXPANDOmix PRO HT (Sask)","36","EXPANDOmix PRO HT (Sask)","1","259","EXPANDOmix PRO HT (Sask)","0","","","2.82886895","","1.077503048","1600","0","","4","1","0","","2018/9/28 18:10:44.5030000","1","2017/9/28 18:10:44.5030000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"112","EXPANDOmix PRO LT","","118","EXPANDOmix PRO LT","37","EXPANDOmix PRO LT","1","253","EXPANDOmix PRO LT","0","","","2.648495359","","1.037378546","1600","0","","4","1","0","","2018/9/28 18:10:44.5170000","1","2017/9/28 18:10:44.5170000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"113","EXPANDOmix PRO LT (Sask)","","119","EXPANDOmix PRO LT (Sask)","38","EXPANDOmix PRO LT (Sask)","1","260","EXPANDOmix PRO LT (Sask)","0","","","2.808928098","","1.073320519","1600","0","","4","1","0","","2018/9/28 18:10:44.5230000","1","2017/9/28 18:10:44.5230000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"114","Expandomix HT","","120","Expandomix HT","39","Expandomix HT","1","17","Expandomix HT","0","","","2.688900776","","0.805257459","1780","0","","30","1","0","","2018/9/28 18:10:44.5370000","1","2017/9/28 18:10:44.5370000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"115","Expandomix HT (SK)","","121","Expandomix HT (SK)","40","Expandomix HT (SK)","1","205","Expandomix HT (SK)","0","","","2.855500618","","0.833075269","1780","1","","31","1","0","","2018/9/28 18:10:44.5500000","1","2017/9/28 18:10:44.5500000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"116","Expandomix LWL","","122","Expandomix LWL","41","Expandomix LWL","1","60","Expandomix LWL","0","","","3.135879653","","0.884558716","1770","0","","04","1","0","","2018/9/28 18:10:44.5600000","1","2017/9/28 18:10:44.5600000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"117","Glacial Mix","","123","Glacial Mix","42","Glacial Mix","1","19","Glacial Mix","0","","","2.866754119","","0.766086391","1850","0","","04","1","0","","2018/9/28 18:10:44.5830000","1","2017/9/28 18:10:44.5830000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"118","iBond","","124","iBond","43","iBond","1","93","iBond","0","","","2.899115033","","0.839829684","1780","1","","31","1","0","","2018/9/28 18:10:44.6330000","1","2017/9/28 18:10:44.6330000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"119","iGain (SK)","","125","iGain (SK)","44","iGain (SK)","1","206","iGain (SK)","0","","","2.773618031","","1.278920177","1500","0","","01","1","0","","2018/9/28 18:10:44.6470000","1","2017/9/28 18:10:44.6470000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"120","iGain (AB)","","126","iGain (AB)","45","iGain (AB)","1","91","iGain (AB)","0","","","2.651977237","","1.245845714","1500","0","","04","1","0","","2018/9/28 18:10:44.6570000","1","2017/9/28 18:10:44.6570000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"121","iPrime (AB)","","127","iPrime (AB)","46","iPrime (AB)","1","95","iPrime (AB)","0","","","2.663415541","","1.249084505","1500","1","","42","1","0","","2018/9/28 18:10:44.6630000","1","2017/9/28 18:10:44.6630000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"122","iPrime (SK)","","128","iPrime (SK)","47","iPrime (SK)","1","207","iPrime (SK)","0","","","2.77370963","","1.27894399","1500","1","","42","1","0","","2018/9/28 18:10:44.6730000","1","2017/9/28 18:10:44.6730000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"123","LCS 1600","","129","LCS 1600","48","LCS 1600","1","123","LCS 1600","0","","","2.498144335","","0.999504788","1600","1","","31","1","0","","2018/9/28 18:10:44.6800000","1","2017/9/28 18:10:44.6800000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"124","LCS 1820","","130","LCS 1820","49","LCS 1820","1","108","LCS 1820","0","","","3.096685943","","0.825700159","1820","1","","31","1","0","","2018/9/28 18:10:44.6930000","1","2017/9/28 18:10:44.6930000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"125","LITEmix 1325 (AB)","","131","LITEmix 1325 (AB)","50","LITEmix 1325 (AB)","1","209","LITEmix 1325 (AB)","0","","","2.576870726","","1.882868969","1325","0","","42","1","0","","2018/9/28 18:10:44.7030000","1","2017/9/28 18:10:44.7000000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"126","LITEmix 1325 (SK)","","132","LITEmix 1325 (SK)","51","LITEmix 1325 (SK)","1","210","LITEmix 1325 (SK)","0","","","2.704502529","","1.939219176","1325","0","","42","1","0","","2018/9/28 18:10:44.7100000","1","2017/9/28 18:10:44.7100000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"127","LITEmix 1400 (AB)","","133","LITEmix 1400 (AB)","52","LITEmix 1400 (AB)","1","211","LITEmix 1400 (AB)","0","","","2.579991181","","1.53100444","1400","0","","42","1","0","","2018/9/28 18:10:44.7230000","1","2017/9/28 18:10:44.7230000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"128","LITEmix 1400 (SK)","","134","LITEmix 1400 (SK)","53","LITEmix 1400 (SK)","1","212","LITEmix 1400 (SK)","0","","","2.718687042","","1.580438476","1400","0","","42","1","0","","2018/9/28 18:10:44.7400000","1","2017/9/28 18:10:44.7400000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"129","LITEmix EC","","135","LITEmix EC","54","LITEmix EC","1","261","LITEmix EC","0","","","3.188","","1.372647428","1500","0","","42","1","0","","2018/9/28 18:10:44.7630000","1","2017/9/28 18:10:44.7630000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"130","PRODUCTIONmix 1500 PRO ","","136","PRODUCTIONmix 1500 PRO ","55","PRODUCTIONmix 1500 PRO ","1","213","PRODUCTIONmix 1500 PRO","0","","","2.696487203","","1.258294273","1500","0","","42","1","0","","2018/9/28 18:10:44.7930000","1","2017/9/28 18:10:44.7930000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
"131","PRODUCTIONmix 1600","","137","PRODUCTIONmix 1600","56","PRODUCTIONmix 1600","1","214","PRODUCTIONmix 1600","0","","","2.653038295","","1.038456109","1600","0","","42","1","0","","2018/9/28 18:10:44.8100000","1","2017/9/28 18:10:44.8100000","9999/12/31 23:59:59.9970000","1","Cementing Blend"
