"ID","NAME","DESCRIPTION","INVENTORY_NUMBER","PRICE_CODE","VERSION","LAST_MODIFIED_USER_ID","LAST_MODIFIED_USER_NAME","LAST_MODIFIED_DATE_TIME","LAST_OPERATION_TYPE","EFFECTIVE_START_DATE_TIME","EFFECTIVE_END_DATE_TIME"
"162","SurfLite (SK) ","SurfLite (SK) ","","113004","1","0","","2018/9/28 18:10:39.5170000","1","2017/9/28 18:10:39.5130000","9999/12/31 23:59:59.9970000"
"163","Thermal 40","Thermal 40","IIN023570","113060","1","0","","2018/9/28 18:10:39.5270000","1","2017/9/28 18:10:39.5200000","9999/12/31 23:59:59.9970000"
"164","Thermal 40 EXP","Thermal 40 EXP","","113062","1","0","","2018/9/28 18:10:39.5370000","1","2017/9/28 18:10:39.5370000","9999/12/31 23:59:59.9970000"
"165","THERMAmix EC","THERMAmix EC","","114717","1","0","","2018/9/28 18:10:39.5470000","1","2017/9/28 18:10:39.5470000","9999/12/31 23:59:59.9970000"
"166","THERMAmix LT","THERMAmix LT","","116414","1","0","","2018/9/28 18:10:39.5530000","1","2017/9/28 18:10:39.5530000","9999/12/31 23:59:59.9970000"
"168","ThixLite HT (AB) ","ThixLite HT (AB) ","","113026","1","0","","2018/9/28 18:10:39.5630000","1","2017/9/28 18:10:39.5600000","9999/12/31 23:59:59.9970000"
"169","ThixLite HT (SK) ","ThixLite HT (SK) ","","113026","1","0","","2018/9/28 18:10:39.5700000","1","2017/9/28 18:10:39.5670000","9999/12/31 23:59:59.9970000"
"170","SURFACEmix LW PRO SL","SURFACEmix LW PRO SL","","113380","1","0","","2018/9/28 18:10:39.5770000","1","2017/9/28 18:10:39.5770000","9999/12/31 23:59:59.9970000"
"171","LDP-C-0117","LDP-C-0117","","113316","1","0","","2018/9/28 18:10:39.5870000","1","2017/9/28 18:10:39.5830000","9999/12/31 23:59:59.9970000"
"172","SUPERLITEmix 1160","SUPERLITEmix 1160","","114711","1","0","","2018/9/28 18:10:39.5930000","1","2017/9/28 18:10:39.5930000","9999/12/31 23:59:59.9970000"
"173","SURFACEmix LW PRO + Additives","SURFACEmix LW PRO  + Additives","","116114","1","0","","2018/9/28 18:10:39.6030000","1","2017/9/28 18:10:39.6000000","9999/12/31 23:59:59.9970000"
"174","0:1:0 'C' + Additives","0:1:0 'C' + Additives","","","1","0","","2018/9/28 18:10:39.9000000","1","2017/9/28 18:10:39.8900000","9999/12/31 23:59:59.9970000"
"175","0:1:0 'G' + Additives","0:1:0 'G' + Additives","","113001","1","0","","2018/9/28 18:10:39.9600000","1","2017/9/28 18:10:39.9570000","9999/12/31 23:59:59.9970000"
"176","0:1:12 'G' + Additives","0:1:12 'G' + Additives","","113001","1","0","","2018/9/28 18:10:39.9670000","1","2017/9/28 18:10:39.9670000","9999/12/31 23:59:59.9970000"
"177","0:1:2 'G' + Additives","0:1:2 'G' + Additives","","113001","1","0","","2018/9/28 18:10:39.9770000","1","2017/9/28 18:10:39.9770000","9999/12/31 23:59:59.9970000"
"178","0:1:4 'G' + Additives","0:1:4 'G' + Additives","","113001","1","0","","2018/9/28 18:10:39.9870000","1","2017/9/28 18:10:39.9830000","9999/12/31 23:59:59.9970000"
"179","0:1:6 'G' + Additives","0:1:6 'G' + Additives","","113001","1","0","","2018/9/28 18:10:39.9930000","1","2017/9/28 18:10:39.9930000","9999/12/31 23:59:59.9970000"
"180","0:1:8 'G' + Additives","0:1:8 'G' + Additives","","113001","1","0","","2018/9/28 18:10:40.0000000","1","2017/9/28 18:10:40.0000000","9999/12/31 23:59:59.9970000"
"181","1:1:0 'G' + Additives","1:1:0 'G' + Additives","","113003","1","0","","2018/9/28 18:10:40.0070000","1","2017/9/28 18:10:40.0070000","9999/12/31 23:59:59.9970000"
"182","1:1:12 'G' + Additives","1:1:12 'G' + Additives","","113003","1","0","","2018/9/28 18:10:40.0170000","1","2017/9/28 18:10:40.0170000","9999/12/31 23:59:59.9970000"
"183","1:1:2 'G' + Additives","1:1:2 'G' + Additives","","113003","1","0","","2018/9/28 18:10:40.0230000","1","2017/9/28 18:10:40.0230000","9999/12/31 23:59:59.9970000"
"184","1:1:4 'G' + Additives","1:1:4 'G' + Additives","","113003","1","0","","2018/9/28 18:10:40.0330000","1","2017/9/28 18:10:40.0300000","9999/12/31 23:59:59.9970000"
"185","1:1:6 'G' + Additives","1:1:6 'G' + Additives","","113003","1","0","","2018/9/28 18:10:40.0400000","1","2017/9/28 18:10:40.0400000","9999/12/31 23:59:59.9970000"
"186","1:1:8 'G' + Additives","1:1:8 'G' + Additives","","113003","1","0","","2018/9/28 18:10:40.0500000","1","2017/9/28 18:10:40.0470000","9999/12/31 23:59:59.9970000"
"187","2:1:0 'G' + Additives","2:1:0 'G' + Additives","","","1","0","","2018/9/28 18:10:40.0600000","1","2017/9/28 18:10:40.0600000","9999/12/31 23:59:59.9970000"
"188","2:1:12 'G' + Additives","2:1:12 'G' + Additives","","","1","0","","2018/9/28 18:10:40.0700000","1","2017/9/28 18:10:40.0700000","9999/12/31 23:59:59.9970000"
"189","2:1:2 'G' + Additives","2:1:2 'G' + Additives","","","1","0","","2018/9/28 18:10:40.0800000","1","2017/9/28 18:10:40.0770000","9999/12/31 23:59:59.9970000"
"190","2:1:4 'G' + Additives","2:1:4 'G' + Additives","","","1","0","","2018/9/28 18:10:40.0870000","1","2017/9/28 18:10:40.0870000","9999/12/31 23:59:59.9970000"
"191","2:1:6 'G' + Additives","2:1:6 'G' + Additives","","","1","0","","2018/9/28 18:10:40.0930000","1","2017/9/28 18:10:40.0930000","9999/12/31 23:59:59.9970000"
"192","2:1:8 'G' + Additives","2:1:8 'G' + Additives","","","1","0","","2018/9/28 18:10:40.1030000","1","2017/9/28 18:10:40.1000000","9999/12/31 23:59:59.9970000"
"193","1:1:0 'G' (Sask) + Additives","1:1:0 'G' (Sask) + Additives","","113003","1","0","","2018/9/28 18:10:40.1100000","1","2017/9/28 18:10:40.1100000","9999/12/31 23:59:59.9970000"
"194","1:1:12 'G' (Sask) + Additives","1:1:12 'G' (Sask) + Additives","","113003","1","0","","2018/9/28 18:10:40.1200000","1","2017/9/28 18:10:40.1200000","9999/12/31 23:59:59.9970000"
"195","1:1:2 'G' (Sask) + Additives","1:1:2 'G' (Sask) + Additives","","113003","1","0","","2018/9/28 18:10:40.1300000","1","2017/9/28 18:10:40.1300000","9999/12/31 23:59:59.9970000"
"196","1:1:4 'G' (Sask) + Additives","1:1:4 'G' (Sask) + Additives","","113003","1","0","","2018/9/28 18:10:40.1400000","1","2017/9/28 18:10:40.1400000","9999/12/31 23:59:59.9970000"
"197","1:1:6 'G' (Sask) + Additives","1:1:6 'G' (Sask) + Additives","","113003","1","0","","2018/9/28 18:10:40.1500000","1","2017/9/28 18:10:40.1470000","9999/12/31 23:59:59.9970000"
"198","1:1:8 'G' (Sask) + Additives","1:1:8 'G' (Sask) + Additives","","113003","1","0","","2018/9/28 18:10:40.1570000","1","2017/9/28 18:10:40.1570000","9999/12/31 23:59:59.9970000"
"199","2:1:0 'G' (Sask) + Additives","2:1:0 'G' (Sask) + Additives","","","1","0","","2018/9/28 18:10:40.1670000","1","2017/9/28 18:10:40.1630000","9999/12/31 23:59:59.9970000"
"200","2:1:12 'G' (Sask) + Additives","2:1:12 'G' (Sask) + Additives","","","1","0","","2018/9/28 18:10:40.1770000","1","2017/9/28 18:10:40.1770000","9999/12/31 23:59:59.9970000"
"201","2:1:2 'G' (Sask) + Additives","2:1:2 'G' (Sask) + Additives","","","1","0","","2018/9/28 18:10:40.1930000","1","2017/9/28 18:10:40.1870000","9999/12/31 23:59:59.9970000"
"202","2:1:4 'G' (Sask) + Additives","2:1:4 'G' (Sask) + Additives","","","1","0","","2018/9/28 18:10:40.2330000","1","2017/9/28 18:10:40.2200000","9999/12/31 23:59:59.9970000"
"203","2:1:6 'G' (Sask) + Additives","2:1:6 'G' (Sask) + Additives","","","1","0","","2018/9/28 18:10:40.2770000","1","2017/9/28 18:10:40.2770000","9999/12/31 23:59:59.9970000"
"204","2:1:8 'G' (Sask) + Additives","2:1:8 'G' (Sask) + Additives","","","1","0","","2018/9/28 18:10:40.2870000","1","2017/9/28 18:10:40.2870000","9999/12/31 23:59:59.9970000"
"205","Expandomix + Additives","Expandomix + Additives","","113041","1","0","","2018/9/28 18:10:40.2970000","1","2017/9/28 18:10:40.2930000","9999/12/31 23:59:59.9970000"
"206","EXPANDOmix PRO HT + Additives","EXPANDOmix PRO HT + Additives","","116442","1","0","","2018/9/28 18:10:40.3030000","1","2017/9/28 18:10:40.3030000","9999/12/31 23:59:59.9970000"
"207","EXPANDOmix PRO LT + Additives","EXPANDOmix PRO LT + Additives","","116444","1","0","","2018/9/28 18:10:40.3130000","1","2017/9/28 18:10:40.3100000","9999/12/31 23:59:59.9970000"
"208","Expandomix HT + Additives","Expandomix HT + Additives","","113045","1","0","","2018/9/28 18:10:40.3200000","1","2017/9/28 18:10:40.3170000","9999/12/31 23:59:59.9970000"
"209","Expandomix LWL + Additives","Expandomix LWL + Additives","","113043","1","0","","2018/9/28 18:10:40.3300000","1","2017/9/28 18:10:40.3270000","9999/12/31 23:59:59.9970000"
"210","EXPANDOmix PRO HT (Sask) + Additives","EXPANDOmix PRO HT (Sask) + Additives","","116442","1","0","","2018/9/28 18:10:40.3400000","1","2017/9/28 18:10:40.3370000","9999/12/31 23:59:59.9970000"
"211","EXPANDOmix PRO LT (Sask) + Additives","EXPANDOmix PRO LT (Sask) + Additives","","116444","1","0","","2018/9/28 18:10:40.3500000","1","2017/9/28 18:10:40.3470000","9999/12/31 23:59:59.9970000"
"212","Expandomix HT (SK) + Additives","Expandomix HT (SK) + Additives","","113045","1","0","","2018/9/28 18:10:40.3570000","1","2017/9/28 18:10:40.3570000","9999/12/31 23:59:59.9970000"
"213","Glacial Mix + Additives","Glacial Mix + Additives","","113412","1","0","","2018/9/28 18:10:40.3700000","1","2017/9/28 18:10:40.3670000","9999/12/31 23:59:59.9970000"
"214","iBond + Additives","iBond + Additives","","113065","1","0","","2018/9/28 18:10:40.3800000","1","2017/9/28 18:10:40.3770000","9999/12/31 23:59:59.9970000"
"215","ASC IV + Additives","ASC IV + Additives","","113315","1","0","","2018/9/28 18:10:40.3870000","1","2017/9/28 18:10:40.3830000","9999/12/31 23:59:59.9970000"
"216","iGain (SK) + Additives","iGain (SK) + Additives","","113053","1","0","","2018/9/28 18:10:40.3930000","1","2017/9/28 18:10:40.3930000","9999/12/31 23:59:59.9970000"
"217","iGain (AB) + Additives","iGain(AB) + Additives","","113053","1","0","","2018/9/28 18:10:40.4000000","1","2017/9/28 18:10:40.4000000","9999/12/31 23:59:59.9970000"
"218","iPrime (AB) + Additives","iPrime (AB) + Additives","","113015","1","0","","2018/9/28 18:10:40.4130000","1","2017/9/28 18:10:40.4100000","9999/12/31 23:59:59.9970000"
"219","iPrime (SK) + Additives","iPrime (SK) + Additives","","113015","1","0","","2018/9/28 18:10:40.4230000","1","2017/9/28 18:10:40.4200000","9999/12/31 23:59:59.9970000"
"220","LCS 1600 + Additives","LCS 1600 + Additives","","113071","1","0","","2018/9/28 18:10:40.4300000","1","2017/9/28 18:10:40.4300000","9999/12/31 23:59:59.9970000"
"221","LCS 1820 + Additives","LCS 1820 + Additives","","113073","1","0","","2018/9/28 18:10:40.4370000","1","2017/9/28 18:10:40.4370000","9999/12/31 23:59:59.9970000"
"222","LITEmix 1325 (AB) + Additives","LITEmix 1325 (AB) + Additives","","114710","1","0","","2018/9/28 18:10:40.4430000","1","2017/9/28 18:10:40.4430000","9999/12/31 23:59:59.9970000"
"223","LITEmix 1325 (SK) + Additives","LITEmix 1325 (SK) + Additives","","114710","1","0","","2018/9/28 18:10:40.4530000","1","2017/9/28 18:10:40.4500000","9999/12/31 23:59:59.9970000"
"224","LITEmix 1400 (AB) + Additives","LITEmix 1400 (AB) + Additives","","114716","1","0","","2018/9/28 18:10:40.4600000","1","2017/9/28 18:10:40.4600000","9999/12/31 23:59:59.9970000"
"225","LITEmix 1400 (SK) + Additives","LITEmix 1400 (SK) + Additives","","114716","1","0","","2018/9/28 18:10:40.4700000","1","2017/9/28 18:10:40.4670000","9999/12/31 23:59:59.9970000"
"226","LITEmix EC + Additives","LITEmix EC + Additives","","114708","1","0","","2018/9/28 18:10:40.4770000","1","2017/9/28 18:10:40.4770000","9999/12/31 23:59:59.9970000"
"227","PRODUCTIONmix 1500 PRO + Additives","PRODUCTIONmix 1500 PRO + Additives","","113410","1","0","","2018/9/28 18:10:40.4870000","1","2017/9/28 18:10:40.4870000","9999/12/31 23:59:59.9970000"
"228","PRODUCTIONmix 1600 + Additives","PRODUCTIONmix 1600 + Additives","","116021","1","0","","2018/9/28 18:10:40.4970000","1","2017/9/28 18:10:40.4970000","9999/12/31 23:59:59.9970000"
"229","PRODUCTIONmix 1600 (SK) + Additives","PRODUCTIONmix 1600 (SK) + Additives","","116021","1","0","","2018/9/28 18:10:40.5070000","1","2017/9/28 18:10:40.5030000","9999/12/31 23:59:59.9970000"
"230","PRODUCTIONmix 1725 + Additives","PRODUCTIONmix 1725 + Additives","","116422","1","0","","2018/9/28 18:10:40.5200000","1","2017/9/28 18:10:40.5170000","9999/12/31 23:59:59.9970000"
"231","Proteus Pro + Additives","Proteus Pro + Additives","","113033","1","0","","2018/9/28 18:10:40.5300000","1","2017/9/28 18:10:40.5270000","9999/12/31 23:59:59.9970000"
"232","PRODUCTIONmix LW + Additives","PRODUCTIONmix LW + Additives","","116424","1","0","","2018/9/28 18:10:40.5400000","1","2017/9/28 18:10:40.5400000","9999/12/31 23:59:59.9970000"
"233","PRODUCTIONmix EC (Sask) + Additives","PRODUCTIONmix EC (Sask) + Additives","","116418","1","0","","2018/9/28 18:10:40.5500000","1","2017/9/28 18:10:40.5470000","9999/12/31 23:59:59.9970000"
"234","PRODUCTIONmix LW + Additives","PRODUCTIONmix LW + Additives","","116424","1","0","","2018/9/28 18:10:40.5600000","1","2017/9/28 18:10:40.5570000","9999/12/31 23:59:59.9970000"
"235","PRODUCTIONmix LW (Sask) + Additives","PRODUCTIONmix LW (Sask) + Additives","","116424","1","0","","2018/9/28 18:10:40.5700000","1","2017/9/28 18:10:40.5670000","9999/12/31 23:59:59.9970000"
"236","PRODUCTIONmix THX + Additives","PRODUCTIONmix THX + Additives","","116420","1","0","","2018/9/28 18:10:40.5800000","1","2017/9/28 18:10:40.5800000","9999/12/31 23:59:59.9970000"
"237","Proteus LCS + Additives","Proteus LCS + Additives","","113035","1","0","","2018/9/28 18:10:40.5930000","1","2017/9/28 18:10:40.5900000","9999/12/31 23:59:59.9970000"
"238","Proteus Core + Additives","Proteus Core + Additives","","113031","1","0","","2018/9/28 18:10:40.6030000","1","2017/9/28 18:10:40.6000000","9999/12/31 23:59:59.9970000"
"239","RAS II + Additives","RAS II + Additives","","113077","1","0","","2018/9/28 18:10:40.6100000","1","2017/9/28 18:10:40.6100000","9999/12/31 23:59:59.9970000"
"240","SanSeal + Additives","SanSeal + Additives","","113118","1","0","","2018/9/28 18:10:40.6200000","1","2017/9/28 18:10:40.6170000","9999/12/31 23:59:59.9970000"
"241","SanSeal HT + Additives","SanSeal HT + Additives","","113120","1","0","","2018/9/28 18:10:40.6330000","1","2017/9/28 18:10:40.6270000","9999/12/31 23:59:59.9970000"
"242","SSi + Additives","SSi + Additives","","113010","1","0","","2018/9/28 18:10:40.6670000","1","2017/9/28 18:10:40.6570000","9999/12/31 23:59:59.9970000"
"243","Superlite 13 + Additives","Superlite 13 + Additives","","113085","1","0","","2018/9/28 18:10:40.7030000","1","2017/9/28 18:10:40.7030000","9999/12/31 23:59:59.9970000"
"244","Superlite 13 (CDM-5) + Additives","Superlite 13 (CDM-5) + Additives","","113085","1","0","","2018/9/28 18:10:40.7130000","1","2017/9/28 18:10:40.7100000","9999/12/31 23:59:59.9970000"
"245","SUPERLITEmix PRO HT + Additives","SUPERLITEmix PRO HT + Additives","","116116","1","0","","2018/9/28 18:10:40.7230000","1","2017/9/28 18:10:40.7230000","9999/12/31 23:59:59.9970000"
"246","SUPERLITEmix PRO + Additives","SUPERLITEmix PRO + Additives","","116115","1","0","","2018/9/28 18:10:40.7370000","1","2017/9/28 18:10:40.7330000","9999/12/31 23:59:59.9970000"
"247","SURFACEmix LW (SK) + Additives","SURFACEmix LW (SK) + Additives","","113405","1","0","","2018/9/28 18:10:40.7470000","1","2017/9/28 18:10:40.7430000","9999/12/31 23:59:59.9970000"
"248","SURFACEmix LW PRO (SK) + Additives","SURFACEmix LW PRO (SK) + Additives","","116114","1","0","","2018/9/28 18:10:40.7530000","1","2017/9/28 18:10:40.7530000","9999/12/31 23:59:59.9970000"
"249","SURFACEmix PRO + Additives","SURFACEmix PRO + Additives","","113408","1","0","","2018/9/28 18:10:40.7630000","1","2017/9/28 18:10:40.7630000","9999/12/31 23:59:59.9970000"
"250","SURFACEmix PRO SL + Additives","SURFACEmix PRO SL + Additives","","113435","1","0","","2018/9/28 18:10:40.7770000","1","2017/9/28 18:10:40.7770000","9999/12/31 23:59:59.9970000"
"251","SURFACEmix SLW + Additives","SURFACEmix SLW + Additives","","113407","1","0","","2018/9/28 18:10:40.7870000","1","2017/9/28 18:10:40.7830000","9999/12/31 23:59:59.9970000"
"252","SurfLite (SK) + Additives","SurfLite (SK) + Additives","","113005","1","0","","2018/9/28 18:10:40.7970000","1","2017/9/28 18:10:40.7930000","9999/12/31 23:59:59.9970000"
"253","Thermal 40 + Additives","Thermal 40 + Additives","","113061","1","0","","2018/9/28 18:10:40.8030000","1","2017/9/28 18:10:40.8030000","9999/12/31 23:59:59.9970000"
"254","Thermal 40 EXP + Additives","Thermal 40 EXP + Additives","","113063","1","0","","2018/9/28 18:10:40.8130000","1","2017/9/28 18:10:40.8100000","9999/12/31 23:59:59.9970000"
"255","THERMAmix EC + Additives","THERMAmix EC + Additives","","114718","1","0","","2018/9/28 18:10:40.8230000","1","2017/9/28 18:10:40.8200000","9999/12/31 23:59:59.9970000"
"256","THERMAmix LT + Additives","THERMAmix LT + Additives","","116415","1","0","","2018/9/28 18:10:40.8300000","1","2017/9/28 18:10:40.8300000","9999/12/31 23:59:59.9970000"
"258","ThixLite HT (AB) + Additives","ThixLite HT (AB) + Additives","","113027","1","0","","2018/9/28 18:10:40.8400000","1","2017/9/28 18:10:40.8400000","9999/12/31 23:59:59.9970000"
"259","ThixLite HT (SK) + Additives","ThixLite HT (SK) + Additives","","113027","1","0","","2018/9/28 18:10:40.8500000","1","2017/9/28 18:10:40.8470000","9999/12/31 23:59:59.9970000"
"260","SURFACEmix LW PRO SL + Additives","SURFACEmix LW PRO SL + Additives","","113381","1","0","","2018/9/28 18:10:40.8600000","1","2017/9/28 18:10:40.8570000","9999/12/31 23:59:59.9970000"
"261","LDP-C-0117 + Additives","LDP-C-0117 + Additives","","113317","1","0","","2018/9/28 18:10:40.8670000","1","2017/9/28 18:10:40.8670000","9999/12/31 23:59:59.9970000"
"262","SUPERLITEmix 1160 + Additives","SUPERLITEmix 1160 + Additives","","114712","1","0","","2018/9/28 18:10:40.8770000","1","2017/9/28 18:10:40.8770000","9999/12/31 23:59:59.9970000"
"263","0:1:0 'A' + Additives","0:1:0 'A' + Additives","","113050","1","0","","2018/9/28 18:10:39.8230000","1","2017/9/28 18:10:39.8030000","9999/12/31 23:59:59.9970000"
"264","Sil 1","Sil 1","IIN023203","","1","0","","2018/9/28 18:10:40.8870000","1","2017/9/28 18:10:40.8830000","9999/12/31 23:59:59.9970000"
"265","Sil 4","Sil 4","IIN023204","","1","0","","2018/9/28 18:10:40.8970000","1","2017/9/28 18:10:40.8930000","9999/12/31 23:59:59.9970000"
"266","SUPERLITEmix 1160x","SUPERLITEmix 1160x","","116447","1","0","","2018/9/28 18:10:40.9030000","1","2017/9/28 18:10:40.9030000","9999/12/31 23:59:59.9970000"
"267","SUPERLITEmix 1160x + Additives","SUPERLITEmix 1160x + Additives","","116448","1","0","","2018/9/28 18:10:40.9130000","1","2017/9/28 18:10:40.9130000","9999/12/31 23:59:59.9970000"
"268","SUPERLITEmix 1100x","SUPERLITEmix 1100x","","116445","1","0","","2018/9/28 18:10:40.9230000","1","2017/9/28 18:10:40.9230000","9999/12/31 23:59:59.9970000"
"269","SUPERLITEmix 1100x + Additives","SUPERLITEmix 1100x + Additives","","116446","1","0","","2018/9/28 18:10:40.9330000","1","2017/9/28 18:10:40.9300000","9999/12/31 23:59:59.9970000"
"270","LDP-C-0517","LDP-C-0517 Thermal Lightweight Cement","","116427","1","0","","2018/9/28 18:10:40.9400000","1","2017/9/28 18:10:40.9400000","9999/12/31 23:59:59.9970000"
"271","LDP-C-0517 + Additives","LDP-C-0517 Thermal Lightweight Cement  + Additives","","116428","1","0","","2018/9/28 18:10:40.9530000","1","2017/9/28 18:10:40.9530000","9999/12/31 23:59:59.9970000"
"272","THERMAmix SLW","THERMAmix SLW","","116429","1","0","","2018/9/28 18:10:40.9670000","1","2017/9/28 18:10:40.9630000","9999/12/31 23:59:59.9970000"
"273","THERMAmix SLW + Additives","THERMAmix SLW + Additives","","116430","1","0","","2018/9/28 18:10:40.9770000","1","2017/9/28 18:10:40.9730000","9999/12/31 23:59:59.9970000"
"274","THERMAmix PRO","THERMAmix PRO","","116431","1","0","","2018/9/28 18:10:40.9830000","1","2017/9/28 18:10:40.9830000","9999/12/31 23:59:59.9970000"
"275","THERMAmix PRO  + Additives","THERMAmix PRO  + Additives","","116432","1","0","","2018/9/28 18:10:40.9930000","1","2017/9/28 18:10:40.9900000","9999/12/31 23:59:59.9970000"
"276","MCR-9L","MCR-9L","IIN023201","113125","1","0","","2018/9/28 18:10:41.0000000","1","2017/9/28 18:10:41.0000000","9999/12/31 23:59:59.9970000"
"277","ECOmix","ECOmix","IIN054828","","1","0","","2018/9/28 18:10:41.0100000","1","2017/9/28 18:10:41.0070000","9999/12/31 23:59:59.9970000"
"278","SURFACEmix LW PRO SL (SK)","SURFACEmix LW PRO SL (SK)","","113380","1","0","","2018/9/28 18:10:41.0170000","1","2017/9/28 18:10:41.0170000","9999/12/31 23:59:59.9970000"
"279","SURFACEmix LW PRO SL (SK) + Additives","SURFACEmix LW PRO SL (SK) + Additives","","113381","1","0","","2018/9/28 18:10:41.0270000","1","2017/9/28 18:10:41.0270000","9999/12/31 23:59:59.9970000"
"280","THERMAmix THX","THERMAmix THX","","116117","1","0","","2018/9/28 18:10:41.0370000","1","2017/9/28 18:10:41.0370000","9999/12/31 23:59:59.9970000"
"281","THERMAmix THX + Additives","THERMAmix THX + Additives","","116124","1","0","","2018/9/28 18:10:41.0470000","1","2017/9/28 18:10:41.0470000","9999/12/31 23:59:59.9970000"
"282","SURFACEmix THX","SURFACEmix THX","","116133","1","0","","2018/9/28 18:10:41.0530000","1","2017/9/28 18:10:41.0530000","9999/12/31 23:59:59.9970000"
"283","SURFACEmix THX + Additives","SURFACEmix THX + Additives","","116134","1","0","","2018/9/28 18:10:41.0630000","1","2017/9/28 18:10:41.0600000","9999/12/31 23:59:59.9970000"
"284","Silica Flour - 325 Mesh","Silica Flour  - 325 Mesh","IIN023206","113295","1","0","","2018/9/28 18:10:41.0730000","1","2017/9/28 18:10:41.0700000","9999/12/31 23:59:59.9970000"
"285","SUPERLITEmix PRO X","SUPERLITEmix PRO X","","116449","1","0","","2018/9/28 18:10:41.0800000","1","2017/9/28 18:10:41.0800000","9999/12/31 23:59:59.9970000"
"286","SUPERLITEmix PRO X + Additives","SUPERLITEmix PRO X + Additives","","116450","1","0","","2018/9/28 18:10:41.0900000","1","2017/9/28 18:10:41.0870000","9999/12/31 23:59:59.9970000"
"287","Visweep","Visweep","","113180","1","0","","2018/9/28 18:10:41.1130000","1","2017/9/28 18:10:41.1030000","9999/12/31 23:59:59.9970000"
"288","Water Wet Max","Water Wet Max","","113181","1","0","","2018/9/28 18:10:41.1500000","1","2017/9/28 18:10:41.1400000","9999/12/31 23:59:59.9970000"
"289","Invert Spacer","Invert Spacer","","113190","1","0","","2018/9/28 18:10:41.2030000","1","2017/9/28 18:10:41.1870000","9999/12/31 23:59:59.9970000"
"290","Mud Flush","Mud Flush","","113195","1","0","","2018/9/28 18:10:41.2370000","1","2017/9/28 18:10:41.2370000","9999/12/31 23:59:59.9970000"
"291","Indicator Dye","Indicator Dye","","113197","1","0","","2018/9/28 18:10:41.2470000","1","2017/9/28 18:10:41.2430000","9999/12/31 23:59:59.9970000"
"292","Wellseal G","Wellseal G","","113204","1","0","","2018/9/28 18:10:41.2530000","1","2017/9/28 18:10:41.2530000","9999/12/31 23:59:59.9970000"
"293","Wellseal","Wellseal","","113205","1","0","","2018/9/28 18:10:41.2630000","1","2017/9/28 18:10:41.2600000","9999/12/31 23:59:59.9970000"
"294","RP-20 Cement Preflush","RP-20 Cement Preflush","","113217","1","0","","2018/9/28 18:10:41.2730000","1","2017/9/28 18:10:41.2700000","9999/12/31 23:59:59.9970000"
"295","One Part Spacer","One Part Spacer","","113424","1","0","","2018/9/28 18:10:41.2830000","1","2017/9/28 18:10:41.2800000","9999/12/31 23:59:59.9970000"
"296","BORAjel","BORAjel","","115005","1","0","","2018/9/28 18:10:41.2900000","1","2017/9/28 18:10:41.2900000","9999/12/31 23:59:59.9970000"
"297","WELLBLOCK 'T'","WELLBLOCK 'T'","","113298","1","0","","2018/9/28 18:10:41.3000000","1","2017/9/28 18:10:41.2970000","9999/12/31 23:59:59.9970000"
"298","SAPP","SAPP","IIN023193","113200","1","0","","2018/9/28 18:10:41.3070000","1","2017/9/28 18:10:41.3070000","9999/12/31 23:59:59.9970000"
"299","Fresh Water","Fresh Water","","","1","0","","2018/9/28 18:10:41.3170000","1","2017/9/28 18:10:41.3130000","9999/12/31 23:59:59.9970000"
"300","Base Oil","Base Oil","IIN023193","","1","0","","2018/9/28 18:10:41.3270000","1","2017/9/28 18:10:41.3230000","9999/12/31 23:59:59.9970000"
"301","AI-8","AI-8","IIN023008","114024","1","0","","2018/9/28 18:10:41.3630000","1","2017/9/28 18:10:41.3630000","9999/12/31 23:59:59.9970000"
"302","Aqueous Ammonia","Aqueous Ammonia","null","114182","1","0","","2018/9/28 18:10:41.3730000","1","2017/9/28 18:10:41.3700000","9999/12/31 23:59:59.9970000"
"303","ASA-3W","ASA-3W","IIN023014","114042","1","0","","2018/9/28 18:10:41.3970000","1","2017/9/28 18:10:41.3970000","9999/12/31 23:59:59.9970000"
"304","ASM-4","ASM-4","null","113415","1","0","","2018/9/28 18:10:41.4070000","1","2017/9/28 18:10:41.4030000","9999/12/31 23:59:59.9970000"
"305","ASM-6","ASM-6","IIN023132","114268","1","0","","2018/9/28 18:10:41.4170000","1","2017/9/28 18:10:41.4130000","9999/12/31 23:59:59.9970000"
"306","B-1008","B-1008","IIN023017","114202","1","0","","2018/9/28 18:10:41.4230000","1","2017/9/28 18:10:41.4200000","9999/12/31 23:59:59.9970000"
"307","BE-1","BE-1","null","114200","1","0","","2018/9/28 18:10:41.4300000","1","2017/9/28 18:10:41.4270000","9999/12/31 23:59:59.9970000"
"308","Bio-Clear 2000","Bio-Clear 2000","IIN054179","113449","1","0","","2018/9/28 18:10:41.4400000","1","2017/9/28 18:10:41.4370000","9999/12/31 23:59:59.9970000"
"309","Breaker-F","Breaker-F","IIN023033","114291","1","0","","2018/9/28 18:10:41.4500000","1","2017/9/28 18:10:41.4470000","9999/12/31 23:59:59.9970000"
"310","Breaker-O","Breaker-O","IIN023034","114295","1","0","","2018/9/28 18:10:41.4600000","1","2017/9/28 18:10:41.4570000","9999/12/31 23:59:59.9970000"
"311","Buffer F","Buffer F","null","114029","1","0","","2018/9/28 18:10:41.4670000","1","2017/9/28 18:10:41.4670000","9999/12/31 23:59:59.9970000"
