Id,NAME,RIG_NO,DRILLINGCOMPANY_ID,DRILLINGCOMPANY_NAME,STATUS,IS_SERVICE_RIG,IS_DELETED,IS_TOP_DRIVE,SIZE_TYPE_VALUE,SIZE_TYPE_UNIT,RIG_SIZE_TYPE_ID,RIG_SIZE_TYPE_NAME,THREAD_TYPE_ID,THREAD_TYPE_NAME,VERSION,LAST_MODIFIED_USER_ID,LAST_MODIFIED_USER_NAME,LAST_MODIFIED_DATE_TIME,LAST_OPERATION_TYPE,EFFECTIVE_START_DATE_TIME,EFFECTIVE_END_DATE_TIME
167,PD 255,255,10203,Precision Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
168,PD 275,275,10203,Precision Drilling,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
169,PD 293,293,10203,Precision Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
170,PD 294,294,10203,Precision Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
171,PD 309,309,10203,Precision Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
172,PD 340,340,10203,Precision Drilling,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
173,PD 379,379,10203,Precision Drilling,0,0,0,1,114.3,,3,Double,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
174,PD 382,382,10203,Precision Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
175,PD 403,403,10203,Precision Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
176,PD 407,407,10203,Precision Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
177,PD 409,409,10203,Precision Drilling,0,0,0,1,114.3,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
178,PD 419,419,10203,Precision Drilling,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
179,PD 526,526,10203,Precision Drilling,0,0,0,0,0,,1,,1,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
180,PD 529,529,10203,Precision Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
181,PD 530,530,10203,Precision Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
182,PD 533,533,10203,Precision Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
183,PD 538,538,10203,Precision Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
184,PD 574,574,10203,Precision Drilling,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
185,PD 59,59,10203,Precision Drilling,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
186,PD 725,725,10203,Precision Drilling,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
187,PD 831,831,10203,Precision Drilling,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
188,PWS411,411,30046,Precision Well Servicing,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
189,Predator 14,14,30148,Predator Drilling Inc.,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
190,Predator 27,27,30148,Predator Drilling Inc.,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
191,Predator 574,574,30148,Predator Drilling Inc.,0,0,0,1,101.6,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
192,Red Dog 4,4,30116,Red Dog Drilling Inc.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
193,Red Hawk 4,4,30052,Red Hawk Well Servicing Inc.,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
194,Sandy Ross 10,10,30059,Sandy Ross Well Servicing Ltd.,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
195,Savanna 118,118,30147,Savanna Drilling,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
196,Savanna 122,122,30147,Savanna Drilling,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
197,Savanna 419,419,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
198,Savanna 420,420,30147,Savanna Drilling,0,0,0,0,,,2,Single,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
199,Savanna 422,422,30147,Savanna Drilling,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
200,Savanna 425,425,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
201,Savanna 426,426,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
202,Savanna 428,428,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
203,Savanna 436,436,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
204,Savanna 440,440,30147,Savanna Drilling,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
205,Savanna 603,603,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
206,Savanna 616,616,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
207,Savanna 623,623,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
208,Savanna 629,629,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
209,Savanna 631,631,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
210,Savanna 634,634,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
211,Savanna 636,636,30147,Savanna Drilling,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
212,Savanna 638,638,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
213,Savanna 651,651,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
214,Savanna 652,652,30147,Savanna Drilling,0,0,0,0,0,,1,,1,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
215,Savanna 656,656,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
216,Savanna 680,680,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
217,Savanna 687,687,30147,Savanna Drilling,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
218,Savanna  51,51,30201,Savanna Well Servicing,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
219,Southern Range 4,4,30061,Southern Range Well Servicing Ltd.,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
220,Stampede 1,1,30184,Stampede Drilling Ltd,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
221,Stampede 3,3,30184,Stampede Drilling Ltd,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
222,Star Valley 202,202,30212,Star Valley Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
223,Tempco 1,1,30123,Tempco Drilling Company Inc.,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
224,Tempco 5,5,30123,Tempco Drilling Company Inc.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
225,Tempco 7,7,30123,Tempco Drilling Company Inc.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
226,Tempco 8,8,30123,Tempco Drilling Company Inc.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
227,Trailblazer 631,631,30126,Trailblazer Drilling Corp.,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
228,Treeline 7,7,30066,Treeline Well Services Inc.,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
229,Trinidad 14,14,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
230,Trinidad 22,22,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
231,Trinidad 31,31,10463,Trinidad Drilling Ltd.,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
232,Trinidad 40,40,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,3,Double,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
233,Trinidad 401,401,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
234,Trinidad 419,419,10463,Trinidad Drilling Ltd.,0,0,0,1,101.6,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
235,Trinidad 42,42,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
236,Trinidad 432,432,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
237,Trinidad 434,434,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
238,Trinidad 437,437,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
239,Trinidad 438,438,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
240,Trinidad 44,44,10463,Trinidad Drilling Ltd.,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
241,Trinidad 50,50,10463,Trinidad Drilling Ltd.,0,0,0,1,101.6,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
242,Trinidad 51,51,10463,Trinidad Drilling Ltd.,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
243,Trinidad 53 ,53,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
244,Trinidad 55,55,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
245,Trinidad 59,59,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
246,Trinidad 7,7,10463,Trinidad Drilling Ltd.,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
247,Trinidad 9,9,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
248,Twilight 1,1,30214,Twilight Drilling Ltd.,0,0,0,0,,,1,,,,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
249,Twilight 3,3,30214,Twilight Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
250,Vortex 2,2,30218,Vortex Drilling Ltd.,0,0,0,1,114.3,,1,,4,XH,2,15112,Awang,11/27/2017,3,11/27/2017,12/31/9999
