ID,NAME,RIG_NO,RIG_SIZE_TYPE_CAT,RIG_SIZE_TYPE_ID,RIG_SIZE_TYPE_NAME,DRILLINGCOMPANY_ID,DRILLINGCOMPANY_NAME,STATUS,IS_SERVICE_RIG,IS_DELETED,IS_TOP_DRIVE,SIZE_TYPE_VALUE,SIZE_TYPE_UNIT,THREAD_TYPE_ID,THREAD_TYPE_NAME,THREAD_TYPE_CATEGORY,VERSION,LAST_MODIFIED_USER_ID,LAST_MODIFIED_USER_NAME,LAST_MODIFIED_DATE_TIME,LAST_OPERATION_TYPE,EFFECTIVE_START_DATE_TIME,EFFECTIVE_END_DATE_TIME
203,Savanna Drilling 651,651,56,1,,30147,Savanna Drilling,0,0,0,1,114.3,,4,XH,45,,,,,,,
204,Savanna Drilling 652,652,56,3,Double,30147,Savanna Drilling,0,0,0,0,,,,,,,,,,,,
205,Savanna Drilling 656,656,56,1,,30147,Savanna Drilling,0,0,0,1,114.3,,4,XH,45,,,,,,,
206,Savanna Drilling 680,680,56,1,,30147,Savanna Drilling,0,0,0,1,114.3,,4,XH,45,,,,,,,
207,Savanna Drilling 687,687,56,1,,30147,Savanna Drilling,0,0,0,1,114.3,,4,XH,45,,,,,,,
208,Savanna Well Servicing 51,51,56,1,,30201,Savanna Well Servicing,0,0,0,0,,,,,,,,,,,,
209,Stampede Drilling Ltd 1,1,56,1,,30184,Stampede Drilling Ltd,0,0,0,1,114.3,,4,XH,45,,,,,,,
210,Stampede Drilling Ltd 3,3,56,1,,30184,Stampede Drilling Ltd,0,0,0,1,114.3,,4,XH,45,,,,,,,
211,Star Valley Drilling Ltd. 202,202,56,1,,30212,Star Valley Drilling Ltd.,0,0,0,1,114.3,,4,XH,45,,,,,,,
212,Tempco Drilling Company Inc. 1,1,56,1,,30123,Tempco Drilling Company Inc.,0,0,0,0,,,,,,,,,,,,
213,Tempco Drilling Company Inc. 5,5,56,1,,30123,Tempco Drilling Company Inc.,0,0,0,1,114.3,,4,XH,45,,,,,,,
214,Tempco Drilling Company Inc. 7,7,56,1,,30123,Tempco Drilling Company Inc.,0,0,0,1,114.3,,4,XH,45,,,,,,,
215,Tempco Drilling Company Inc. 8,8,56,1,,30123,Tempco Drilling Company Inc.,0,0,0,1,114.3,,4,XH,45,,,,,,,
216,Trailblazer Drilling Corp. 631,631,56,1,,30126,Trailblazer Drilling Corp.,0,0,0,0,,,,,,,,,,,,
217,Trinidad Drilling Ltd. 14,14,56,1,,30130,Trinidad Drilling Ltd.,0,0,0,1,114.3,,4,XH,45,,,,,,,
218,Trinidad Drilling Ltd. 22,22,56,1,,30130,Trinidad Drilling Ltd.,0,0,0,1,114.3,,4,XH,45,,,,,,,
219,Trinidad Drilling Ltd. 40,40,56,3,Double,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,4,XH,45,,,,,,,
220,Trinidad Drilling Ltd. 401,401,56,1,,30130,Trinidad Drilling Ltd.,0,0,0,1,114.3,,4,XH,45,,,,,,,
221,Trinidad Drilling Ltd. 419,419,56,1,,30130,Trinidad Drilling Ltd.,0,0,0,1,101.6,,4,XH,45,,,,,,,
222,Trinidad Drilling Ltd. 432,432,56,3,Double,30130,Trinidad Drilling Ltd.,0,0,0,1,114.3,,4,XH,45,,,,,,,
223,Trinidad Drilling Ltd. 434,434,56,1,,30130,Trinidad Drilling Ltd.,0,0,0,0,,,,,,,,,,,,
224,Trinidad Drilling Ltd. 437,437,56,1,,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,4,XH,45,,,,,,,
225,Trinidad Drilling Ltd. 438,438,56,1,,30130,Trinidad Drilling Ltd.,0,0,0,1,114.3,,4,XH,45,,,,,,,
226,Trinidad Drilling Ltd. 449,449,56,1,,30130,Trinidad Drilling Ltd.,0,0,0,0,,,,,,,,,,,,
227,Trinidad Drilling Ltd. 50,50,56,1,,10463,Trinidad Drilling Ltd.,0,0,0,1,101.6,,4,XH,45,,,,,,,
228,Trinidad Drilling Ltd. 51,51,56,1,,30130,Trinidad Drilling Ltd.,0,0,0,0,,,,,,,,,,,,
229,Trinidad Drilling Ltd. 53,53,56,1,,30130,Trinidad Drilling Ltd.,0,0,0,1,114.3,,4,XH,45,,,,,,,
230,Trinidad Drilling Ltd. 55,55,56,1,,30130,Trinidad Drilling Ltd.,0,0,0,1,114.3,,4,XH,45,,,,,,,
231,Trinidad Drilling Ltd. 59,59,56,1,,10463,Trinidad Drilling Ltd.,0,0,0,1,114.3,,4,XH,45,,,,,,,
232,Trinidad Drilling Ltd. 7,7,56,1,,30130,Trinidad Drilling Ltd.,0,0,0,0,,,,,,,,,,,,
233,Trinidad Drilling Ltd. 9,9,56,1,,30130,Trinidad Drilling Ltd.,0,0,0,1,114.3,,4,XH,45,,,,,,,
234,Vortex Drilling Ltd. 2,2,56,1,,30218,Vortex Drilling Ltd.,0,0,0,1,114.3,,4,XH,45,,,,,,,
