ID,DESCRIPTION,SERVICE_LINE_ID,STATUS,VERSION,LAST_MODIFIED_USER_ID,LAST_MODIFIED_USER_NAME,LAST_MODIFIED_DATE_TIME,LAST_OPERATION_TYPE,EFFECTIVE_START_DATE_TIME,EFFECTIVE_END_DATE_TIME,NAME
"4,275",Standby - MPCT,15,A,0,0,,5/30/2013 12:00:00.000000000 AM,0,01/01/2001 00:00:00,05/31/2200 00:00:00,#N/A
"4,255",CT Annular Frac,15,A,1,"1,000,370",FWare,8/21/2013 12:00:00.000000000 AM,1,01/01/2001 00:00:00,05/31/2200 00:00:00,#N/A
"4,221",KAPPAjel,23,A,0,0,,8/21/2013 12:00:00.000000000 AM,1,01/01/2001 00:00:00,05/31/2200 00:00:00,#N/A
"4,222",Water Frac,23,A,0,0,,8/21/2013 12:00:00.000000000 AM,1,01/01/2001 00:00:00,05/31/2200 00:00:00,#N/A
"4,223",ENVIROjel,23,A,0,0,,8/21/2013 12:00:00.000000000 AM,1,01/01/2001 00:00:00,05/31/2200 00:00:00,#N/A
"4,224",Mini Frac,23,A,0,0,,8/21/2013 12:00:00.000000000 AM,1,01/01/2001 00:00:00,05/31/2200 00:00:00,#N/A
"4,226",Cement Misc.,13,A,0,0,,8/21/2013 12:00:00.000000000 AM,1,01/01/2001 00:00:00,05/31/2200 00:00:00,#N/A
"4,179",LINEARjel,23,A,0,0,,8/21/2013 12:00:00.000000000 AM,1,01/01/2001 00:00:00,05/31/2200 00:00:00,#N/A
"4,276",Slickwater/BORAjel,23,A,0,0,,8/21/2013 12:00:00.000000000 AM,1,01/01/2001 00:00:00,05/31/2200 00:00:00,#N/A
"4,070",N2 Pipeline Pig,19,A,0,0,,8/21/2013 12:00:00.000000000 AM,1,01/01/2001 00:00:00,05/31/2200 00:00:00,#N/A
"4,280",Reservoir Solutions,23,A,0,0,,2/25/2015 12:00:00.000000000 AM,3,11/17/2014 00:00:00,05/31/2200 00:00:00,#N/A
"4,277",N2 Plant Pig,15,A,0,0,,8/21/2013 12:00:00.000000000 AM,1,01/01/2001 00:00:00,05/31/2200 00:00:00,#N/A
